date,geo,campaign,channel,impressions,clicks,cost,ctr,cpc
2024-02-08,NY,Search | Brand,paid_search,18930,1487,103.9,0.078553,0.0699
2024-02-09,NY,Search | Brand,paid_search,23203,2216,102.34,0.095505,0.0462
2024-02-10,NY,Search | Brand,paid_search,19895,2098,121.08,0.105454,0.0577
2024-02-11,NY,Search | Brand,paid_search,18731,2005,144.71,0.107042,0.0722
2024-02-05,NY,Search | Nonbrand,paid_search,18854,955,216.62,0.050652,0.2268
2024-02-06,NY,Search | Nonbrand,paid_search,20418,880,162.57,0.043099,0.1847
2024-02-07,NY,Search | Nonbrand,paid_search,22429,1168,191.65,0.052075,0.1641
2024-02-08,NY,Search | Nonbrand,paid_search,20095,812,158.74,0.040408,0.1955
2024-02-09,NY,Search | Nonbrand,paid_search,19806,900,160.26,0.045441,0.1781
2024-02-10,NY,Search | Nonbrand,paid_search,24715,963,204.18,0.038964,0.212
2024-02-11,NY,Search | Nonbrand,paid_search,24483,804,202.86,0.032839,0.2523
2024-02-05,NY,Shopping | Instruments,shopping,19993,642,154.25,0.032111,0.2403
2024-02-06,NY,Shopping | Instruments,shopping,17973,611,120.17,0.033995,0.1967
2024-02-07,NY,Shopping | Instruments,shopping,17075,702,106.77,0.041113,0.1521
2024-02-08,NY,Shopping | Instruments,shopping,18184,616,145.54,0.033876,0.2363
2024-02-09,NY,Shopping | Instruments,shopping,21771,551,144.97,0.025309,0.2631
2024-02-10,NY,Shopping | Instruments,shopping,14403,693,119.77,0.048115,0.1728
2024-02-11,NY,Shopping | Instruments,shopping,19657,611,137.73,0.031083,0.2254
2024-02-12,CA,Search | Brand,paid_search,21093,1823,150.89,0.086427,0.0828
2024-02-13,CA,Search | Brand,paid_search,24470,2236,143.72,0.091377,0.0643
2024-02-14,CA,Search | Brand,paid_search,32800,2300,135.75,0.070122,0.059
2024-02-15,CA,Search | Brand,paid_search,27429,2416,136.84,0.088082,0.0566
2024-02-16,CA,Search | Brand,paid_search,21662,2117,146.67,0.097729,0.0693
2024-02-17,CA,Search | Brand,paid_search,22041,1722,148.28,0.078127,0.0861
2024-02-18,CA,Search | Brand,paid_search,22701,1959,136.57,0.086296,0.0697
2024-02-12,CA,Search | Nonbrand,paid_search,28701,1008,194.27,0.035121,0.1927
2024-02-13,CA,Search | Nonbrand,paid_search,25212,1064,241.9,0.042202,0.2274
2024-02-14,CA,Search | Nonbrand,paid_search,21071,1160,232.01,0.055052,0.2
2024-02-15,CA,Search | Nonbrand,paid_search,23322,1027,240.02,0.044036,0.2337
2024-02-16,CA,Search | Nonbrand,paid_search,30331,1332,231.45,0.043915,0.1738
2024-02-17,CA,Search | Nonbrand,paid_search,22179,1262,219.64,0.056901,0.174
2024-02-18,CA,Search | Nonbrand,paid_search,30396,1122,199.14,0.036913,0.1775
2024-02-12,CA,Shopping | Instruments,shopping,25673,732,192.88,0.028512,0.2635
2024-02-13,CA,Shopping | Instruments,shopping,24574,923,155.84,0.03756,0.1688
2024-02-14,CA,Shopping | Instruments,shopping,20693,612,134.21,0.029575,0.2193
2024-02-15,CA,Shopping | Instruments,shopping,22029,843,194.18,0.038268,0.2303
2024-02-16,CA,Shopping | Instruments,shopping,23647,611,132.17,0.025838,0.2163
2024-02-17,CA,Shopping | Instruments,shopping,26115,749,177.82,0.028681,0.2374
2024-02-18,CA,Shopping | Instruments,shopping,21485,887,195.26,0.041285,0.2201
2024-02-12,TX,Search | Brand,paid_search,20866,1384,118.43,0.066328,0.0856
2024-02-13,TX,Search | Brand,paid_search,19104,1275,127.85,0.06674,0.1003
2024-02-14,TX,Search | Brand,paid_search,19724,1678,100.79,0.085074,0.0601
2024-02-15,TX,Search | Brand,paid_search,16235,1812,98.15,0.111611,0.0542
2024-02-16,TX,Search | Brand,paid_search,19223,1240,106.72,0.064506,0.0861
2024-02-17,TX,Search | Brand,paid_search,16458,1757,114.36,0.106757,0.0651
2024-02-18,TX,Search | Brand,paid_search,20606,1703,100.55,0.082646,0.059
2024-02-12,TX,Search | Nonbrand,paid_search,18435,899,192.18,0.048766,0.2138
2024-02-13,TX,Search | Nonbrand,paid_search,20928,949,180.95,0.045346,0.1907
2024-02-14,TX,Search | Nonbrand,paid_search,21093,933,207.53,0.044233,0.2224
2024-02-15,TX,Search | Nonbrand,paid_search,20455,840,174.42,0.041066,0.2076
2024-02-16,TX,Search | Nonbrand,paid_search,23990,984,214.19,0.041017,0.2177
2024-02-17,TX,Search | Nonbrand,paid_search,21926,992,139.69,0.045243,0.1408
2024-02-18,TX,Search | Nonbrand,paid_search,24977,874,196.57,0.034992,0.2249
2024-02-12,TX,Shopping | Instruments,shopping,15023,610,140.01,0.040604,0.2295
2024-02-13,TX,Shopping | Instruments,shopping,20646,735,143.06,0.0356,0.1946
2024-02-14,TX,Shopping | Instruments,shopping,17114,585,163.9,0.034183,0.2802
2024-02-15,TX,Shopping | Instruments,shopping,19445,612,132.47,0.031473,0.2165
2024-02-16,TX,Shopping | Instruments,shopping,17801,610,112.02,0.034268,0.1836
2024-02-17,TX,Shopping | Instruments,shopping,19900,642,117.84,0.032261,0.1836
2024-02-18,TX,Shopping | Instruments,shopping,20156,676,127.31,0.033538,0.1883
2024-02-12,FL,Search | Brand,paid_search,15960,1568,114.29,0.098246,0.0729
2024-02-13,FL,Search | Brand,paid_search,13889,1337,93.19,0.096263,0.0697
2024-02-14,FL,Search | Brand,paid_search,20811,1291,108.44,0.062035,0.084
2024-02-15,FL,Search | Brand,paid_search,16341,1354,87.61,0.082859,0.0647
2024-02-16,FL,Search | Brand,paid_search,20831,1273,92.59,0.061111,0.0727
2024-02-17,FL,Search | Brand,paid_search,19545,1485,120.13,0.075979,0.0809
2024-02-18,FL,Search | Brand,paid_search,15439,1325,96.09,0.085822,0.0725
2024-02-12,FL,Search | Nonbrand,paid_search,20367,851,155.2,0.041783,0.1824
2024-02-13,FL,Search | Nonbrand,paid_search,15939,956,129.77,0.059979,0.1357
2024-02-14,FL,Search | Nonbrand,paid_search,18537,847,134.1,0.045692,0.1583
2024-02-15,FL,Search | Nonbrand,paid_search,15743,809,176.27,0.051388,0.2179
2024-02-16,FL,Search | Nonbrand,paid_search,20472,806,169.21,0.039371,0.2099
2024-02-17,FL,Search | Nonbrand,paid_search,17490,970,177.09,0.05546,0.1826
2024-02-18,FL,Search | Nonbrand,paid_search,20233,664,165.86,0.032818,0.2498
2024-02-12,FL,Shopping | Instruments,shopping,20638,537,107.32,0.02602,0.1999
2024-02-13,FL,Shopping | Instruments,shopping,15960,565,105.11,0.035401,0.186
2024-02-14,FL,Shopping | Instruments,shopping,19221,532,140.92,0.027678,0.2649
2024-02-15,FL,Shopping | Instruments,shopping,14235,616,120.04,0.043274,0.1949
2024-02-16,FL,Shopping | Instruments,shopping,16271,631,139.89,0.038781,0.2217
2024-02-17,FL,Shopping | Instruments,shopping,17865,521,123.86,0.029163,0.2377
2024-02-18,FL,Shopping | Instruments,shopping,18310,551,144.86,0.030093,0.2629
2024-02-12,NY,Search | Brand,paid_search,21443,1712,93.12,0.07984,0.0544
2024-02-13,NY,Search | Brand,paid_search,16422,1699,105.55,0.103459,0.0621
2024-02-14,NY,Search | Brand,paid_search,15548,1442,121.6,0.092745,0.0843
2024-02-15,NY,Search | Brand,paid_search,16907,1285,89.01,0.076004,0.0693
2024-02-16,NY,Search | Brand,paid_search,16039,1333,101.15,0.08311,0.0759
2024-02-17,NY,Search | Brand,paid_search,16577,1150,93.47,0.069373,0.0813
2024-02-18,NY,Search | Brand,paid_search,19083,1314,103.8,0.068857,0.079
2024-02-12,NY,Search | Nonbrand,paid_search,18863,880,175.83,0.046652,0.1998
2024-02-13,NY,Search | Nonbrand,paid_search,20356,645,172.84,0.031686,0.268
2024-02-14,NY,Search | Nonbrand,paid_search,21311,871,160.11,0.040871,0.1838
2024-02-15,NY,Search | Nonbrand,paid_search,18938,879,146.23,0.046415,0.1664
2024-02-16,NY,Search | Nonbrand,paid_search,18416,835,150.93,0.045341,0.1808
2024-02-17,NY,Search | Nonbrand,paid_search,14467,902,189.09,0.062349,0.2096
2024-02-18,NY,Search | Nonbrand,paid_search,22221,749,162.3,0.033707,0.2167
2024-02-12,NY,Shopping | Instruments,shopping,17731,558,128.24,0.03147,0.2298
2024-02-13,NY,Shopping | Instruments,shopping,18341,602,122.17,0.032823,0.2029
2024-02-14,NY,Shopping | Instruments,shopping,15434,628,123.57,0.040689,0.1968
2024-02-15,NY,Shopping | Instruments,shopping,17023,628,134.5,0.036891,0.2142
2024-02-16,NY,Shopping | Instruments,shopping,17958,540,133.04,0.03007,0.2464
2024-02-17,NY,Shopping | Instruments,shopping,16590,505,108.71,0.03044,0.2153
2024-02-18,NY,Shopping | Instruments,shopping,17852,512,120.45,0.02868,0.2353
2024-02-19,CA,Search | Brand,paid_search,23137,2409,137.67,0.104119,0.0571
2024-02-20,CA,Search | Brand,paid_search,23271,2411,171.67,0.103605,0.0712
2024-02-21,CA,Search | Brand,paid_search,24588,1715,124.12,0.069749,0.0724
2024-02-22,CA,Search | Brand,paid_search,23213,1997,133.37,0.086029,0.0668
2024-02-23,CA,Search | Brand,paid_search,22986,1939,170.86,0.084356,0.0881
2024-02-24,CA,Search | Brand,paid_search,31066,2476,157.42,0.079701,0.0636
2024-02-25,CA,Search | Brand,paid_search,29300,1979,134.74,0.067543,0.0681
2024-02-19,CA,Search | Nonbrand,paid_search,24247,1310,266.02,0.054027,0.2031
2024-02-20,CA,Search | Nonbrand,paid_search,35440,1191,210.66,0.033606,0.1769
2024-02-21,CA,Search | Nonbrand,paid_search,29726,1419,215.93,0.047736,0.1522
2024-02-22,CA,Search | Nonbrand,paid_search,31044,1379,227.07,0.044421,0.1647
2024-02-23,CA,Search | Nonbrand,paid_search,30093,1132,287.19,0.037617,0.2537
2024-02-24,CA,Search | Nonbrand,paid_search,25159,1330,277.92,0.052864,0.209
2024-02-25,CA,Search | Nonbrand,paid_search,27419,1615,262.11,0.058901,0.1623
2024-02-19,CA,Shopping | Instruments,shopping,25105,984,211.21,0.039195,0.2146
2024-02-20,CA,Shopping | Instruments,shopping,23482,650,202.09,0.027681,0.3109
2024-02-21,CA,Shopping | Instruments,shopping,26093,948,243.63,0.036332,0.257
2024-02-22,CA,Shopping | Instruments,shopping,30244,833,216.24,0.027543,0.2596
2024-02-23,CA,Shopping | Instruments,shopping,26257,959,184.55,0.036524,0.1924
2024-02-24,CA,Shopping | Instruments,shopping,31588,724,173.54,0.02292,0.2397
2024-02-25,CA,Shopping | Instruments,shopping,31276,691,165.87,0.022094,0.24
2024-02-19,TX,Search | Brand,paid_search,18360,1605,113.47,0.087418,0.0707
2024-02-20,TX,Search | Brand,paid_search,19441,1560,78.51,0.080243,0.0503
2024-02-21,TX,Search | Brand,paid_search,14646,1336,116.8,0.091219,0.0874
2024-02-22,TX,Search | Brand,paid_search,20448,1569,93.35,0.076731,0.0595
2024-02-23,TX,Search | Brand,paid_search,13429,1547,104.86,0.115198,0.0678
2024-02-24,TX,Search | Brand,paid_search,17127,1295,93.16,0.075612,0.0719
2024-02-25,TX,Search | Brand,paid_search,19454,1488,112.7,0.076488,0.0757
2024-02-19,TX,Search | Nonbrand,paid_search,21511,1093,182.02,0.050811,0.1665
2024-02-20,TX,Search | Nonbrand,paid_search,27241,910,213.09,0.033406,0.2342
2024-02-21,TX,Search | Nonbrand,paid_search,28767,926,232.31,0.03219,0.2509
2024-02-22,TX,Search | Nonbrand,paid_search,23585,1254,258.1,0.053169,0.2058
2024-02-23,TX,Search | Nonbrand,paid_search,18769,1235,226.14,0.0658,0.1831
2024-02-24,TX,Search | Nonbrand,paid_search,25074,1013,173.22,0.0404,0.171
2024-02-25,TX,Search | Nonbrand,paid_search,26899,825,192.99,0.03067,0.2339
2024-02-19,TX,Shopping | Instruments,shopping,22897,681,159.05,0.029742,0.2336
2024-02-20,TX,Shopping | Instruments,shopping,21891,774,139.95,0.035357,0.1808
2024-02-21,TX,Shopping | Instruments,shopping,28773,530,179.17,0.01842,0.338
2024-02-22,TX,Shopping | Instruments,shopping,19563,752,146.9,0.03844,0.1953
2024-02-23,TX,Shopping | Instruments,shopping,20464,744,178.45,0.036357,0.2399
2024-02-24,TX,Shopping | Instruments,shopping,23487,625,194.39,0.02661,0.311
2024-02-25,TX,Shopping | Instruments,shopping,20840,548,139.07,0.026296,0.2538
2024-02-19,FL,Search | Brand,paid_search,19286,1305,119.3,0.067666,0.0914
2024-02-20,FL,Search | Brand,paid_search,22548,1892,94.27,0.08391,0.0498
2024-02-21,FL,Search | Brand,paid_search,19741,1507,110.74,0.076339,0.0735
2024-02-22,FL,Search | Brand,paid_search,18717,1522,105.34,0.081316,0.0692
2024-02-23,FL,Search | Brand,paid_search,19502,1490,114.83,0.076402,0.0771
2024-02-24,FL,Search | Brand,paid_search,15251,1821,109.26,0.119402,0.06
2024-02-25,FL,Search | Brand,paid_search,15758,1250,104.92,0.079325,0.0839
2024-02-19,FL,Search | Nonbrand,paid_search,18342,734,182.03,0.040017,0.248
2024-02-20,FL,Search | Nonbrand,paid_search,17368,1053,165.2,0.060629,0.1569
2024-02-21,FL,Search | Nonbrand,paid_search,21593,996,161.5,0.046126,0.1621
2024-02-22,FL,Search | Nonbrand,paid_search,18449,995,155.23,0.053932,0.156
2024-02-23,FL,Search | Nonbrand,paid_search,16875,872,167.14,0.051674,0.1917
2024-02-24,FL,Search | Nonbrand,paid_search,21403,683,160.58,0.031911,0.2351
2024-02-25,FL,Search | Nonbrand,paid_search,18832,786,150.95,0.041737,0.192
2024-02-19,FL,Shopping | Instruments,shopping,18732,560,101.16,0.029895,0.1806
2024-02-20,FL,Shopping | Instruments,shopping,15836,544,138.55,0.034352,0.2547
2024-02-21,FL,Shopping | Instruments,shopping,18926,490,152.62,0.02589,0.3115
2024-02-22,FL,Shopping | Instruments,shopping,15314,565,100.02,0.036894,0.177
2024-02-23,FL,Shopping | Instruments,shopping,15198,570,130.0,0.037505,0.2281
2024-02-24,FL,Shopping | Instruments,shopping,20183,581,114.39,0.028787,0.1969
2024-02-25,FL,Shopping | Instruments,shopping,17578,402,139.98,0.022869,0.3482
2024-02-19,NY,Search | Brand,paid_search,17953,2058,105.4,0.114633,0.0512
2024-02-20,NY,Search | Brand,paid_search,19989,1697,96.54,0.084897,0.0569
2024-02-21,NY,Search | Brand,paid_search,21067,1388,109.27,0.065885,0.0787
2024-02-22,NY,Search | Brand,paid_search,18324,1381,127.42,0.075366,0.0923
2024-02-23,NY,Search | Brand,paid_search,19101,1375,108.18,0.071986,0.0787
2024-02-24,NY,Search | Brand,paid_search,22636,1458,124.2,0.064411,0.0852
2024-02-25,NY,Search | Brand,paid_search,15877,1552,111.69,0.097751,0.072
2024-02-19,NY,Search | Nonbrand,paid_search,19741,768,143.91,0.038904,0.1874
2024-02-20,NY,Search | Nonbrand,paid_search,23356,1087,205.0,0.046541,0.1886
2024-02-21,NY,Search | Nonbrand,paid_search,18929,846,190.2,0.044693,0.2248
2024-02-22,NY,Search | Nonbrand,paid_search,18206,1099,193.61,0.060365,0.1762
2024-02-23,NY,Search | Nonbrand,paid_search,21498,997,187.55,0.046376,0.1881
2024-02-24,NY,Search | Nonbrand,paid_search,20740,1027,197.57,0.049518,0.1924
2024-02-25,NY,Search | Nonbrand,paid_search,23696,835,139.19,0.035238,0.1667
2024-02-19,NY,Shopping | Instruments,shopping,17116,441,121.76,0.025765,0.2761
2024-02-20,NY,Shopping | Instruments,shopping,18383,609,104.62,0.033128,0.1718
2024-02-21,NY,Shopping | Instruments,shopping,14088,567,136.9,0.040247,0.2414
2024-02-22,NY,Shopping | Instruments,shopping,16920,583,150.95,0.034456,0.2589
2024-02-23,NY,Shopping | Instruments,shopping,19512,556,100.19,0.028495,0.1802
2024-02-24,NY,Shopping | Instruments,shopping,18873,498,123.57,0.026387,0.2481
2024-02-25,NY,Shopping | Instruments,shopping,16281,505,134.46,0.031018,0.2663
2024-02-26,CA,Search | Brand,paid_search,24834,2299,161.09,0.092575,0.0701
2024-02-27,CA,Search | Brand,paid_search,29784,2013,122.36,0.067587,0.0608
2024-02-28,CA,Search | Brand,paid_search,30917,2538,164.52,0.082091,0.0648
2024-02-29,CA,Search | Brand,paid_search,31625,1930,170.58,0.061028,0.0884
2024-03-01,CA,Search | Brand,paid_search,21915,2057,146.42,0.093863,0.0712
2024-03-02,CA,Search | Brand,paid_search,23542,2077,172.83,0.088225,0.0832
2024-03-03,CA,Search | Brand,paid_search,24096,2385,145.14,0.098979,0.0609
2024-02-26,CA,Search | Nonbrand,paid_search,22594,1125,226.21,0.049792,0.2011
2024-02-27,CA,Search | Nonbrand,paid_search,26107,1315,218.88,0.05037,0.1664
2024-02-28,CA,Search | Nonbrand,paid_search,34052,1420,254.65,0.041701,0.1793
2024-02-29,CA,Search | Nonbrand,paid_search,22142,1070,233.31,0.048324,0.218
2024-03-01,CA,Search | Nonbrand,paid_search,28270,1341,206.17,0.047435,0.1537
2024-03-02,CA,Search | Nonbrand,paid_search,29892,1167,280.24,0.039041,0.2401
2024-03-03,CA,Search | Nonbrand,paid_search,25701,1276,203.86,0.049648,0.1598
2024-02-26,CA,Shopping | Instruments,shopping,32803,950,186.02,0.028961,0.1958
2024-02-27,CA,Shopping | Instruments,shopping,24614,997,236.08,0.040505,0.2368
2024-02-28,CA,Shopping | Instruments,shopping,30230,927,239.29,0.030665,0.2581
2024-02-29,CA,Shopping | Instruments,shopping,34632,1078,197.33,0.031127,0.1831
2024-03-01,CA,Shopping | Instruments,shopping,32447,780,199.92,0.024039,0.2563
2024-03-02,CA,Shopping | Instruments,shopping,22793,1056,190.25,0.04633,0.1802
2024-03-03,CA,Shopping | Instruments,shopping,22854,1056,193.79,0.046206,0.1835
2024-02-26,TX,Search | Brand,paid_search,21487,1679,119.79,0.07814,0.0713
2024-02-27,TX,Search | Brand,paid_search,17801,1582,100.12,0.088871,0.0633
2024-02-28,TX,Search | Brand,paid_search,18571,1635,109.33,0.08804,0.0669
2024-02-29,TX,Search | Brand,paid_search,19381,1891,116.97,0.09757,0.0619
2024-03-01,TX,Search | Brand,paid_search,20053,1237,90.74,0.061687,0.0734
2024-03-02,TX,Search | Brand,paid_search,20276,1233,119.32,0.060811,0.0968
2024-03-03,TX,Search | Brand,paid_search,17088,1676,124.74,0.098081,0.0744
2024-02-26,TX,Search | Nonbrand,paid_search,27324,853,196.03,0.031218,0.2298
2024-02-27,TX,Search | Nonbrand,paid_search,25793,1062,206.86,0.041174,0.1948
2024-02-28,TX,Search | Nonbrand,paid_search,25085,900,221.52,0.035878,0.2461
2024-02-29,TX,Search | Nonbrand,paid_search,21624,963,195.0,0.044534,0.2025
2024-03-01,TX,Search | Nonbrand,paid_search,20695,999,193.4,0.048273,0.1936
2024-03-02,TX,Search | Nonbrand,paid_search,24765,1189,220.02,0.048011,0.185
2024-03-03,TX,Search | Nonbrand,paid_search,20223,795,190.54,0.039312,0.2397
2024-02-26,TX,Shopping | Instruments,shopping,21301,544,161.5,0.025539,0.2969
2024-02-27,TX,Shopping | Instruments,shopping,18909,742,115.25,0.039241,0.1553
2024-02-28,TX,Shopping | Instruments,shopping,17896,673,160.08,0.037606,0.2379
2024-02-29,TX,Shopping | Instruments,shopping,19163,529,141.35,0.027605,0.2672
2024-03-01,TX,Shopping | Instruments,shopping,14963,722,124.27,0.048252,0.1721
2024-03-02,TX,Shopping | Instruments,shopping,21813,717,114.74,0.03287,0.16
2024-03-03,TX,Shopping | Instruments,shopping,20182,604,149.24,0.029928,0.2471
2024-02-26,FL,Search | Brand,paid_search,16649,1354,96.03,0.081326,0.0709
2024-02-27,FL,Search | Brand,paid_search,16777,1259,92.36,0.075043,0.0734
2024-02-28,FL,Search | Brand,paid_search,13093,1113,95.26,0.085007,0.0856
2024-02-29,FL,Search | Brand,paid_search,17617,1464,89.4,0.083102,0.0611
2024-03-01,FL,Search | Brand,paid_search,13931,1266,86.4,0.090876,0.0682
2024-03-02,FL,Search | Brand,paid_search,12982,1309,73.42,0.100832,0.0561
2024-03-03,FL,Search | Brand,paid_search,17319,1208,95.67,0.06975,0.0792
2024-02-26,FL,Search | Nonbrand,paid_search,15958,754,164.1,0.047249,0.2176
2024-02-27,FL,Search | Nonbrand,paid_search,15459,735,136.32,0.047545,0.1855
2024-02-28,FL,Search | Nonbrand,paid_search,15937,729,163.96,0.045743,0.2249
2024-02-29,FL,Search | Nonbrand,paid_search,19695,583,159.94,0.029601,0.2743
2024-03-01,FL,Search | Nonbrand,paid_search,15382,585,115.34,0.038031,0.1972
2024-03-02,FL,Search | Nonbrand,paid_search,14676,760,126.22,0.051785,0.1661
2024-03-03,FL,Search | Nonbrand,paid_search,19908,690,140.44,0.034659,0.2035
2024-02-26,FL,Shopping | Instruments,shopping,18279,754,170.47,0.04125,0.2261
2024-02-27,FL,Shopping | Instruments,shopping,21600,529,136.97,0.024491,0.2589
2024-02-28,FL,Shopping | Instruments,shopping,17679,641,168.34,0.036258,0.2626
2024-02-29,FL,Shopping | Instruments,shopping,20711,634,137.61,0.030612,0.2171
2024-03-01,FL,Shopping | Instruments,shopping,19817,644,118.54,0.032497,0.1841
2024-03-02,FL,Shopping | Instruments,shopping,23178,756,127.0,0.032617,0.168
2024-03-03,FL,Shopping | Instruments,shopping,17808,803,142.37,0.045092,0.1773
2024-02-26,NY,Search | Brand,paid_search,18471,1260,92.69,0.068215,0.0736
2024-02-27,NY,Search | Brand,paid_search,17475,1279,95.9,0.07319,0.075
2024-02-28,NY,Search | Brand,paid_search,12012,1380,79.26,0.114885,0.0574
2024-02-29,NY,Search | Brand,paid_search,15384,1719,107.06,0.111739,0.0623
2024-03-01,NY,Search | Brand,paid_search,16782,1287,102.27,0.076689,0.0795
2024-03-02,NY,Search | Brand,paid_search,17896,1537,85.03,0.085885,0.0553
2024-03-03,NY,Search | Brand,paid_search,13149,1583,82.57,0.120389,0.0522
2024-02-26,NY,Search | Nonbrand,paid_search,20880,842,193.92,0.040326,0.2303
2024-02-27,NY,Search | Nonbrand,paid_search,18275,795,149.3,0.043502,0.1878
