week_start_date,geo,sessions,users,organic_sessions,purchase_events
2025-01-20,FL,26630,21096,6604,719
2025-01-20,NY,32731,26093,7484,823
2025-01-27,CA,43100,32526,9746,1122
2025-01-27,TX,33730,26490,8028,882
2025-01-27,FL,29938,22834,7256,732
2025-01-27,NY,28276,21487,6983,767
2025-02-03,CA,45030,34226,10545,1271
2025-02-03,TX,36313,27043,9374,1065
2025-02-03,FL,35774,28163,7884,980
2025-02-03,NY,35941,28506,7988,1004
2025-02-10,CA,41665,33236,10385,1122
2025-02-10,TX,37044,28727,8874,878
2025-02-10,FL,30751,22350,7040,809
2025-02-10,NY,29788,22191,7193,853
2025-02-17,CA,41383,32249,10238,1103
2025-02-17,TX,36611,26482,7923,904
2025-02-17,FL,31039,23560,7005,874
2025-02-17,NY,32173,25548,7272,830
2025-02-24,CA,41889,30677,9862,1113
2025-02-24,TX,35138,25869,8123,988
2025-02-24,FL,30177,24115,7441,784
2025-02-24,NY,31727,25232,7534,845
2025-03-03,CA,43610,34061,10044,1103
2025-03-03,TX,36751,28907,9156,947
2025-03-03,FL,29239,21194,7390,864
2025-03-03,NY,31949,25178,7486,845
2025-03-10,CA,43190,32638,10892,1170
2025-03-10,TX,37894,29955,8925,1002
2025-03-10,FL,31671,24782,7027,787
2025-03-10,NY,30694,22251,7675,853
2025-03-17,CA,44546,35094,10505,1240
2025-03-17,TX,36653,27961,8745,1025
2025-03-17,FL,32620,24783,7927,827
2025-03-17,NY,33734,25637,7778,883
2025-03-24,CA,44580,32323,10888,1263
2025-03-24,TX,37571,28297,9136,976
2025-03-24,FL,30303,21962,7284,822
2025-03-24,NY,32517,24531,7682,787
2025-03-31,CA,46657,33819,10780,1211
2025-03-31,TX,35308,28233,8406,937
2025-03-31,FL,30493,24041,7526,833
2025-03-31,NY,33006,25871,7843,905
2025-04-07,CA,45439,33989,10107,1170
2025-04-07,TX,39988,29807,9511,971
2025-04-07,FL,33661,25105,7690,867
2025-04-07,NY,34920,25891,7934,864
2025-04-14,CA,46022,34126,10387,1168
2025-04-14,TX,39566,30182,9509,972
2025-04-14,FL,31920,24235,8065,846
2025-04-14,NY,32354,25010,8490,864
2025-04-21,CA,49252,37855,11005,1234
2025-04-21,TX,37314,29575,9353,997
2025-04-21,FL,32038,24524,7750,812
2025-04-21,NY,32953,25405,7720,940
2025-04-28,CA,45075,35455,10544,1119
2025-04-28,TX,39884,29579,9636,990
2025-04-28,FL,30775,23065,7789,825
2025-04-28,NY,36393,28107,7582,891
2025-05-05,CA,48475,36101,11615,1415
2025-05-05,TX,41760,31921,9897,1230
2025-05-05,FL,35596,28074,8971,955
2025-05-05,NY,40560,29904,8901,1036
2025-05-12,CA,44352,34642,10602,1243
2025-05-12,TX,38900,29103,9105,981
2025-05-12,FL,33249,26000,7578,878
2025-05-12,NY,32328,25140,8510,863
2025-05-19,CA,44074,32236,10391,1236
2025-05-19,TX,36285,28319,8685,994
2025-05-19,FL,34837,25296,7895,832
2025-05-19,NY,34399,26947,8069,879
2025-05-26,CA,44128,35053,10834,1206
2025-05-26,TX,39270,28331,8992,1000
2025-05-26,FL,32726,24380,7968,832
2025-05-26,NY,34595,25600,8253,874
2025-06-02,CA,46290,35351,10742,1238
2025-06-02,TX,38586,27823,9295,1044
2025-06-02,FL,32053,25500,7330,835
2025-06-02,NY,34080,25620,8398,885
2025-06-09,CA,43045,32765,10551,1192
2025-06-09,TX,39720,29130,9436,1080
2025-06-09,FL,32708,25974,7529,830
2025-06-09,NY,34586,25165,8216,845
2025-06-16,CA,42774,32249,10163,1139
2025-06-16,TX,35875,27742,9043,959
2025-06-16,FL,31284,23083,7580,800
2025-06-16,NY,36198,27708,8490,891
2025-06-23,CA,46904,37164,10735,1161
2025-06-23,TX,37662,29717,9160,1019
2025-06-23,FL,32294,24030,7851,885
2025-06-23,NY,33380,24351,7505,931
2025-06-30,CA,40629,32093,10344,1143
2025-06-30,TX,37126,27379,8658,1013
2025-06-30,FL,33184,26455,7837,872
2025-06-30,NY,32092,24180,7598,839
2025-07-07,CA,44471,34032,10590,1148
2025-07-07,TX,37694,28817,9286,939
2025-07-07,FL,33421,26580,7678,813
2025-07-07,NY,34554,26362,7983,929
2025-07-14,CA,43952,34096,10817,1210
2025-07-14,TX,36582,28439,8547,1014
2025-07-14,FL,32910,24352,7861,834
2025-07-14,NY,32431,25256,7697,907
2025-07-21,CA,43517,32260,10126,1181
2025-07-21,TX,37129,27235,8670,998
2025-07-21,FL,29547,23016,7210,868
2025-07-21,NY,32436,25022,7478,859
2025-07-28,CA,42484,33496,10645,1195
2025-07-28,TX,39033,29667,9057,991
2025-07-28,FL,30067,22558,7585,920
2025-07-28,NY,33862,25939,7834,780
2025-08-04,CA,53740,41296,13331,1551
2025-08-04,TX,42923,33632,10965,1274
2025-08-04,FL,39008,29858,8537,1044
2025-08-04,NY,40504,31959,9622,1094
2025-08-11,CA,45976,33231,10765,1323
2025-08-11,TX,42597,33934,9791,1124
2025-08-11,FL,34811,26483,7890,857
2025-08-11,NY,37929,29448,8302,987
2025-08-18,CA,48629,38399,11461,1259
2025-08-18,TX,39022,28283,9236,1028
2025-08-18,FL,32432,25125,8262,880
2025-08-18,NY,35668,27710,8920,848
2025-08-25,CA,52094,37784,11847,1256
2025-08-25,TX,39829,31141,9632,1047
2025-08-25,FL,33161,26422,7512,876
2025-08-25,NY,34397,27367,8729,949
2025-09-01,CA,48674,36920,10752,1333
2025-09-01,TX,36753,28302,9042,1010
2025-09-01,FL,30770,22600,7802,799
2025-09-01,NY,34588,25522,7829,896
2025-09-08,CA,47797,38183,11480,1238
2025-09-08,TX,40098,31112,9829,1036
2025-09-08,FL,30382,24136,7491,907
2025-09-08,NY,35246,26946,7806,908
2025-09-15,CA,48013,35227,10836,1265
2025-09-15,TX,38077,28768,8793,1084
2025-09-15,FL,33032,24931,7647,864
2025-09-15,NY,35733,26485,7807,933
2025-09-22,CA,41573,30764,10475,1157
2025-09-22,TX,37794,29726,9310,1047
2025-09-22,FL,34425,25602,8034,895
2025-09-22,NY,35256,27605,8011,899
2025-09-29,CA,45236,34109,10559,1178
2025-09-29,TX,38799,28385,8804,1038
2025-09-29,FL,33126,24636,7862,901
2025-09-29,NY,36746,28686,8114,885
2025-10-06,CA,41015,30581,9465,1026
2025-10-06,TX,34611,25779,7566,930
2025-10-06,FL,31905,23430,6942,757
2025-10-06,NY,31897,25261,7543,803
2025-10-13,CA,40866,32094,9607,1053
2025-10-13,TX,31502,23064,8118,898
2025-10-13,FL,29630,23432,7081,795
2025-10-13,NY,28862,22849,7015,773
2025-10-20,CA,42532,31388,10251,1127
2025-10-20,TX,35393,27085,7872,880
2025-10-20,FL,29826,23458,7001,743
2025-10-20,NY,30001,22671,7305,817
2025-10-27,CA,41113,31425,9296,1047
2025-10-27,TX,34390,25405,8086,915
2025-10-27,FL,27509,21943,6514,742
2025-10-27,NY,29252,21839,7202,788
2025-11-03,CA,60243,44728,13026,1702
2025-11-03,TX,45405,32862,10768,1279
2025-11-03,FL,37384,29770,9567,1143
2025-11-03,NY,45479,34566,10577,1208
2025-11-10,CA,48882,38239,11972,1352
2025-11-10,TX,42691,30772,9672,1220
2025-11-10,FL,39178,31078,9249,1005
2025-11-10,NY,38834,28462,9229,1042
2025-11-17,CA,55112,40900,13214,1462
2025-11-17,TX,42521,30630,10809,1194
2025-11-17,FL,35406,25785,9125,946
2025-11-17,NY,40735,30976,8734,1010
2025-11-24,CA,56283,41266,13728,1779
2025-11-24,TX,49486,37861,11653,1304
2025-11-24,FL,40118,31524,10079,1198
2025-11-24,NY,44631,33704,10757,1206
2025-12-01,CA,57517,43578,13857,1514
2025-12-01,TX,46499,34681,11561,1152
2025-12-01,FL,41843,30608,9725,1064
2025-12-01,NY,39666,31693,9972,1110
2025-12-08,CA,54321,40135,14298,1489
2025-12-08,TX,45721,35259,11456,1215
2025-12-08,FL,38916,28775,9909,1033
2025-12-08,NY,42469,32766,10474,1073
2025-12-15,CA,56812,42071,13195,1599
2025-12-15,TX,49200,37271,11143,1292
2025-12-15,FL,39737,30561,9467,1055
2025-12-15,NY,43355,33850,9669,1118
2025-12-22,CA,55625,42952,13611,1474
2025-12-22,TX,49460,39271,12164,1219
2025-12-22,FL,41152,29776,10114,1066
2025-12-22,NY,41601,30117,10572,1100
2025-12-29,CA,57378,44463,14040,1565
2025-12-29,TX,46266,36040,11843,1311
2025-12-29,FL,42995,32748,10218,1094
2025-12-29,NY,45411,35580,10684,1172
2026-01-05,CA,44968,33949,10138,1193
2026-01-05,TX,32674,24602,8403,897
2026-01-05,FL,31310,24942,6915,805
2026-01-05,NY,30727,23755,8010,843
2026-01-12,CA,47939,36109,10414,1113
2026-01-12,TX,37972,29726,8936,891
2026-01-12,FL,30483,22154,7524,839
2026-01-12,NY,31338,23888,7666,828
2026-01-19,CA,45762,35954,10817,1169
2026-01-19,TX,37191,28251,8225,900
2026-01-19,FL,28746,21819,6946,818
2026-01-19,NY,34571,27456,7632,865
2026-01-26,CA,43753,33683,10367,1142
2026-01-26,TX,35210,26233,8247,963
2026-01-26,FL,30884,22741,7747,768
2026-01-26,NY,35514,27150,7851,921
2026-02-02,CA,55181,42063,12290,1493
2026-02-02,TX,40164,31264,9417,1239
2026-02-02,FL,36018,27893,8667,1068
2026-02-02,NY,36321,27142,8634,1057
2026-02-09,CA,42396,31329,10265,1153
2026-02-09,TX,34877,26828,9080,1027
2026-02-09,FL,30467,24329,7609,863
2026-02-09,NY,33270,25246,7533,856
2026-02-16,CA,44082,32613,11572,1167
2026-02-16,TX,36915,27127,8742,1083
2026-02-16,FL,31488,24456,7927,845
2026-02-16,NY,32999,24901,8578,819
2026-02-23,CA,46672,36423,11083,1198
2026-02-23,TX,36492,28864,9172,1045
2026-02-23,FL,34450,27472,8142,953
2026-02-23,NY,34152,26134,7624,880
2026-03-02,CA,46523,36391,10452,1200
2026-03-02,TX,39673,30859,8937,1076
2026-03-02,FL,34987,27146,8144,877
2026-03-02,NY,33162,26109,7798,875
2026-03-09,CA,47992,36064,11271,1274
2026-03-09,TX,40027,30138,9370,1015
2026-03-09,FL,34246,26811,7597,947
2026-03-09,NY,35551,26356,8370,959
2026-03-16,CA,49078,36964,12061,1279
2026-03-16,TX,38856,30529,9660,1016
2026-03-16,FL,34334,26731,7846,882
2026-03-16,NY,35691,27525,8294,944
2026-03-23,CA,47754,36950,10979,1261
2026-03-23,TX,42397,33178,8970,1065
2026-03-23,FL,37909,29236,8318,876
2026-03-23,NY,32369,24430,8771,862
2026-03-30,CA,49038,35845,11482,1256
2026-03-30,TX,39659,30907,9199,1067
2026-03-30,FL,34183,27003,7749,906
2026-03-30,NY,38539,30376,8379,984
2026-04-06,CA,52263,38076,10928,1401
2026-04-06,TX,39112,30226,10055,1010
2026-04-06,FL,32548,24207,8069,899
2026-04-06,NY,37992,28466,9023,941
2026-04-13,CA,50771,38021,11658,1325
2026-04-13,TX,42208,33570,10263,1049
2026-04-13,FL,36625,28184,7742,922
2026-04-13,NY,37161,27450,9154,958
2026-04-20,CA,52369,38795,12274,1360
2026-04-20,TX,41999,30902,9861,1115
2026-04-20,FL,35036,26099,7909,920
2026-04-20,NY,36423,27022,8516,925
2026-04-27,CA,49245,35984,11508,1316
2026-04-27,TX,41326,32419,9708,1080
2026-04-27,FL,31994,23707,8312,918
2026-04-27,NY,36848,29396,8426,944
2026-05-04,CA,52052,38363,12343,1462
2026-05-04,TX,43698,34237,10907,1235
2026-05-04,FL,37822,28935,9698,1171
2026-05-04,NY,38414,28671,9247,1189
2026-05-11,CA,45061,33702,11337,1263
2026-05-11,TX,40504,30451,10303,1070
2026-05-11,FL,35326,26903,8582,866
2026-05-11,NY,35996,26691,8218,937
2026-05-18,CA,47152,36993,11198,1314
2026-05-18,TX,42899,31033,9858,1128
2026-05-18,FL,35388,26169,7836,888
2026-05-18,NY,36436,27652,8318,1020
2026-05-25,CA,51255,37415,12342,1344
2026-05-25,TX,41304,31696,9458,1046
2026-05-25,FL,33763,25417,7849,905
2026-05-25,NY,39937,31525,8606,968
2026-06-01,CA,56201,44812,12410,1375
2026-06-01,TX,40331,31949,9291,1033
2026-06-01,FL,38713,30711,8839,949
2026-06-01,NY,36384,27538,9151,915
2026-06-08,CA,52188,39609,10961,1333
2026-06-08,TX,41062,32199,9646,1037
2026-06-08,FL,34732,26028,8514,952
2026-06-08,NY,37590,30067,8798,993
2026-06-15,CA,46755,34358,11895,1262
2026-06-15,TX,44000,32562,10271,1148
2026-06-15,FL,31581,24724,8551,908
2026-06-15,NY,36127,28648,9086,935
2026-06-22,CA,48896,36032,11374,1309
2026-06-22,TX,40297,30755,10085,1076
2026-06-22,FL,36051,26085,8227,972
2026-06-22,NY,34906,25802,8597,960
2026-06-29,CA,48248,36511,12123,1262
2026-06-29,TX,38144,28370,8971,1065
2026-06-29,FL,34609,27339,8522,876
2026-06-29,NY,33080,25282,8183,916
2026-07-06,CA,45050,35424,10764,1210
2026-07-06,TX,42090,32662,9261,1032
2026-07-06,FL,36986,26998,8455,940
2026-07-06,NY,34625,27188,7900,840
2026-07-13,CA,47694,36150,11866,1244
2026-07-13,TX,38394,30366,9348,1045
2026-07-13,FL,34653,27156,8457,884
2026-07-13,NY,35933,27102,8847,851
2026-07-20,CA,47066,36040,10830,1238
2026-07-20,TX,38271,30315,8962,1011
2026-07-20,FL,32567,24628,8334,914
2026-07-20,NY,34215,25434,8298,930
2026-07-27,CA,46675,36422,11168,1183
2026-07-27,TX,41646,30775,8954,1028
2026-07-27,FL,37348,27918,7800,931
2026-07-27,NY,34737,27536,7779,884
