week_start,geo,consumer_sentiment_index,competitor_discount_index,music_center_promo
2026-01-05,TX,98.144,0.1463,0
2026-01-05,FL,98.212,0.1678,0
2026-01-05,NY,99.76,0.1467,0
2026-01-12,CA,99.326,0.1556,0
2026-01-12,TX,100.334,0.1711,0
2026-01-12,FL,98.956,0.1647,0
2026-01-12,NY,100.33,0.154,0
2026-01-19,CA,98.996,0.171,0
2026-01-19,TX,100.235,0.1854,0
2026-01-19,FL,98.901,0.1667,0
2026-01-19,NY,100.369,0.1799,0
2026-01-26,CA,100.51,0.1613,0
2026-01-26,TX,100.593,0.1826,0
2026-01-26,FL,99.5,0.1568,0
2026-01-26,NY,99.71,0.1751,0
2026-02-02,CA,100.645,0.1733,1
2026-02-02,TX,99.685,0.1862,1
2026-02-02,FL,99.505,0.1853,1
2026-02-02,NY,99.806,0.1712,1
2026-02-09,CA,99.669,0.1607,0
2026-02-09,TX,100.709,0.1526,0
2026-02-09,FL,100.635,0.1572,0
2026-02-09,NY,101.353,0.1507,0
2026-02-16,CA,99.415,0.1608,0
2026-02-16,TX,99.495,0.1415,0
2026-02-16,FL,101.427,0.1574,0
2026-02-16,NY,99.94,0.1671,0
2026-02-23,CA,100.685,0.1565,0
2026-02-23,TX,99.796,0.135,0
2026-02-23,FL,100.822,0.148,0
2026-02-23,NY,101.161,0.1467,0
2026-03-02,CA,100.128,0.1159,0
2026-03-02,TX,101.958,0.1212,0
2026-03-02,FL,101.443,0.1259,0
2026-03-02,NY,100.987,0.1155,0
2026-03-09,CA,102.466,0.132,0
2026-03-09,TX,101.861,0.112,0
2026-03-09,FL,101.708,0.1035,0
2026-03-09,NY,101.841,0.1303,0
2026-03-16,CA,100.843,0.1073,0
2026-03-16,TX,101.485,0.1183,0
2026-03-16,FL,102.211,0.0973,0
2026-03-16,NY,101.793,0.0903,0
2026-03-23,CA,102.639,0.0928,0
2026-03-23,TX,101.847,0.1023,0
2026-03-23,FL,102.001,0.0899,0
2026-03-23,NY,102.454,0.0795,0
2026-03-30,CA,101.975,0.0979,0
2026-03-30,TX,101.686,0.092,0
2026-03-30,FL,103.096,0.1036,0
2026-03-30,NY,103.126,0.1047,0
2026-04-06,CA,103.246,0.0863,0
2026-04-06,TX,102.566,0.0717,0
2026-04-06,FL,102.142,0.0931,0
2026-04-06,NY,103.132,0.0817,0
2026-04-13,CA,101.278,0.0654,0
2026-04-13,TX,102.513,0.0678,0
2026-04-13,FL,101.185,0.0721,0
2026-04-13,NY,102.299,0.0737,0
2026-04-20,CA,103.002,0.0851,0
2026-04-20,TX,103.068,0.0803,0
2026-04-20,FL,102.529,0.0578,0
2026-04-20,NY,103.292,0.0575,0
2026-04-27,CA,102.562,0.0662,0
2026-04-27,TX,101.819,0.0516,0
2026-04-27,FL,101.485,0.0545,0
2026-04-27,NY,103.562,0.0758,0
2026-05-04,CA,101.665,0.0611,1
2026-05-04,TX,102.844,0.083,1
2026-05-04,FL,102.57,0.074,1
2026-05-04,NY,103.346,0.0783,1
2026-05-11,CA,102.946,0.0671,0
2026-05-11,TX,101.442,0.0959,0
2026-05-11,FL,102.77,0.0814,0
2026-05-11,NY,102.447,0.0869,0
2026-05-18,CA,101.48,0.0889,0
2026-05-18,TX,102.174,0.0678,0
2026-05-18,FL,101.943,0.0793,0
2026-05-18,NY,102.201,0.0749,0
2026-05-25,CA,101.717,0.1129,0
2026-05-25,TX,101.53,0.0792,0
2026-05-25,FL,102.688,0.0895,0
2026-05-25,NY,102.296,0.0768,0
2026-06-01,CA,102.399,0.099,0
2026-06-01,TX,102.203,0.0925,0
2026-06-01,FL,101.863,0.1278,0
2026-06-01,NY,102.993,0.1073,0
2026-06-08,CA,102.299,0.1057,0
2026-06-08,TX,103.103,0.1291,0
2026-06-08,FL,101.889,0.1357,0
2026-06-08,NY,100.987,0.1221,0
2026-06-15,CA,100.977,0.1221,0
2026-06-15,TX,101.967,0.1338,0
2026-06-15,FL,101.966,0.1297,0
2026-06-15,NY,101.264,0.1388,0
2026-06-22,CA,101.052,0.1604,0
2026-06-22,TX,100.519,0.1235,0
2026-06-22,FL,102.033,0.1315,0
2026-06-22,NY,100.861,0.1596,0
2026-06-29,CA,102.358,0.1421,0
2026-06-29,TX,100.85,0.135,0
2026-06-29,FL,101.967,0.1487,0
2026-06-29,NY,102.437,0.1341,0
2026-07-06,CA,100.215,0.1553,0
2026-07-06,TX,100.074,0.1683,0
2026-07-06,FL,100.348,0.1539,0
2026-07-06,NY,101.417,0.1596,0
2026-07-13,CA,100.24,0.1509,0
2026-07-13,TX,100.699,0.15,0
2026-07-13,FL,100.246,0.1638,0
2026-07-13,NY,101.433,0.1702,0
2026-07-20,CA,100.758,0.1766,0
2026-07-20,TX,99.62,0.1638,0
2026-07-20,FL,101.657,0.1609,0
2026-07-20,NY,99.936,0.158,0
2026-07-27,CA,99.569,0.1703,0
2026-07-27,TX,101.182,0.1704,0
2026-07-27,FL,100.846,0.1686,0
2026-07-27,NY,100.443,0.1538,0
