week_start,geo,campaign_name,channel,impressions,clicks,amount_spent,ctr,cpc
01/08/2024,NY,Prospecting | Guitar Players,Paid Social,86047,1194,$903.50,1.388%,0.7565
01/08/2024,NY,Retargeting | Site Visitors,paid_social,46919,942,$600.56,2.008%,0.6375
01/08/2024,NY,Catalog | Best Sellers,Meta,62175,1122,$708.79,1.805%,0.6316
01/15/2024,CA,Prospecting | Guitar Players,paid_social,108453,1597,"$1,138.76",1.472%,0.7131
01/15/2024,CA,Retargeting | Site Visitors,Meta,59686,1327,$763.99,2.224%,0.5757
01/15/2024,CA,Catalog | Best Sellers,Paid Social,67010,1155,$763.91,1.724%,0.6612
01/15/2024,TX,Prospecting | Guitar Players,paid_social,82228,1076,$863.39,1.309%,0.802
01/15/2024,TX,Retargeting | Site Visitors,Meta,49591,1025,$634.77,2.068%,0.6191
01/15/2024,TX,Catalog | Best Sellers,Paid Social,68373,1160,$779.45,1.696%,0.6721
01/15/2024,FL,Prospecting | Guitar Players,paid_social,81964,1108,$860.63,1.352%,0.7766
01/15/2024,FL,Retargeting | Site Visitors,Meta,35350,778,$452.47,2.202%,0.5814
01/15/2024,FL,Catalog | Best Sellers,Paid Social,52156,875,$594.58,1.678%,0.6795
01/15/2024,NY,Prospecting | Guitar Players,paid_social,82524,1083,$866.50,1.313%,0.7998
01/15/2024,NY,Retargeting | Site Visitors,Meta,42048,902,$538.21,2.146%,0.5966
01/15/2024,NY,Catalog | Best Sellers,Paid Social,50543,819,$576.19,1.621%,0.7034
01/22/2024,CA,Prospecting | Guitar Players,Meta,103673,1538,"$1,088.56",1.483%,0.7079
01/22/2024,CA,Retargeting | Site Visitors,Paid Social,56354,1136,$721.34,2.016%,0.635
01/22/2024,CA,Catalog | Best Sellers,paid_social,73039,1199,$832.65,1.641%,0.6947
01/22/2024,TX,Prospecting | Guitar Players,Meta,94179,1390,$988.88,1.476%,0.7115
01/22/2024,TX,Retargeting | Site Visitors,Paid Social,52640,1038,$673.79,1.972%,0.6489
01/22/2024,TX,Catalog | Best Sellers,paid_social,60656,1087,$691.48,1.792%,0.6361
01/22/2024,FL,Prospecting | Guitar Players,Meta,79371,1058,$833.39,1.333%,0.7876
01/22/2024,FL,Retargeting | Site Visitors,Paid Social,37050,771,$474.24,2.080%,0.6153
01/22/2024,FL,Catalog | Best Sellers,paid_social,50075,856,$570.86,1.709%,0.6669
01/22/2024,NY,Prospecting | Guitar Players,Meta,74910,1030,$786.56,1.375%,0.7638
01/22/2024,NY,Retargeting | Site Visitors,Paid Social,44981,1000,$575.75,2.223%,0.5757
01/22/2024,NY,Catalog | Best Sellers,paid_social,63930,1027,$728.80,1.607%,0.7093
01/29/2024,CA,Prospecting | Guitar Players,Paid Social,118184,1673,"$1,240.93",1.415%,0.7419
01/29/2024,CA,Retargeting | Site Visitors,paid_social,65081,1310,$833.04,2.013%,0.636
01/29/2024,CA,Catalog | Best Sellers,Meta,71850,1213,$819.09,1.688%,0.6753
01/29/2024,TX,Prospecting | Guitar Players,Paid Social,89638,1228,$941.20,1.370%,0.7663
01/29/2024,TX,Retargeting | Site Visitors,paid_social,54629,1083,$699.25,1.983%,0.6454
01/29/2024,TX,Catalog | Best Sellers,Meta,66503,1111,$758.13,1.670%,0.6825
01/29/2024,FL,Prospecting | Guitar Players,Paid Social,72099,1050,$757.04,1.456%,0.721
01/29/2024,FL,Retargeting | Site Visitors,paid_social,46515,983,$595.39,2.114%,0.6055
01/29/2024,FL,Catalog | Best Sellers,Meta,47932,793,$546.43,1.654%,0.6892
01/29/2024,NY,Prospecting | Guitar Players,Paid Social,96037,1429,"$1,008.39",1.488%,0.7055
01/29/2024,NY,Retargeting | Site Visitors,paid_social,41228,814,$527.71,1.973%,0.6487
01/29/2024,NY,Catalog | Best Sellers,Meta,64553,1104,$735.90,1.710%,0.6667
02/05/2024,CA,Prospecting | Guitar Players,paid_social,125774,1721,"$1,320.62",1.368%,0.7675
02/05/2024,CA,Retargeting | Site Visitors,Meta,57727,1201,$738.90,2.080%,0.6153
02/05/2024,CA,Catalog | Best Sellers,Paid Social,86765,1512,$989.13,1.742%,0.6542
02/05/2024,TX,Prospecting | Guitar Players,paid_social,90174,1287,$946.83,1.427%,0.7357
02/05/2024,TX,Retargeting | Site Visitors,Meta,43446,905,$556.11,2.082%,0.6147
02/05/2024,TX,Catalog | Best Sellers,Paid Social,58224,960,$663.75,1.648%,0.6916
02/05/2024,FL,Prospecting | Guitar Players,paid_social,85396,1237,$896.65,1.448%,0.7251
02/05/2024,FL,Retargeting | Site Visitors,Meta,39101,832,$500.49,2.128%,0.6016
02/05/2024,FL,Catalog | Best Sellers,Paid Social,48717,835,$555.38,1.713%,0.6655
02/05/2024,NY,Prospecting | Guitar Players,paid_social,87636,1173,$920.18,1.339%,0.7843
02/05/2024,NY,Retargeting | Site Visitors,Meta,46070,983,$589.69,2.133%,0.6002
02/05/2024,NY,Catalog | Best Sellers,Paid Social,65533,1189,$747.07,1.814%,0.6284
02/12/2024,CA,Prospecting | Guitar Players,Meta,113860,1549,"$1,195.53",1.361%,0.7717
02/12/2024,CA,Retargeting | Site Visitors,Paid Social,60059,1248,$768.75,2.078%,0.616
02/12/2024,CA,Catalog | Best Sellers,paid_social,73716,1258,$840.37,1.707%,0.6679
02/12/2024,TX,Prospecting | Guitar Players,Meta,110576,1548,"$1,161.05",1.400%,0.7499
02/12/2024,TX,Retargeting | Site Visitors,Paid Social,45025,886,$576.32,1.967%,0.6506
02/12/2024,TX,Catalog | Best Sellers,paid_social,74594,1286,$850.37,1.724%,0.6612
02/12/2024,FL,Prospecting | Guitar Players,Meta,78364,1136,$822.82,1.450%,0.724
02/12/2024,FL,Retargeting | Site Visitors,Paid Social,40812,807,$522.40,1.977%,0.6473
02/12/2024,FL,Catalog | Best Sellers,paid_social,49108,859,$559.83,1.749%,0.6517
02/12/2024,NY,Prospecting | Guitar Players,Meta,77036,1056,$808.87,1.371%,0.766
02/12/2024,NY,Retargeting | Site Visitors,Paid Social,40475,835,$518.08,2.062%,0.6207
02/12/2024,NY,Catalog | Best Sellers,paid_social,50639,876,$577.29,1.729%,0.6592
02/19/2024,CA,Prospecting | Guitar Players,Paid Social,130529,1782,"$1,370.55",1.365%,0.769
02/19/2024,CA,Retargeting | Site Visitors,paid_social,66680,1400,$853.51,2.100%,0.6094
02/19/2024,CA,Catalog | Best Sellers,Meta,85239,1398,$971.72,1.640%,0.6952
02/19/2024,TX,Prospecting | Guitar Players,Paid Social,111798,1463,"$1,173.88",1.308%,0.8026
02/19/2024,TX,Retargeting | Site Visitors,paid_social,51871,1034,$663.95,1.993%,0.6424
02/19/2024,TX,Catalog | Best Sellers,Meta,60208,979,$686.37,1.626%,0.7011
02/19/2024,FL,Prospecting | Guitar Players,Paid Social,74694,1098,$784.28,1.470%,0.7141
02/19/2024,FL,Retargeting | Site Visitors,paid_social,41610,825,$532.61,1.982%,0.6458
02/19/2024,FL,Catalog | Best Sellers,Meta,59050,981,$673.17,1.662%,0.6861
02/19/2024,NY,Prospecting | Guitar Players,Paid Social,97182,1316,"$1,020.41",1.355%,0.7752
02/19/2024,NY,Retargeting | Site Visitors,paid_social,42439,941,$543.22,2.218%,0.5771
02/19/2024,NY,Catalog | Best Sellers,Meta,61223,1072,$697.94,1.750%,0.6512
02/26/2024,CA,Prospecting | Guitar Players,paid_social,128714,1785,"$1,351.50",1.387%,0.7571
02/26/2024,CA,Retargeting | Site Visitors,Meta,57563,1284,$736.81,2.230%,0.5739
02/26/2024,CA,Catalog | Best Sellers,Paid Social,75148,1213,$856.69,1.614%,0.7065
02/26/2024,TX,Prospecting | Guitar Players,paid_social,110774,1451,"$1,163.13",1.310%,0.8016
02/26/2024,TX,Retargeting | Site Visitors,Meta,50654,1117,$648.38,2.206%,0.5803
02/26/2024,TX,Catalog | Best Sellers,Paid Social,63781,1109,$727.10,1.738%,0.6559
02/26/2024,FL,Prospecting | Guitar Players,paid_social,77724,1044,$816.10,1.343%,0.7817
02/26/2024,FL,Retargeting | Site Visitors,Meta,42214,851,$540.34,2.015%,0.6351
02/26/2024,FL,Catalog | Best Sellers,Paid Social,52943,931,$603.55,1.758%,0.6484
02/26/2024,NY,Prospecting | Guitar Players,paid_social,90121,1221,$946.27,1.355%,0.7752
02/26/2024,NY,Retargeting | Site Visitors,Meta,42147,859,$539.48,2.038%,0.628
02/26/2024,NY,Catalog | Best Sellers,Paid Social,55939,969,$637.71,1.733%,0.6578
03/04/2024,CA,Prospecting | Guitar Players,Meta,126581,1810,"$1,329.10",1.430%,0.7344
03/04/2024,CA,Retargeting | Site Visitors,Paid Social,57906,1137,$741.19,1.963%,0.6521
03/04/2024,CA,Catalog | Best Sellers,paid_social,88452,1417,"$1,008.35",1.602%,0.7115
03/04/2024,TX,Prospecting | Guitar Players,Meta,107624,1456,"$1,130.05",1.353%,0.7763
03/04/2024,TX,Retargeting | Site Visitors,Paid Social,49690,1096,$636.04,2.205%,0.5806
03/04/2024,TX,Catalog | Best Sellers,paid_social,68939,1190,$785.91,1.726%,0.6605
03/04/2024,FL,Prospecting | Guitar Players,Meta,79280,1046,$832.44,1.319%,0.7962
03/04/2024,FL,Retargeting | Site Visitors,Paid Social,43609,917,$558.20,2.103%,0.6088
03/04/2024,FL,Catalog | Best Sellers,paid_social,50160,849,$571.82,1.692%,0.6736
03/04/2024,NY,Prospecting | Guitar Players,Meta,100109,1310,"$1,051.14",1.309%,0.8022
03/04/2024,NY,Retargeting | Site Visitors,Paid Social,46318,936,$592.87,2.021%,0.6334
03/04/2024,NY,Catalog | Best Sellers,paid_social,63594,1030,$724.97,1.620%,0.7039
03/11/2024,CA,Prospecting | Guitar Players,Paid Social,136302,1797,"$1,431.17",1.318%,0.7965
03/11/2024,CA,Retargeting | Site Visitors,paid_social,52870,1064,$676.74,2.013%,0.6358
03/11/2024,CA,Catalog | Best Sellers,Meta,89066,1499,"$1,015.36",1.683%,0.6775
03/11/2024,TX,Prospecting | Guitar Players,Paid Social,103851,1490,"$1,090.43",1.435%,0.7318
03/11/2024,TX,Retargeting | Site Visitors,paid_social,51434,1068,$658.36,2.077%,0.6162
03/11/2024,TX,Catalog | Best Sellers,Meta,70910,1179,$808.38,1.663%,0.6856
03/11/2024,FL,Prospecting | Guitar Players,Paid Social,80562,1052,$845.90,1.306%,0.8041
03/11/2024,FL,Retargeting | Site Visitors,paid_social,39631,777,$507.27,1.961%,0.6529
03/11/2024,FL,Catalog | Best Sellers,Meta,62469,1125,$712.15,1.800%,0.6333
03/11/2024,NY,Prospecting | Guitar Players,Paid Social,78709,1039,$826.44,1.320%,0.7953
03/11/2024,NY,Retargeting | Site Visitors,paid_social,47570,1005,$608.89,2.113%,0.6058
03/11/2024,NY,Catalog | Best Sellers,Meta,66123,1130,$753.80,1.708%,0.6673
03/18/2024,CA,Prospecting | Guitar Players,paid_social,119929,1789,"$1,259.26",1.491%,0.7041
03/18/2024,CA,Retargeting | Site Visitors,Meta,59207,1276,$757.85,2.155%,0.5939
03/18/2024,CA,Catalog | Best Sellers,Paid Social,91918,1582,"$1,047.86",1.721%,0.6625
03/18/2024,TX,Prospecting | Guitar Players,paid_social,91264,1280,$958.27,1.403%,0.7485
03/18/2024,TX,Retargeting | Site Visitors,Meta,52051,1095,$666.26,2.103%,0.6086
03/18/2024,TX,Catalog | Best Sellers,Paid Social,68700,1113,$783.18,1.620%,0.7038
03/18/2024,FL,Prospecting | Guitar Players,paid_social,84146,1199,$883.53,1.425%,0.737
03/18/2024,FL,Retargeting | Site Visitors,Meta,40895,834,$523.45,2.039%,0.6278
03/18/2024,FL,Catalog | Best Sellers,Paid Social,64769,1080,$738.37,1.668%,0.6836
03/18/2024,NY,Prospecting | Guitar Players,paid_social,97178,1407,"$1,020.37",1.448%,0.7253
03/18/2024,NY,Retargeting | Site Visitors,Meta,41593,844,$532.38,2.030%,0.6305
03/18/2024,NY,Catalog | Best Sellers,Paid Social,54360,906,$619.70,1.667%,0.6839
03/25/2024,CA,Prospecting | Guitar Players,Meta,120377,1631,"$1,263.96",1.355%,0.7749
03/25/2024,CA,Retargeting | Site Visitors,Paid Social,63912,1343,$818.07,2.102%,0.6089
03/25/2024,CA,Catalog | Best Sellers,paid_social,88732,1439,"$1,011.55",1.621%,0.7032
03/25/2024,TX,Prospecting | Guitar Players,Meta,111259,1532,"$1,168.22",1.377%,0.7625
03/25/2024,TX,Retargeting | Site Visitors,Paid Social,55455,1223,$709.83,2.205%,0.5806
03/25/2024,TX,Catalog | Best Sellers,paid_social,71005,1205,$809.45,1.697%,0.6717
03/25/2024,FL,Prospecting | Guitar Players,Meta,91044,1353,$955.96,1.486%,0.7065
03/25/2024,FL,Retargeting | Site Visitors,Paid Social,48017,981,$614.62,2.043%,0.6265
03/25/2024,FL,Catalog | Best Sellers,paid_social,62265,1053,$709.82,1.691%,0.6742
03/25/2024,NY,Prospecting | Guitar Players,Meta,95602,1374,"$1,003.83",1.437%,0.7306
03/25/2024,NY,Retargeting | Site Visitors,Paid Social,44102,935,$564.50,2.120%,0.6039
03/25/2024,NY,Catalog | Best Sellers,paid_social,54093,963,$616.66,1.781%,0.6401
04/01/2024,CA,Prospecting | Guitar Players,Paid Social,139875,1969,"$1,468.69",1.407%,0.7461
04/01/2024,CA,Retargeting | Site Visitors,paid_social,59012,1312,$755.36,2.223%,0.5759
04/01/2024,CA,Catalog | Best Sellers,Meta,85618,1521,$976.04,1.776%,0.6419
04/01/2024,TX,Prospecting | Guitar Players,Paid Social,112197,1508,"$1,178.06",1.344%,0.7812
04/01/2024,TX,Retargeting | Site Visitors,paid_social,53599,1098,$686.07,2.048%,0.6249
04/01/2024,TX,Catalog | Best Sellers,Meta,71023,1223,$809.66,1.722%,0.662
04/01/2024,FL,Prospecting | Guitar Players,Paid Social,100789,1354,"$1,058.29",1.344%,0.7814
04/01/2024,FL,Retargeting | Site Visitors,paid_social,50200,1076,$642.56,2.143%,0.5974
04/01/2024,FL,Catalog | Best Sellers,Meta,69026,1194,$786.90,1.729%,0.6593
04/01/2024,NY,Prospecting | Guitar Players,Paid Social,98716,1456,"$1,036.52",1.475%,0.7117
04/01/2024,NY,Retargeting | Site Visitors,paid_social,52128,1161,$667.24,2.227%,0.5748
04/01/2024,NY,Catalog | Best Sellers,Meta,72180,1271,$822.85,1.761%,0.6473
04/08/2024,CA,Prospecting | Guitar Players,paid_social,132440,1827,"$1,390.62",1.380%,0.761
04/08/2024,CA,Retargeting | Site Visitors,Meta,68157,1522,$872.41,2.234%,0.5731
04/08/2024,CA,Catalog | Best Sellers,Paid Social,92989,1641,"$1,060.08",1.765%,0.6458
04/08/2024,TX,Prospecting | Guitar Players,paid_social,96524,1342,"$1,013.50",1.390%,0.7553
04/08/2024,TX,Retargeting | Site Visitors,Meta,54152,1112,$693.15,2.053%,0.6234
04/08/2024,TX,Catalog | Best Sellers,Paid Social,61147,1023,$697.08,1.674%,0.6811
04/08/2024,FL,Prospecting | Guitar Players,paid_social,96537,1275,"$1,013.64",1.320%,0.7952
04/08/2024,FL,Retargeting | Site Visitors,Meta,45144,958,$577.85,2.121%,0.6034
04/08/2024,FL,Catalog | Best Sellers,Paid Social,63037,1019,$718.62,1.617%,0.705
04/08/2024,NY,Prospecting | Guitar Players,paid_social,79687,1045,$836.72,1.311%,0.801
04/08/2024,NY,Retargeting | Site Visitors,Meta,42562,859,$544.79,2.017%,0.6345
04/08/2024,NY,Catalog | Best Sellers,Paid Social,55560,968,$633.38,1.742%,0.6543
04/15/2024,CA,Prospecting | Guitar Players,Meta,110191,1503,"$1,157.01",1.364%,0.7699
04/15/2024,CA,Retargeting | Site Visitors,Paid Social,65259,1377,$835.31,2.110%,0.6067
04/15/2024,CA,Catalog | Best Sellers,paid_social,74554,1265,$849.91,1.697%,0.6719
04/15/2024,TX,Prospecting | Guitar Players,Meta,97963,1425,"$1,028.61",1.454%,0.7219
04/15/2024,TX,Retargeting | Site Visitors,Paid Social,53697,1189,$687.32,2.215%,0.5779
04/15/2024,TX,Catalog | Best Sellers,paid_social,69934,1244,$797.24,1.779%,0.6408
04/15/2024,FL,Prospecting | Guitar Players,Meta,79855,1058,$838.48,1.324%,0.7929
04/15/2024,FL,Retargeting | Site Visitors,Paid Social,43738,913,$559.85,2.088%,0.6131
04/15/2024,FL,Catalog | Best Sellers,paid_social,59306,982,$676.09,1.656%,0.6882
04/15/2024,NY,Prospecting | Guitar Players,Meta,78148,1021,$820.55,1.307%,0.8033
04/15/2024,NY,Retargeting | Site Visitors,Paid Social,47520,1032,$608.25,2.172%,0.5892
04/15/2024,NY,Catalog | Best Sellers,paid_social,61942,1019,$706.14,1.645%,0.6931
04/22/2024,CA,Prospecting | Guitar Players,Paid Social,138250,1835,"$1,451.63",1.327%,0.7913
04/22/2024,CA,Retargeting | Site Visitors,paid_social,59475,1191,$761.28,2.003%,0.6391
04/22/2024,CA,Catalog | Best Sellers,Meta,85909,1419,$979.36,1.652%,0.6901
04/22/2024,TX,Prospecting | Guitar Players,Paid Social,114686,1583,"$1,204.20",1.380%,0.7606
04/22/2024,TX,Retargeting | Site Visitors,paid_social,54489,1207,$697.46,2.215%,0.578
04/22/2024,TX,Catalog | Best Sellers,Meta,76906,1339,$876.73,1.741%,0.6549
04/22/2024,FL,Prospecting | Guitar Players,Paid Social,92564,1328,$971.92,1.434%,0.7321
04/22/2024,FL,Retargeting | Site Visitors,paid_social,38389,751,$491.38,1.956%,0.6545
04/22/2024,FL,Catalog | Best Sellers,Meta,51092,849,$582.45,1.662%,0.6861
04/22/2024,NY,Prospecting | Guitar Players,Paid Social,80667,1054,$847.01,1.306%,0.8038
04/22/2024,NY,Retargeting | Site Visitors,paid_social,46996,1028,$601.54,2.188%,0.585
04/22/2024,NY,Catalog | Best Sellers,Meta,61035,1037,$695.80,1.698%,0.6712
04/29/2024,CA,Prospecting | Guitar Players,paid_social,128212,1810,"$1,346.23",1.412%,0.7438
04/29/2024,CA,Retargeting | Site Visitors,Meta,58924,1189,$754.22,2.019%,0.6341
04/29/2024,CA,Catalog | Best Sellers,Paid Social,76113,1341,$867.68,1.762%,0.647
04/29/2024,TX,Prospecting | Guitar Players,paid_social,110913,1551,"$1,164.58",1.399%,0.7507
04/29/2024,TX,Retargeting | Site Visitors,Meta,45410,888,$581.25,1.955%,0.6548
04/29/2024,TX,Catalog | Best Sellers,Paid Social,66234,1161,$755.06,1.753%,0.6505
04/29/2024,FL,Prospecting | Guitar Players,paid_social,95536,1389,"$1,003.13",1.453%,0.7224
04/29/2024,FL,Retargeting | Site Visitors,Meta,48128,1064,$616.04,2.211%,0.579
04/29/2024,FL,Catalog | Best Sellers,Paid Social,52342,905,$596.69,1.730%,0.6591
04/29/2024,NY,Prospecting | Guitar Players,paid_social,90971,1240,$955.19,1.364%,0.77
04/29/2024,NY,Retargeting | Site Visitors,Meta,48271,955,$617.86,1.978%,0.6472
04/29/2024,NY,Catalog | Best Sellers,Paid Social,64956,1132,$740.49,1.743%,0.6542
05/06/2024,CA,Prospecting | Guitar Players,Meta,121013,1791,"$1,270.64",1.480%,0.7093
05/06/2024,CA,Retargeting | Site Visitors,Paid Social,65208,1309,$834.66,2.007%,0.6376
05/06/2024,CA,Catalog | Best Sellers,paid_social,80495,1318,$917.64,1.637%,0.6964
05/06/2024,TX,Prospecting | Guitar Players,Meta,90285,1325,$947.99,1.468%,0.7152
05/06/2024,TX,Retargeting | Site Visitors,Paid Social,47643,996,$609.83,2.091%,0.612
05/06/2024,TX,Catalog | Best Sellers,paid_social,75306,1230,$858.49,1.633%,0.6982
05/06/2024,FL,Prospecting | Guitar Players,Meta,81268,1078,$853.31,1.326%,0.7917
05/06/2024,FL,Retargeting | Site Visitors,Paid Social,44399,904,$568.31,2.035%,0.6289
05/06/2024,FL,Catalog | Best Sellers,paid_social,59629,1019,$679.77,1.709%,0.667
05/06/2024,NY,Prospecting | Guitar Players,Meta,100213,1465,"$1,052.24",1.462%,0.718
05/06/2024,NY,Retargeting | Site Visitors,Paid Social,39900,888,$510.72,2.226%,0.5751
05/06/2024,NY,Catalog | Best Sellers,paid_social,66615,1085,$759.42,1.628%,0.7002
05/13/2024,CA,Prospecting | Guitar Players,Paid Social,118065,1644,"$1,239.69",1.393%,0.754
05/13/2024,CA,Retargeting | Site Visitors,paid_social,60877,1361,$779.23,2.235%,0.5726
05/13/2024,CA,Catalog | Best Sellers,Meta,81994,1378,$934.73,1.680%,0.6784
05/13/2024,TX,Prospecting | Guitar Players,Paid Social,101485,1399,"$1,065.59",1.378%,0.7619
05/13/2024,TX,Retargeting | Site Visitors,paid_social,55913,1209,$715.69,2.163%,0.5919
05/13/2024,TX,Catalog | Best Sellers,Meta,73160,1182,$834.03,1.615%,0.7057
05/13/2024,FL,Prospecting | Guitar Players,Paid Social,81858,1173,$859.51,1.433%,0.7326
05/13/2024,FL,Retargeting | Site Visitors,paid_social,46372,966,$593.56,2.082%,0.6147
05/13/2024,FL,Catalog | Best Sellers,Meta,60635,1004,$691.24,1.656%,0.6884
05/13/2024,NY,Prospecting | Guitar Players,Paid Social,93757,1393,$984.45,1.486%,0.7066
05/13/2024,NY,Retargeting | Site Visitors,paid_social,39534,876,$506.04,2.215%,0.5778
05/13/2024,NY,Catalog | Best Sellers,Meta,62199,1040,$709.07,1.672%,0.682
05/20/2024,CA,Prospecting | Guitar Players,paid_social,115422,1635,"$1,211.93",1.416%,0.7414
05/20/2024,CA,Retargeting | Site Visitors,Meta,66162,1484,$846.87,2.243%,0.5705
05/20/2024,CA,Catalog | Best Sellers,Paid Social,73498,1208,$837.88,1.643%,0.6937
05/20/2024,TX,Prospecting | Guitar Players,paid_social,95587,1413,"$1,003.66",1.478%,0.7103
05/20/2024,TX,Retargeting | Site Visitors,Meta,47545,1023,$608.57,2.153%,0.5946
05/20/2024,TX,Catalog | Best Sellers,Paid Social,69332,1124,$790.39,1.621%,0.7033
05/20/2024,FL,Prospecting | Guitar Players,paid_social,88100,1286,$925.05,1.460%,0.7194
05/20/2024,FL,Retargeting | Site Visitors,Meta,44975,989,$575.67,2.200%,0.5818
05/20/2024,FL,Catalog | Best Sellers,Paid Social,64966,1123,$740.61,1.729%,0.6593
05/20/2024,NY,Prospecting | Guitar Players,paid_social,80561,1142,$845.89,1.417%,0.7409
05/20/2024,NY,Retargeting | Site Visitors,Meta,50436,1004,$645.58,1.992%,0.6427
05/20/2024,NY,Catalog | Best Sellers,Paid Social,64376,1125,$733.89,1.747%,0.6524
05/27/2024,CA,Prospecting | Guitar Players,Meta,119856,1788,"$1,258.49",1.492%,0.7038
05/27/2024,CA,Retargeting | Site Visitors,Paid Social,64870,1420,$830.34,2.189%,0.5848
05/27/2024,CA,Catalog | Best Sellers,paid_social,83390,1502,$950.64,1.801%,0.6328
05/27/2024,TX,Prospecting | Guitar Players,Meta,107315,1537,"$1,126.81",1.432%,0.7334
05/27/2024,TX,Retargeting | Site Visitors,Paid Social,55405,1187,$709.18,2.143%,0.5973
05/27/2024,TX,Catalog | Best Sellers,paid_social,71134,1236,$810.93,1.738%,0.656
05/27/2024,FL,Prospecting | Guitar Players,Meta,77374,1064,$812.43,1.376%,0.7633
05/27/2024,FL,Retargeting | Site Visitors,Paid Social,38643,826,$494.63,2.138%,0.5986
05/27/2024,FL,Catalog | Best Sellers,paid_social,54814,892,$624.87,1.627%,0.7007
05/27/2024,NY,Prospecting | Guitar Players,Meta,76895,1147,$807.40,1.491%,0.7042
05/27/2024,NY,Retargeting | Site Visitors,Paid Social,47229,945,$604.53,2.000%,0.64
05/27/2024,NY,Catalog | Best Sellers,paid_social,59055,962,$673.23,1.628%,0.7001
06/03/2024,CA,Prospecting | Guitar Players,Paid Social,131566,1870,"$1,381.45",1.422%,0.7386
06/03/2024,CA,Retargeting | Site Visitors,paid_social,56749,1201,$726.39,2.117%,0.6046
06/03/2024,CA,Catalog | Best Sellers,Meta,81138,1418,$924.97,1.747%,0.6525
06/03/2024,TX,Prospecting | Guitar Players,Paid Social,93633,1325,$983.14,1.416%,0.7418
06/03/2024,TX,Retargeting | Site Visitors,paid_social,53854,1134,$689.33,2.106%,0.6079
06/03/2024,TX,Catalog | Best Sellers,Meta,69424,1250,$791.44,1.801%,0.633
06/03/2024,FL,Prospecting | Guitar Players,Paid Social,95262,1367,"$1,000.25",1.434%,0.732
06/03/2024,FL,Retargeting | Site Visitors,paid_social,44977,891,$575.70,1.981%,0.6462
06/03/2024,FL,Catalog | Best Sellers,Meta,61446,991,$700.48,1.613%,0.7068
06/03/2024,NY,Prospecting | Guitar Players,Paid Social,93570,1299,$982.48,1.388%,0.7564
06/03/2024,NY,Retargeting | Site Visitors,paid_social,48143,1037,$616.23,2.153%,0.5945
06/03/2024,NY,Catalog | Best Sellers,Meta,61918,1077,$705.87,1.740%,0.6551
06/10/2024,CA,Prospecting | Guitar Players,paid_social,119737,1625,"$1,257.23",1.357%,0.7737
06/10/2024,CA,Retargeting | Site Visitors,Meta,52592,1049,$673.17,1.994%,0.6418
06/10/2024,CA,Catalog | Best Sellers,Paid Social,82635,1392,$942.04,1.684%,0.6768
06/10/2024,TX,Prospecting | Guitar Players,paid_social,90586,1277,$951.15,1.409%,0.7451
06/10/2024,TX,Retargeting | Site Visitors,Meta,54805,1114,$701.51,2.033%,0.6297
06/10/2024,TX,Catalog | Best Sellers,Paid Social,67957,1158,$774.71,1.703%,0.6692
06/10/2024,FL,Prospecting | Guitar Players,paid_social,86102,1231,$904.07,1.429%,0.7346
06/10/2024,FL,Retargeting | Site Visitors,Meta,44427,869,$568.66,1.956%,0.6545
