week_start_date,geo,sessions,users,organic_sessions,purchase_events
2024-04-22,FL,28613,21536,7104,821
2024-04-22,NY,34883,27357,7517,817
2024-04-29,CA,44999,32641,10233,1125
2024-04-29,TX,37447,28654,8532,984
2024-04-29,FL,30417,23535,7338,796
2024-04-29,NY,29549,23066,7327,793
2024-05-06,CA,43644,32827,9585,1069
2024-05-06,TX,34770,27160,8140,890
2024-05-06,FL,30376,24278,6782,800
2024-05-06,NY,31679,23746,7491,826
2024-05-13,CA,43657,31624,10189,1136
2024-05-13,TX,35932,26809,8352,945
2024-05-13,FL,29551,22150,7463,799
2024-05-13,NY,31338,24008,7736,827
2024-05-20,CA,39351,30073,9526,1118
2024-05-20,TX,36557,28023,8743,877
2024-05-20,FL,29201,22823,6759,700
2024-05-20,NY,32625,24873,7564,872
2024-05-27,CA,40482,31627,9429,1042
2024-05-27,TX,34235,27055,7825,950
2024-05-27,FL,27898,21818,7085,723
2024-05-27,NY,27359,19917,6839,774
2024-06-03,CA,42682,30907,9739,1085
2024-06-03,TX,32954,23808,8106,857
2024-06-03,FL,28911,21116,7372,716
2024-06-03,NY,32476,24896,7361,852
2024-06-10,CA,38529,28496,9938,1061
2024-06-10,TX,33498,24285,7731,908
2024-06-10,FL,29395,21359,6895,783
2024-06-10,NY,31742,23791,7470,804
2024-06-17,CA,43228,34082,10071,1145
2024-06-17,TX,33272,25188,7727,842
2024-06-17,FL,29912,22045,6686,751
2024-06-17,NY,30818,22622,6852,795
2024-06-24,CA,40511,31332,9540,1082
2024-06-24,TX,33401,25444,8086,843
2024-06-24,FL,29096,21834,6970,787
2024-06-24,NY,29106,21029,7126,745
2024-07-01,CA,45503,35080,11026,1292
2024-07-01,TX,35191,28040,9294,1055
2024-07-01,FL,30187,22837,7551,939
2024-07-01,NY,33115,24778,7975,897
2024-07-08,CA,39816,30434,9424,1092
2024-07-08,TX,30334,22858,7943,814
2024-07-08,FL,27895,20192,6432,713
2024-07-08,NY,30673,23509,6869,760
2024-07-15,CA,42687,33410,9735,1026
2024-07-15,TX,32674,23810,7320,889
2024-07-15,FL,28257,20689,6928,711
2024-07-15,NY,29201,22526,7361,711
2024-07-22,CA,42959,31118,9315,1031
2024-07-22,TX,32327,25262,7636,849
2024-07-22,FL,28122,20527,6514,737
2024-07-22,NY,30516,23621,7137,801
2024-07-29,CA,38139,29584,8697,1052
2024-07-29,TX,31434,23309,7365,849
2024-07-29,FL,29821,22132,6510,696
2024-07-29,NY,30709,23644,7241,751
2024-08-05,CA,43142,31466,10595,1128
2024-08-05,TX,36835,27186,8510,957
2024-08-05,FL,32158,24179,6907,760
2024-08-05,NY,30487,22192,7295,811
2024-08-12,CA,42961,32758,10019,1129
2024-08-12,TX,40602,30729,9045,964
2024-08-12,FL,30003,21955,7454,807
2024-08-12,NY,30221,22888,7993,847
2024-08-19,CA,44793,34634,10765,1157
2024-08-19,TX,34468,25523,8420,959
2024-08-19,FL,31615,25251,6972,797
2024-08-19,NY,31864,23176,7251,837
2024-08-26,CA,44279,33612,10664,1136
2024-08-26,TX,33474,25961,8065,967
2024-08-26,FL,29246,23347,7410,756
2024-08-26,NY,29196,23027,7343,852
2024-09-02,CA,42566,31132,9413,1152
2024-09-02,TX,34239,27040,7878,877
2024-09-02,FL,30023,23499,7544,707
2024-09-02,NY,33404,25740,7323,826
2024-09-09,CA,44408,32355,10324,1098
2024-09-09,TX,36919,27918,8870,940
2024-09-09,FL,30623,23724,7132,812
2024-09-09,NY,30488,23730,7435,771
2024-09-16,CA,41395,31371,9743,1116
2024-09-16,TX,33248,25405,8460,910
2024-09-16,FL,30671,23138,7385,757
2024-09-16,NY,31891,24358,7616,776
2024-09-23,CA,41596,30933,10389,1104
2024-09-23,TX,36256,26595,8568,987
2024-09-23,FL,28519,20604,6715,765
2024-09-23,NY,28597,22651,7181,810
2024-09-30,CA,49973,39870,11372,1381
2024-09-30,TX,38210,27534,9314,1089
2024-09-30,FL,32906,23834,7704,913
2024-09-30,NY,33147,26394,8031,883
2024-10-07,CA,39384,29558,9518,978
2024-10-07,TX,30831,23395,7109,834
2024-10-07,FL,26560,20351,6700,690
2024-10-07,NY,28747,21073,6709,748
2024-10-14,CA,37257,27810,8737,950
2024-10-14,TX,31646,24849,7093,804
2024-10-14,FL,27383,21335,6180,686
2024-10-14,NY,29083,22018,6866,766
2024-10-21,CA,37760,29169,9546,991
2024-10-21,TX,34223,25105,7597,845
2024-10-21,FL,26618,21161,6474,725
2024-10-21,NY,26888,20983,6646,678
2024-10-28,CA,38631,30457,9357,1027
2024-10-28,TX,32394,24161,7525,838
2024-10-28,FL,27162,21442,6116,772
2024-10-28,NY,29242,21599,6927,741
2024-11-04,CA,49557,36840,11616,1331
2024-11-04,TX,43813,34359,9283,1092
2024-11-04,FL,38742,28510,8324,933
2024-11-04,NY,37659,27898,8544,962
2024-11-11,CA,46262,35557,11446,1250
2024-11-11,TX,41664,32555,9991,1098
2024-11-11,FL,33945,25547,8417,905
2024-11-11,NY,35684,25871,8623,957
2024-11-18,CA,52987,40856,12487,1570
2024-11-18,TX,42323,33533,11287,1339
2024-11-18,FL,38773,30276,9271,1075
2024-11-18,NY,41938,31252,10242,1208
2024-11-25,CA,56262,43076,14063,1522
2024-11-25,TX,44262,34709,10709,1353
2024-11-25,FL,41438,30117,9854,1124
2024-11-25,NY,40047,31169,9811,1109
2024-12-02,CA,53623,39049,13624,1398
2024-12-02,TX,45237,35353,10622,1188
2024-12-02,FL,37014,29071,9400,1028
2024-12-02,NY,41877,30743,10296,1090
2024-12-09,CA,54369,40368,14089,1439
2024-12-09,TX,43943,34131,10747,1229
2024-12-09,FL,40324,29253,9839,1045
2024-12-09,NY,41166,30589,9888,1050
2024-12-16,CA,54295,40635,13287,1544
2024-12-16,TX,44667,34591,11742,1266
2024-12-16,FL,41077,31181,9260,1016
2024-12-16,NY,40605,31163,9651,1054
2024-12-23,CA,54990,41674,12853,1553
2024-12-23,TX,47063,34380,11844,1245
2024-12-23,FL,39788,28907,9355,1068
2024-12-23,NY,40602,29779,10544,1160
2024-12-30,CA,63996,48979,14178,1889
2024-12-30,TX,50782,36659,13321,1478
2024-12-30,FL,45513,34599,10345,1244
2024-12-30,NY,46351,36333,11528,1269
2025-01-06,CA,42295,32457,10418,1152
2025-01-06,TX,33115,24886,8388,941
2025-01-06,FL,29801,23206,6913,820
2025-01-06,NY,31148,22779,7374,834
2025-01-13,CA,42887,31225,10212,1133
2025-01-13,TX,35776,27168,8571,887
2025-01-13,FL,32702,25803,7312,870
2025-01-13,NY,33607,26713,7572,879
2025-01-20,CA,46032,35915,9920,1179
2025-01-20,TX,35859,27168,8610,926
2025-01-20,FL,31095,22978,7546,850
2025-01-20,NY,34598,25560,7725,862
2025-01-27,CA,42181,33058,10720,1108
2025-01-27,TX,36203,26937,8491,964
2025-01-27,FL,31014,22659,7579,747
2025-01-27,NY,31578,23567,7236,777
2025-02-03,CA,44813,32312,10421,1057
2025-02-03,TX,34446,24963,8304,999
2025-02-03,FL,30294,22290,7797,810
2025-02-03,NY,31689,23552,7253,832
2025-02-10,CA,43426,32772,10232,1207
2025-02-10,TX,39477,28663,8866,985
2025-02-10,FL,31896,24003,7075,866
2025-02-10,NY,29902,22026,7524,836
2025-02-17,CA,42871,32674,11172,1144
2025-02-17,TX,37035,29066,9398,939
2025-02-17,FL,32532,24136,7254,915
2025-02-17,NY,30646,23115,7484,899
2025-02-24,CA,43623,33080,10197,1102
2025-02-24,TX,37793,30072,9201,987
2025-02-24,FL,32624,24795,7204,824
2025-02-24,NY,33364,25045,8220,869
2025-03-03,CA,45520,36304,11422,1222
2025-03-03,TX,40788,30888,9138,1004
2025-03-03,FL,32428,25388,7574,863
2025-03-03,NY,33157,26109,8075,961
2025-03-10,CA,47128,33953,11033,1162
2025-03-10,TX,36146,28361,8886,994
2025-03-10,FL,33451,26035,8040,858
2025-03-10,NY,35033,25316,7572,902
2025-03-17,CA,48070,35620,11283,1109
2025-03-17,TX,38927,30787,9375,1014
2025-03-17,FL,31798,24502,7804,814
2025-03-17,NY,33948,24553,8286,942
2025-03-24,CA,47554,35029,10687,1179
2025-03-24,TX,38892,30999,9298,1066
2025-03-24,FL,32904,25186,7490,821
2025-03-24,NY,33327,26185,7779,852
2025-03-31,CA,52915,39252,12006,1447
2025-03-31,TX,44541,33711,10038,1185
2025-03-31,FL,33964,26443,8903,972
2025-03-31,NY,35953,28000,9164,1104
2025-04-07,CA,45861,36506,10853,1210
2025-04-07,TX,37842,27363,8605,930
2025-04-07,FL,31903,25133,7778,865
2025-04-07,NY,33271,24959,8000,826
2025-04-14,CA,45787,35913,11559,1238
2025-04-14,TX,38934,28866,9088,974
2025-04-14,FL,32195,24568,7748,854
2025-04-14,NY,31413,22685,7596,915
2025-04-21,CA,47272,37175,11313,1169
2025-04-21,TX,39229,28339,9270,1030
2025-04-21,FL,33694,24880,7634,894
2025-04-21,NY,31134,22840,8487,860
2025-04-28,CA,45002,33141,11584,1261
2025-04-28,TX,39252,28904,8886,1066
2025-04-28,FL,32076,24749,7528,791
2025-04-28,NY,32029,25596,8426,883
2025-05-05,CA,45807,34981,10264,1292
2025-05-05,TX,40233,31296,9233,993
2025-05-05,FL,33085,25405,7411,900
2025-05-05,NY,33038,24939,7851,867
2025-05-12,CA,48353,35720,11003,1223
2025-05-12,TX,40816,29915,9335,1019
2025-05-12,FL,32141,24715,7393,867
2025-05-12,NY,32008,24718,7663,901
2025-05-19,CA,45591,35702,10323,1226
2025-05-19,TX,39023,28268,9177,1020
2025-05-19,FL,31176,23612,7217,857
2025-05-19,NY,32568,24527,8317,906
2025-05-26,CA,43342,31641,10466,1121
2025-05-26,TX,38589,29110,9450,1013
2025-05-26,FL,29101,22840,7861,798
2025-05-26,NY,31827,25373,7752,842
2025-06-02,CA,42567,32483,10794,1182
2025-06-02,TX,38532,29757,8941,1035
2025-06-02,FL,32763,26069,7449,863
2025-06-02,NY,32765,24293,7885,921
2025-06-09,CA,44632,32457,11022,1200
2025-06-09,TX,35839,28029,8473,940
2025-06-09,FL,31751,24648,7758,894
2025-06-09,NY,31813,24874,8006,905
2025-06-16,CA,43347,31269,10847,1149
2025-06-16,TX,35865,26908,9275,961
2025-06-16,FL,30261,23475,7071,825
2025-06-16,NY,33138,24488,7667,863
2025-06-23,CA,47371,34995,10467,1219
2025-06-23,TX,36571,29235,8280,927
2025-06-23,FL,30611,22520,7197,807
2025-06-23,NY,34628,26081,7397,919
2025-06-30,CA,45787,35518,11020,1354
2025-06-30,TX,39142,28541,8864,1148
2025-06-30,FL,34877,25628,8461,967
2025-06-30,NY,35885,27927,7948,1002
2025-07-07,CA,40095,30582,10234,1109
2025-07-07,TX,34414,26022,8262,938
2025-07-07,FL,28527,20837,7330,797
2025-07-07,NY,31243,24239,7738,781
2025-07-14,CA,42625,30735,10442,1100
2025-07-14,TX,37208,29692,8198,973
2025-07-14,FL,29944,23778,6852,815
2025-07-14,NY,32709,25215,7495,851
2025-07-21,CA,40493,30457,9813,1107
2025-07-21,TX,36458,29087,8561,867
2025-07-21,FL,28426,21428,7515,776
2025-07-21,NY,31174,23916,7686,880
2025-07-28,CA,43725,32113,9933,1168
2025-07-28,TX,33436,25624,8008,949
2025-07-28,FL,29604,21774,6885,815
2025-07-28,NY,29993,23671,7531,788
2025-08-04,CA,47885,37605,10721,1286
2025-08-04,TX,39267,31027,9084,1013
2025-08-04,FL,33720,26334,7692,889
2025-08-04,NY,35927,25953,8003,869
2025-08-11,CA,46335,35607,10863,1233
2025-08-11,TX,38615,28259,9211,1014
2025-08-11,FL,30982,23361,7592,862
2025-08-11,NY,36000,27800,7850,898
2025-08-18,CA,47320,34949,11302,1164
2025-08-18,TX,38299,30067,8609,1002
2025-08-18,FL,31056,22705,8151,776
2025-08-18,NY,34386,25676,8493,861
2025-08-25,CA,43124,33984,11013,1149
2025-08-25,TX,38873,30671,9255,977
2025-08-25,FL,32441,25562,7514,874
2025-08-25,NY,34085,26263,8114,908
2025-09-01,CA,43388,33327,10181,1218
2025-09-01,TX,37380,28865,8706,993
2025-09-01,FL,31539,23837,7974,858
2025-09-01,NY,34910,27118,8329,923
2025-09-08,CA,45158,33352,11372,1189
2025-09-08,TX,37606,29605,9589,1000
2025-09-08,FL,32495,25866,7943,808
2025-09-08,NY,31888,23894,8025,858
2025-09-15,CA,43377,33285,10859,1216
2025-09-15,TX,37550,29760,8666,1062
2025-09-15,FL,33917,26600,7642,827
2025-09-15,NY,32361,23613,7714,882
2025-09-22,CA,45191,33702,10894,1209
2025-09-22,TX,36441,29029,8464,1019
2025-09-22,FL,31019,22731,7546,804
2025-09-22,NY,34667,25601,8303,853
2025-09-29,CA,48075,37051,12000,1362
2025-09-29,TX,39291,30726,9579,1211
2025-09-29,FL,36456,27140,8354,1056
2025-09-29,NY,38651,30331,9316,1060
2025-10-06,CA,41295,30176,9097,1059
2025-10-06,TX,34279,26184,7828,959
2025-10-06,FL,32266,23839,6829,817
2025-10-06,NY,30309,23206,6876,773
2025-10-13,CA,36198,26296,9141,977
2025-10-13,TX,36335,28334,8132,920
2025-10-13,FL,31665,23001,7107,733
2025-10-13,NY,30036,21830,7324,773
2025-10-20,CA,43676,34590,10333,1089
2025-10-20,TX,32394,24578,7831,864
2025-10-20,FL,28875,22601,6584,761
2025-10-20,NY,30579,22176,6768,793
2025-10-27,CA,39304,29246,9508,1021
2025-10-27,TX,34453,26514,8131,877
2025-10-27,FL,30611,23629,7012,816
2025-10-27,NY,28435,20743,7380,787
2025-11-03,CA,48684,38045,12757,1332
2025-11-03,TX,46952,35088,10952,1194
2025-11-03,FL,36247,27078,8867,952
2025-11-03,NY,40604,30947,9299,1000
2025-11-10,CA,54167,40998,13486,1390
2025-11-10,TX,43773,33657,10309,1160
2025-11-10,FL,40587,32138,8761,1014
2025-11-10,NY,37113,28389,9640,1024
2025-11-17,CA,54294,39856,13116,1446
2025-11-17,TX,43043,34289,10652,1235
2025-11-17,FL,42070,30693,9670,1015
2025-11-17,NY,38136,30259,9365,1055
2025-11-24,CA,55684,43013,13731,1578
2025-11-24,TX,48501,37001,12501,1413
2025-11-24,FL,41598,31724,9942,1258
2025-11-24,NY,43263,34239,10695,1179
2025-12-01,CA,56310,43672,14413,1576
2025-12-01,TX,48299,36993,11462,1346
2025-12-01,FL,44479,32088,9689,1154
2025-12-01,NY,42363,33775,10650,1131
2025-12-08,CA,65221,49557,15146,1615
2025-12-08,TX,46553,34151,11883,1236
2025-12-08,FL,43336,34510,10036,1146
2025-12-08,NY,44239,34325,10506,1146
2025-12-15,CA,59723,46523,15293,1550
2025-12-15,TX,49161,37504,11747,1288
2025-12-15,FL,42938,31610,10316,1194
2025-12-15,NY,48461,38212,10084,1218
2025-12-22,CA,55808,43211,14361,1578
2025-12-22,TX,50485,38410,12346,1314
2025-12-22,FL,43681,34461,10842,1177
2025-12-22,NY,47083,34436,11438,1139
2025-12-29,CA,66012,51946,16397,1920
2025-12-29,TX,54923,43731,12913,1494
2025-12-29,FL,48684,35295,10900,1372
2025-12-29,NY,47777,36075,11276,1365
2026-01-05,CA,46930,34980,10311,1194
2026-01-05,TX,36009,26894,8737,983
2026-01-05,FL,31630,24036,7801,834
2026-01-05,NY,35622,27641,7826,875
2026-01-12,CA,47590,35352,11490,1186
2026-01-12,TX,38857,30452,9439,1003
2026-01-12,FL,32045,25188,7354,831
2026-01-12,NY,34302,25444,7837,909
2026-01-19,CA,43453,32364,10866,1144
2026-01-19,TX,39616,29038,9491,1027
2026-01-19,FL,33645,24229,7990,858
2026-01-19,NY,32491,24581,7759,912
2026-01-26,CA,46633,36760,10617,1249
2026-01-26,TX,39596,29810,8920,1015
2026-01-26,FL,32231,23805,7582,864
2026-01-26,NY,34161,26479,8459,929
2026-02-02,CA,45141,33289,10775,1240
2026-02-02,TX,42181,33439,9379,990
2026-02-02,FL,30361,22893,8131,862
2026-02-02,NY,35420,25521,8251,929
2026-02-09,CA,48955,36041,11598,1329
2026-02-09,TX,38742,29856,8888,959
2026-02-09,FL,30742,22197,8000,904
2026-02-09,NY,35648,27012,8182,931
2026-02-16,CA,46779,35284,10925,1267
2026-02-16,TX,40163,30199,9267,1015
2026-02-16,FL,36355,28690,8511,896
2026-02-16,NY,34993,25693,8669,816
2026-02-23,CA,45509,36094,11563,1252
2026-02-23,TX,40525,31522,9253,1092
2026-02-23,FL,33230,26013,7754,942
2026-02-23,NY,35816,26455,9022,894
2026-03-02,CA,48836,37758,10879,1257
2026-03-02,TX,42899,32039,9997,1015
2026-03-02,FL,32917,24908,8012,844
2026-03-02,NY,34611,26865,8754,917
2026-03-09,CA,51526,38438,12064,1268
2026-03-09,TX,45098,33830,10081,1096
2026-03-09,FL,33163,24170,8677,945
2026-03-09,NY,35157,26852,8837,959
2026-03-16,CA,47820,37192,11314,1216
2026-03-16,TX,41090,30722,9709,1075
2026-03-16,FL,33513,25076,8496,895
2026-03-16,NY,38036,29656,8466,995
2026-03-23,CA,47873,34535,12096,1285
2026-03-23,TX,37574,30043,9403,1120
2026-03-23,FL,36801,28243,8328,880
2026-03-23,NY,35135,26624,8936,985
2026-03-30,CA,49010,36459,13404,1534
2026-03-30,TX,40476,30355,10510,1211
2026-03-30,FL,38904,29938,9262,1180
2026-03-30,NY,38466,29309,9860,1071
2026-04-06,CA,47181,34751,11830,1289
2026-04-06,TX,38584,29876,9359,1118
2026-04-06,FL,34078,25075,8138,988
2026-04-06,NY,35593,27119,9200,950
2026-04-13,CA,47956,36156,12501,1210
2026-04-13,TX,40058,30614,10185,1020
2026-04-13,FL,34099,26045,8860,1025
2026-04-13,NY,36380,26740,8990,910
2026-04-20,CA,50508,36546,11896,1283
2026-04-20,TX,42928,33202,10084,1104
2026-04-20,FL,35266,25875,8289,894
2026-04-20,NY,36007,28704,9031,966
2026-04-27,CA,45892,35966,11050,1252
2026-04-27,TX,41787,30870,10251,1087
2026-04-27,FL,35899,27159,8725,929
2026-04-27,NY,37337,28818,8860,957
2026-05-04,CA,50571,37157,12229,1306
2026-05-04,TX,42294,33011,9204,1130
2026-05-04,FL,36973,29355,8008,891
2026-05-04,NY,35439,26848,8308,982
2026-05-11,CA,48970,39172,11202,1297
2026-05-11,TX,43278,33729,9695,1052
2026-05-11,FL,36636,28557,7804,935
2026-05-11,NY,34766,26238,8063,936
2026-05-18,CA,46427,35435,10885,1332
2026-05-18,TX,38567,29448,9558,992
2026-05-18,FL,33387,25445,8468,921
2026-05-18,NY,37082,29469,8834,872
2026-05-25,CA,44240,35302,11339,1277
2026-05-25,TX,39191,28592,9744,1116
2026-05-25,FL,34393,25351,8263,970
2026-05-25,NY,35558,25989,8362,934
2026-06-01,CA,48347,36507,11122,1297
2026-06-01,TX,37466,29034,9970,992
2026-06-01,FL,33816,26325,7656,894
2026-06-01,NY,36697,27197,8971,914
2026-06-08,CA,46314,36174,11386,1285
2026-06-08,TX,41511,31624,9693,1047
2026-06-08,FL,35568,27044,8392,885
2026-06-08,NY,34146,25753,8506,971
2026-06-15,CA,45109,35182,10613,1244
2026-06-15,TX,35693,26545,8898,1020
2026-06-15,FL,33789,26056,7785,964
2026-06-15,NY,34448,26844,8488,920
2026-06-22,CA,47613,38055,11791,1221
2026-06-22,TX,39791,29043,9870,1039
2026-06-22,FL,31736,24729,7648,870
2026-06-22,NY,33517,26065,8149,905
2026-06-29,CA,49556,36786,12596,1405
2026-06-29,TX,42148,30750,9889,1222
2026-06-29,FL,35679,26009,8875,1062
2026-06-29,NY,37125,28094,8437,1024
