week_start,geo,campaign_name,adset_name,impressions,clicks,amount_spent
2022-11-07,CO,Prospecting | Destination,Destination,57655,845,530.42
2023-03-27,UT,Prospecting | Destination,Destination,69136,984,636.05
2023-03-27,UT,Prospect | Awareness,Awareness,64028,721,550.64
2023-03-27,CA,Prospecting | Destination,Destination,79704,1177,733.28
2023-03-27,CA,Prospect | Awareness,Awareness,60756,712,522.5
2023-03-27,PN,Prospecting | Destination,Destination,68983,962,634.64
2023-03-27,PN,Prospect | Awareness,Awareness,53865,645,463.24
2023-03-27,NE,Prospecting | Destination,Destination,64829,848,596.43
2023-03-27,NE,Prospect | Awareness,Awareness,56765,634,488.18
2023-04-03,CO,Prospecting | Destination,Destination,71447,1003,657.31
2023-04-03,CO,Prospect | Awareness,Awareness,46264,541,397.87
2023-04-03,UT,Prospecting | Destination,Destination,52197,708,480.21
2023-04-03,UT,Prospect | Awareness,Awareness,53378,616,459.05
2023-04-03,CA,Prospecting | Destination,Destination,69399,942,638.47
2023-04-03,CA,Prospect | Awareness,Awareness,50483,612,434.15
2023-04-03,PN,Prospecting | Destination,Destination,53950,765,496.34
2023-04-03,PN,Prospect | Awareness,Awareness,41439,509,356.38
2023-04-03,NE,Prospecting | Destination,Destination,48896,651,449.84
2023-04-03,NE,Prospect | Awareness,Awareness,38022,457,326.99
2023-04-10,CO,Prospecting | Destination,Destination,72273,1058,664.91
2023-04-10,CO,Prospect | Awareness,Awareness,50343,608,432.95
2023-04-10,UT,Prospecting | Destination,Destination,57706,839,530.89
2023-04-10,UT,Prospect | Awareness,Awareness,45880,582,394.57
2023-04-10,CA,Prospecting | Destination,Destination,69151,933,636.19
2023-04-10,CA,Prospect | Awareness,Awareness,52994,611,455.75
2023-04-10,PN,Prospecting | Destination,Destination,59502,854,547.42
2023-04-10,PN,Prospect | Awareness,Awareness,48770,571,419.42
2023-04-10,NE,Prospecting | Destination,Destination,55057,765,506.52
2023-04-10,NE,Prospect | Awareness,Awareness,41249,462,354.74
2023-04-17,CO,Prospecting | Destination,Destination,62204,882,572.28
2023-04-17,CO,Prospect | Awareness,Awareness,56028,708,481.85
2023-04-17,UT,Prospecting | Destination,Destination,63318,927,582.53
2023-04-17,UT,Prospect | Awareness,Awareness,49875,580,428.93
2023-04-17,CA,Prospecting | Destination,Destination,60934,807,560.59
2023-04-17,CA,Prospect | Awareness,Awareness,53819,680,462.85
2023-04-17,PN,Prospecting | Destination,Destination,59118,815,543.88
2023-04-17,PN,Prospect | Awareness,Awareness,43234,512,371.81
2023-04-17,NE,Prospecting | Destination,Destination,53816,792,495.1
2023-04-17,NE,Prospect | Awareness,Awareness,40954,467,352.21
2023-04-24,CO,Prospecting | Destination,Destination,56315,761,518.1
2023-04-24,CO,Prospect | Awareness,Awareness,45825,518,394.1
2023-04-24,UT,Prospecting | Destination,Destination,65248,882,600.29
2023-04-24,UT,Prospect | Awareness,Awareness,45646,514,392.56
2023-04-24,CA,Prospecting | Destination,Destination,58021,761,533.79
2023-04-24,CA,Prospect | Awareness,Awareness,41561,530,357.43
2023-04-24,PN,Prospecting | Destination,Destination,52425,735,482.31
2023-04-24,PN,Prospect | Awareness,Awareness,44748,568,384.83
2023-04-24,NE,Prospecting | Destination,Destination,50462,717,464.25
2023-04-24,NE,Prospect | Awareness,Awareness,39296,487,337.95
2023-05-01,CO,Prospecting | Destination,Destination,71283,1052,655.8
2023-05-01,CO,Prospect | Awareness,Awareness,46967,576,403.92
2023-05-01,UT,Prospecting | Destination,Destination,51123,673,470.33
2023-05-01,UT,Prospect | Awareness,Awareness,43972,517,378.16
2023-05-01,CA,Prospecting | Destination,Destination,67475,896,620.77
2023-05-01,CA,Prospect | Awareness,Awareness,46688,531,401.52
2023-05-01,PN,Prospecting | Destination,Destination,56998,749,524.39
2023-05-01,PN,Prospect | Awareness,Awareness,36648,435,315.18
2023-05-01,NE,Prospecting | Destination,Destination,53082,715,488.36
2023-05-01,NE,Prospect | Awareness,Awareness,36816,431,316.62
2023-05-08,CO,Prospecting | Destination,Destination,58185,783,535.3
2023-05-08,CO,Prospect | Awareness,Awareness,53834,673,462.98
2023-05-08,UT,Prospecting | Destination,Destination,61518,874,565.96
2023-05-08,UT,Prospect | Awareness,Awareness,39925,483,343.36
2023-05-08,CA,Prospecting | Destination,Destination,52573,739,483.67
2023-05-08,CA,Prospect | Awareness,Awareness,45806,535,393.93
2023-05-08,PN,Prospecting | Destination,Destination,56067,744,515.81
2023-05-08,PN,Prospect | Awareness,Awareness,41439,514,356.37
2023-05-08,NE,Prospecting | Destination,Destination,40818,587,375.53
2023-05-08,NE,Prospect | Awareness,Awareness,36099,407,310.45
2023-05-15,CO,Prospecting | Destination,Destination,54562,781,501.97
2023-05-15,CO,Prospect | Awareness,Awareness,42497,536,365.48
2023-05-15,UT,Prospecting | Destination,Destination,49152,714,452.2
2023-05-15,UT,Prospect | Awareness,Awareness,47797,600,411.06
2023-05-15,CA,Prospecting | Destination,Destination,55602,815,511.54
2023-05-15,CA,Prospect | Awareness,Awareness,47357,538,407.27
2023-05-15,PN,Prospecting | Destination,Destination,47859,673,440.3
2023-05-15,PN,Prospect | Awareness,Awareness,38273,482,329.15
2023-05-15,NE,Prospecting | Destination,Destination,48878,720,449.68
2023-05-15,NE,Prospect | Awareness,Awareness,39021,444,335.58
2023-05-22,CO,Prospecting | Destination,Destination,59313,834,545.68
2023-05-22,CO,Prospect | Awareness,Awareness,47083,585,404.92
2023-05-22,UT,Prospecting | Destination,Destination,60617,827,557.67
2023-05-22,UT,Prospect | Awareness,Awareness,48007,615,412.86
2023-05-22,CA,Prospecting | Destination,Destination,55027,768,506.24
2023-05-22,CA,Prospect | Awareness,Awareness,45318,574,389.74
2023-05-22,PN,Prospecting | Destination,Destination,51898,681,477.46
2023-05-22,PN,Prospect | Awareness,Awareness,38953,495,335.0
2023-05-22,NE,Prospecting | Destination,Destination,40144,585,369.33
2023-05-22,NE,Prospect | Awareness,Awareness,33206,399,285.57
2023-05-29,CO,Prospecting | Destination,Destination,70345,940,647.18
2023-05-29,CO,Prospect | Awareness,Awareness,51001,582,438.61
2023-05-29,UT,Prospecting | Destination,Destination,56883,775,523.32
2023-05-29,UT,Prospect | Awareness,Awareness,41432,492,356.32
2023-05-29,CA,Prospecting | Destination,Destination,55803,784,513.39
2023-05-29,CA,Prospect | Awareness,Awareness,44169,528,379.86
2023-05-29,PN,Prospecting | Destination,Destination,45552,650,419.08
2023-05-29,PN,Prospect | Awareness,Awareness,35918,420,308.89
2023-05-29,NE,Prospecting | Destination,Destination,41727,592,383.89
2023-05-29,NE,Prospect | Awareness,Awareness,38892,453,334.47
2023-06-05,CO,Prospecting | Destination,Destination,60353,812,555.25
2023-06-05,CO,Prospect | Awareness,Awareness,42982,502,369.65
2023-06-05,UT,Prospecting | Destination,Destination,51231,715,471.33
2023-06-05,UT,Prospect | Awareness,Awareness,44696,534,384.38
2023-06-05,CA,Prospecting | Destination,Destination,50752,730,466.92
2023-06-05,CA,Prospect | Awareness,Awareness,37800,459,325.08
2023-06-05,PN,Prospecting | Destination,Destination,47575,664,437.69
2023-06-05,PN,Prospect | Awareness,Awareness,35505,425,305.34
2023-06-05,NE,Prospecting | Destination,Destination,41188,538,378.93
2023-06-05,NE,Prospect | Awareness,Awareness,35351,418,304.02
2023-06-12,CO,Prospecting | Destination,Destination,62238,862,572.59
2023-06-12,CO,Prospect | Awareness,Awareness,48917,574,420.69
2023-06-12,UT,Prospecting | Destination,Destination,54417,761,500.64
2023-06-12,UT,Prospect | Awareness,Awareness,44360,530,381.49
2023-06-12,CA,Prospecting | Destination,Destination,50973,751,468.95
2023-06-12,CA,Prospect | Awareness,Awareness,38626,448,332.19
2023-06-12,PN,Prospecting | Destination,Destination,50237,692,462.18
2023-06-12,PN,Prospect | Awareness,Awareness,35894,440,308.69
2023-06-12,NE,Prospecting | Destination,Destination,39133,550,360.03
2023-06-12,NE,Prospect | Awareness,Awareness,36734,441,315.91
2023-06-19,CO,Prospecting | Destination,Destination,53104,793,488.55
2023-06-19,CO,Prospect | Awareness,Awareness,39795,492,342.23
2023-06-19,UT,Prospecting | Destination,Destination,52875,698,486.45
2023-06-19,UT,Prospect | Awareness,Awareness,39542,507,340.06
2023-06-19,CA,Prospecting | Destination,Destination,46445,676,427.29
2023-06-19,CA,Prospect | Awareness,Awareness,40814,485,351.0
2023-06-19,PN,Prospecting | Destination,Destination,46013,611,423.32
2023-06-19,PN,Prospect | Awareness,Awareness,41083,506,353.31
2023-06-19,NE,Prospecting | Destination,Destination,39793,529,366.1
2023-06-19,NE,Prospect | Awareness,Awareness,30355,364,261.05
2023-06-26,CO,Prospecting | Destination,Destination,61529,920,566.07
2023-06-26,CO,Prospect | Awareness,Awareness,37903,434,325.96
2023-06-26,UT,Prospecting | Destination,Destination,46486,692,427.68
2023-06-26,UT,Prospect | Awareness,Awareness,37361,433,321.31
2023-06-26,CA,Prospecting | Destination,Destination,51881,766,477.3
2023-06-26,CA,Prospect | Awareness,Awareness,44056,562,378.88
2023-06-26,PN,Prospecting | Destination,Destination,39836,586,366.49
2023-06-26,PN,Prospect | Awareness,Awareness,34995,431,300.95
2023-06-26,NE,Prospecting | Destination,Destination,39193,558,360.57
2023-06-26,NE,Prospect | Awareness,Awareness,32248,392,277.34
2023-07-03,CO,Prospecting | Destination,Destination,68249,910,627.89
2023-07-03,CO,Prospect | Awareness,Awareness,57203,657,491.95
2023-07-03,UT,Prospecting | Destination,Destination,53410,699,491.37
2023-07-03,UT,Prospect | Awareness,Awareness,41966,529,360.91
2023-07-03,CA,Prospecting | Destination,Destination,67161,943,617.88
2023-07-03,CA,Prospect | Awareness,Awareness,52964,623,455.49
2023-07-03,PN,Prospecting | Destination,Destination,50604,711,465.56
2023-07-03,PN,Prospect | Awareness,Awareness,45399,551,390.43
2023-07-03,NE,Prospecting | Destination,Destination,55972,818,514.95
2023-07-03,NE,Prospect | Awareness,Awareness,41057,458,353.09
2023-07-10,CO,Prospecting | Destination,Destination,50578,704,465.32
2023-07-10,CO,Prospect | Awareness,Awareness,39370,488,338.58
2023-07-10,UT,Prospecting | Destination,Destination,52306,687,481.22
2023-07-10,UT,Prospect | Awareness,Awareness,35789,438,307.78
2023-07-10,CA,Prospecting | Destination,Destination,48691,703,447.96
2023-07-10,CA,Prospect | Awareness,Awareness,37452,430,322.09
2023-07-10,PN,Prospecting | Destination,Destination,40128,592,369.18
2023-07-10,PN,Prospect | Awareness,Awareness,37782,477,324.93
2023-07-10,NE,Prospecting | Destination,Destination,42610,596,392.01
2023-07-10,NE,Prospect | Awareness,Awareness,29836,333,256.59
2023-07-17,CO,Prospecting | Destination,Destination,51689,684,475.54
2023-07-17,CO,Prospect | Awareness,Awareness,38698,461,332.8
2023-07-17,UT,Prospecting | Destination,Destination,45440,635,418.05
2023-07-17,UT,Prospect | Awareness,Awareness,40870,484,351.48
2023-07-17,CA,Prospecting | Destination,Destination,50268,667,462.46
2023-07-17,CA,Prospect | Awareness,Awareness,37216,465,320.06
2023-07-17,PN,Prospecting | Destination,Destination,45831,641,421.65
2023-07-17,PN,Prospect | Awareness,Awareness,35236,404,303.03
2023-07-17,NE,Prospecting | Destination,Destination,40333,564,371.07
2023-07-17,NE,Prospect | Awareness,Awareness,31048,365,267.01
2023-07-24,CO,Prospecting | Destination,Destination,55066,737,506.6
2023-07-24,CO,Prospect | Awareness,Awareness,40073,448,344.63
2023-07-24,UT,Prospecting | Destination,Destination,41246,610,379.46
2023-07-24,UT,Prospect | Awareness,Awareness,40314,479,346.7
2023-07-24,CA,Prospecting | Destination,Destination,43316,595,398.51
2023-07-24,CA,Prospect | Awareness,Awareness,36012,460,309.7
2023-07-24,PN,Prospecting | Destination,Destination,37760,507,347.39
2023-07-24,PN,Prospect | Awareness,Awareness,32935,415,283.24
2023-07-24,NE,Prospecting | Destination,Destination,37334,486,343.48
2023-07-24,NE,Prospect | Awareness,Awareness,30421,387,261.62
2023-07-31,CO,Prospecting | Destination,Destination,57472,764,528.74
2023-07-31,CO,Prospect | Awareness,Awareness,41864,488,360.03
2023-07-31,UT,Prospecting | Destination,Destination,48574,703,446.88
2023-07-31,UT,Prospect | Awareness,Awareness,34989,421,300.9
2023-07-31,CA,Prospecting | Destination,Destination,50383,733,463.52
2023-07-31,CA,Prospect | Awareness,Awareness,35690,413,306.94
2023-07-31,PN,Prospecting | Destination,Destination,43351,629,398.83
2023-07-31,PN,Prospect | Awareness,Awareness,30288,384,260.48
2023-07-31,NE,Prospecting | Destination,Destination,42525,577,391.23
2023-07-31,NE,Prospect | Awareness,Awareness,34148,416,293.67
2023-08-07,CO,Prospecting | Destination,Destination,56926,812,523.72
2023-08-07,CO,Prospect | Awareness,Awareness,38963,473,335.08
2023-08-07,UT,Prospecting | Destination,Destination,43181,623,397.26
2023-08-07,UT,Prospect | Awareness,Awareness,32945,419,283.33
2023-08-07,CA,Prospecting | Destination,Destination,45106,604,414.98
2023-08-07,CA,Prospect | Awareness,Awareness,43151,530,371.1
2023-08-07,PN,Prospecting | Destination,Destination,35963,515,330.86
2023-08-07,PN,Prospect | Awareness,Awareness,32897,372,282.91
2023-08-07,NE,Prospecting | Destination,Destination,32327,482,297.41
2023-08-07,NE,Prospect | Awareness,Awareness,29600,363,254.56
2023-08-14,CO,Prospecting | Destination,Destination,45291,660,416.67
2023-08-14,CO,Prospect | Awareness,Awareness,37896,471,325.91
2023-08-14,UT,Prospecting | Destination,Destination,45761,684,421.01
2023-08-14,UT,Prospect | Awareness,Awareness,32719,413,281.38
2023-08-14,CA,Prospecting | Destination,Destination,42264,578,388.83
2023-08-14,CA,Prospect | Awareness,Awareness,35208,430,302.79
2023-08-14,PN,Prospecting | Destination,Destination,45479,597,418.41
2023-08-14,PN,Prospect | Awareness,Awareness,36739,456,315.96
2023-08-14,NE,Prospecting | Destination,Destination,40659,549,374.07
2023-08-14,NE,Prospect | Awareness,Awareness,32736,367,281.53
2023-08-21,CO,Prospecting | Destination,Destination,53608,795,493.2
2023-08-21,CO,Prospect | Awareness,Awareness,38536,493,331.41
2023-08-21,UT,Prospecting | Destination,Destination,42974,635,395.36
2023-08-21,UT,Prospect | Awareness,Awareness,31919,401,274.5
