week_start,geo,campaign_name,adset_name,impressions,clicks,amount_spent
2023-06-12,NE,Remarketing | Site Visitors,Site Visitors,18635,457,201.26
2023-06-19,CO,Retargeting | Abandoned Search,Abandoned Search,41314,1097,470.98
2023-06-19,CO,Remarketing | Site Visitors,Site Visitors,30456,731,328.92
2023-06-19,UT,Retargeting | Abandoned Search,Abandoned Search,27328,728,311.54
2023-06-19,UT,Remarketing | Site Visitors,Site Visitors,24449,552,264.05
2023-06-19,CA,Retargeting | Abandoned Search,Abandoned Search,25587,742,291.69
2023-06-19,CA,Remarketing | Site Visitors,Site Visitors,23450,587,253.26
2023-06-19,PN,Retargeting | Abandoned Search,Abandoned Search,24548,680,279.84
2023-06-19,PN,Remarketing | Site Visitors,Site Visitors,24260,610,262.01
2023-06-19,NE,Retargeting | Abandoned Search,Abandoned Search,19651,535,224.03
2023-06-19,NE,Remarketing | Site Visitors,Site Visitors,16254,367,175.54
2023-06-26,CO,Retargeting | Abandoned Search,Abandoned Search,37494,1112,427.44
2023-06-26,CO,Remarketing | Site Visitors,Site Visitors,29703,731,320.79
2023-06-26,UT,Retargeting | Abandoned Search,Abandoned Search,29697,851,338.55
2023-06-26,UT,Remarketing | Site Visitors,Site Visitors,22706,514,245.22
2023-06-26,CA,Retargeting | Abandoned Search,Abandoned Search,30058,832,342.66
2023-06-26,CA,Remarketing | Site Visitors,Site Visitors,25988,591,280.68
2023-06-26,PN,Retargeting | Abandoned Search,Abandoned Search,27955,829,318.69
2023-06-26,PN,Remarketing | Site Visitors,Site Visitors,23673,572,255.67
2023-06-26,NE,Retargeting | Abandoned Search,Abandoned Search,22325,609,254.5
2023-06-26,NE,Remarketing | Site Visitors,Site Visitors,18879,473,203.9
2023-07-03,CO,Retargeting | Abandoned Search,Abandoned Search,43766,1289,498.93
2023-07-03,CO,Remarketing | Site Visitors,Site Visitors,35775,817,386.38
2023-07-03,UT,Retargeting | Abandoned Search,Abandoned Search,32811,960,374.04
2023-07-03,UT,Remarketing | Site Visitors,Site Visitors,26476,631,285.95
2023-07-03,CA,Retargeting | Abandoned Search,Abandoned Search,34827,995,397.03
2023-07-03,CA,Remarketing | Site Visitors,Site Visitors,27081,678,292.48
