week_start,geo,send_count,delivered,open_rate,click_rate
2023-04-03,Pacific Northwest,4705,4642,0.1617,0.0296
2023-04-03,New England,4499,4392,0.1485,0.0262
2023-04-10,Colorado Rockies,5250,5060,0.142,0.0267
2023-04-10,Utah Wasatch,4940,4842,0.1642,0.0272
2023-04-10,Northern California,5008,4901,0.1495,0.0262
2023-04-10,Pacific Northwest,4954,4836,0.1309,0.0279
2023-04-10,New England,4250,4094,0.1554,0.03
2023-04-17,Colorado Rockies,5202,5055,0.1745,0.0299
2023-04-17,Utah Wasatch,4996,4823,0.1652,0.0269
2023-04-17,Northern California,5347,5225,0.1597,0.0255
2023-04-17,Pacific Northwest,4536,4363,0.1731,0.0275
2023-04-17,New England,3998,3844,0.1768,0.0309
2023-04-24,Colorado Rockies,5810,5724,0.1785,0.025
2023-04-24,Utah Wasatch,4746,4649,0.1676,0.0253
2023-04-24,Northern California,5236,5032,0.1787,0.0249
2023-04-24,Pacific Northwest,4516,4454,0.177,0.027
2023-04-24,New England,4279,4174,0.1819,0.029
2023-05-01,Colorado Rockies,5278,5128,0.1859,0.0242
2023-05-01,Utah Wasatch,4855,4683,0.1586,0.0284
2023-05-01,Northern California,5301,5201,0.1644,0.025
2023-05-01,Pacific Northwest,4416,4254,0.1623,0.027
2023-05-01,New England,4117,4060,0.1643,0.0262
2023-05-08,Colorado Rockies,5657,5495,0.1769,0.0266
2023-05-08,Utah Wasatch,4809,4716,0.1967,0.0244
2023-05-08,Northern California,4959,4825,0.1997,0.0263
2023-05-08,Pacific Northwest,4183,4057,0.1926,0.0266
2023-05-08,New England,4031,3874,0.1952,0.0266
2023-05-15,Colorado Rockies,5395,5189,0.2007,0.0238
2023-05-15,Utah Wasatch,4621,4496,0.2209,0.0202
2023-05-15,Northern California,4880,4793,0.2118,0.0239
2023-05-15,Pacific Northwest,4108,3968,0.1885,0.0207
2023-05-15,New England,4214,4069,0.2033,0.0215
2023-05-22,Colorado Rockies,5212,5013,0.2091,0.0206
2023-05-22,Utah Wasatch,4323,4280,0.195,0.0197
2023-05-22,Northern California,5142,5089,0.2231,0.0189
2023-05-22,Pacific Northwest,4327,4220,0.2122,0.0189
2023-05-22,New England,3746,3648,0.2239,0.0224
2023-05-29,Colorado Rockies,5382,5280,0.2117,0.0186
2023-05-29,Utah Wasatch,4796,4729,0.2204,0.021
2023-05-29,Northern California,5010,4820,0.2314,0.016
2023-05-29,Pacific Northwest,4204,4075,0.2431,0.0166
2023-05-29,New England,3821,3753,0.2055,0.0193
2023-06-05,Colorado Rockies,5220,5038,0.2333,0.018
2023-06-05,Utah Wasatch,4500,4444,0.2452,0.0179
2023-06-05,Northern California,4601,4489,0.2159,0.0184
2023-06-05,Pacific Northwest,4307,4214,0.2119,0.0183
2023-06-05,New England,3741,3610,0.2343,0.0166
2023-06-12,Colorado Rockies,4840,4740,0.2373,0.019
2023-06-12,Utah Wasatch,4505,4327,0.2242,0.0185
2023-06-12,Northern California,4390,4316,0.237,0.0153
2023-06-12,Pacific Northwest,4255,4088,0.2264,0.016
2023-06-12,New England,3622,3518,0.2472,0.0181
2023-06-19,Colorado Rockies,4655,4536,0.2262,0.0144
2023-06-19,Utah Wasatch,4040,3956,0.2251,0.0165
2023-06-19,Northern California,4329,4206,0.2477,0.0184
2023-06-19,Pacific Northwest,4137,4056,0.2528,0.0158
2023-06-19,New England,3368,3266,0.2567,0.0142
2023-06-26,Colorado Rockies,5071,4983,0.228,0.016
2023-06-26,Utah Wasatch,4390,4274,0.2269,0.0176
2023-06-26,Northern California,4628,4476,0.2457,0.0176
2023-06-26,Pacific Northwest,3962,3845,0.2487,0.0182
2023-06-26,New England,3380,3258,0.2339,0.0175
2023-07-03,Colorado Rockies,5700,5562,0.2504,0.0211
2023-07-03,Utah Wasatch,5336,5258,0.235,0.0162
2023-07-03,Northern California,5697,5536,0.2465,0.0189
2023-07-03,Pacific Northwest,4544,4372,0.2474,0.0206
2023-07-03,New England,4058,3971,0.2424,0.0163
2023-07-10,Colorado Rockies,4553,4482,0.2258,0.0175
2023-07-10,Utah Wasatch,4005,3871,0.216,0.0219
2023-07-10,Northern California,4315,4207,0.2364,0.0199
2023-07-10,Pacific Northwest,3883,3762,0.248,0.0189
2023-07-10,New England,3470,3418,0.2165,0.0209
2023-07-17,Colorado Rockies,4672,4542,0.2158,0.0195
2023-07-17,Utah Wasatch,4134,4019,0.2089,0.0246
2023-07-17,Northern California,4437,4306,0.2308,0.0209
2023-07-17,Pacific Northwest,3644,3506,0.2268,0.0208
2023-07-17,New England,3154,3072,0.2045,0.0219
2023-07-24,Colorado Rockies,4503,4353,0.2265,0.0253
2023-07-24,Utah Wasatch,3911,3815,0.2146,0.027
2023-07-24,Northern California,4345,4284,0.2279,0.0221
2023-07-24,Pacific Northwest,3709,3574,0.2012,0.0218
2023-07-24,New England,3207,3151,0.2316,0.0229
2023-07-31,Colorado Rockies,4346,4260,0.2088,0.0277
2023-07-31,Utah Wasatch,3974,3856,0.2205,0.0232
2023-07-31,Northern California,4090,3993,0.2085,0.027
2023-07-31,Pacific Northwest,3669,3607,0.2005,0.0266
2023-07-31,New England,3226,3101,0.2065,0.0274
2023-08-07,Colorado Rockies,4617,4434,0.1895,0.0276
2023-08-07,Utah Wasatch,3895,3790,0.1981,0.0281
2023-08-07,Northern California,3980,3882,0.1739,0.0254
2023-08-07,Pacific Northwest,3843,3690,0.2039,0.03
2023-08-07,New England,3306,3193,0.2058,0.025
2023-08-14,Colorado Rockies,4415,4297,0.1859,0.0304
2023-08-14,Utah Wasatch,3804,3688,0.1863,0.0291
2023-08-14,Northern California,4049,3988,0.176,0.0255
2023-08-14,Pacific Northwest,3448,3405,0.1976,0.0264
2023-08-14,New England,3159,3054,0.1928,0.0283
2023-08-21,Colorado Rockies,4216,4156,0.1859,0.027
2023-08-21,Utah Wasatch,4054,3921,0.1478,0.0297
2023-08-21,Northern California,4253,4085,0.1518,0.0251
2023-08-21,Pacific Northwest,3344,3287,0.1594,0.0287
2023-08-21,New England,3093,2991,0.1543,0.0306
2023-08-28,Colorado Rockies,4353,4184,0.1425,0.0254
2023-08-28,Utah Wasatch,3804,3720,0.1745,0.028
2023-08-28,Northern California,3821,3687,0.1747,0.0291
2023-08-28,Pacific Northwest,3659,3621,0.1483,0.027
2023-08-28,New England,3348,3221,0.1634,0.0301
2023-09-04,Colorado Rockies,4460,4285,0.1544,0.0284
2023-09-04,Utah Wasatch,4124,3960,0.1586,0.0287
2023-09-04,Northern California,4537,4466,0.1675,0.0288
2023-09-04,Pacific Northwest,3518,3437,0.1506,0.0235
2023-09-04,New England,3305,3224,0.1401,0.0248
2023-09-11,Colorado Rockies,4174,4051,0.162,0.0229
2023-09-11,Utah Wasatch,3549,3471,0.1347,0.022
2023-09-11,Northern California,4028,3935,0.1593,0.0221
2023-09-11,Pacific Northwest,3577,3503,0.1429,0.0211
2023-09-11,New England,3332,3252,0.1504,0.0242
2023-09-18,Colorado Rockies,4489,4346,0.1573,0.0248
2023-09-18,Utah Wasatch,3885,3750,0.1227,0.024
2023-09-18,Northern California,4259,4161,0.1394,0.0202
2023-09-18,Pacific Northwest,3691,3644,0.1234,0.0206
2023-09-18,New England,3367,3333,0.1277,0.0247
2023-09-25,Colorado Rockies,4232,4126,0.1408,0.0187
2023-09-25,Utah Wasatch,3664,3553,0.1415,0.0178
2023-09-25,Northern California,4023,3903,0.1343,0.0201
2023-09-25,Pacific Northwest,3686,3550,0.1584,0.022
2023-09-25,New England,3305,3252,0.1477,0.0226
2023-10-02,Colorado Rockies,4200,4105,0.1439,0.0162
2023-10-02,Utah Wasatch,3988,3925,0.1255,0.0204
2023-10-02,Northern California,4152,4056,0.1495,0.0161
2023-10-02,Pacific Northwest,3803,3697,0.1573,0.0168
2023-10-02,New England,3329,3206,0.1606,0.0204
2023-10-09,Colorado Rockies,4199,4128,0.1679,0.014
2023-10-09,Utah Wasatch,3756,3637,0.1353,0.0185
2023-10-09,Northern California,4431,4295,0.1483,0.0176
2023-10-09,Pacific Northwest,3487,3439,0.1625,0.0142
2023-10-09,New England,3123,3018,0.163,0.0175
2023-10-16,Colorado Rockies,4524,4388,0.1717,0.0178
2023-10-16,Utah Wasatch,4266,4217,0.1691,0.0135
2023-10-16,Northern California,4007,3923,0.1743,0.0183
2023-10-16,Pacific Northwest,3982,3921,0.1592,0.018
2023-10-16,New England,3332,3201,0.1386,0.0144
2023-10-23,Colorado Rockies,5714,5549,0.1792,0.0138
2023-10-23,Utah Wasatch,5128,4949,0.1691,0.0157
2023-10-23,Northern California,5280,5094,0.1695,0.015
2023-10-23,Pacific Northwest,4849,4680,0.1813,0.0149
2023-10-23,New England,4000,3889,0.1481,0.0165
2023-10-30,Colorado Rockies,4937,4806,0.1966,0.0173
2023-10-30,Utah Wasatch,4243,4133,0.1653,0.0184
2023-10-30,Northern California,4425,4262,0.1608,0.0196
2023-10-30,Pacific Northwest,3734,3617,0.1681,0.0187
2023-10-30,New England,3355,3244,0.1586,0.0153
2023-11-06,Colorado Rockies,4896,4815,0.1817,0.0153
2023-11-06,Utah Wasatch,4286,4159,0.175,0.0194
2023-11-06,Northern California,4728,4659,0.1773,0.02
2023-11-06,Pacific Northwest,3846,3765,0.1909,0.0189
2023-11-06,New England,3610,3502,0.1783,0.0177
2023-11-13,Colorado Rockies,5021,4939,0.1984,0.0226
2023-11-13,Utah Wasatch,4141,4048,0.2002,0.0198
2023-11-13,Northern California,4392,4240,0.1825,0.0225
2023-11-13,Pacific Northwest,3761,3664,0.1942,0.022
2023-11-13,New England,3372,3276,0.2005,0.0179
2023-11-20,Colorado Rockies,6875,6612,0.2092,0.0235
2023-11-20,Utah Wasatch,5998,5900,0.1967,0.0215
2023-11-20,Northern California,6045,5861,0.195,0.0192
2023-11-20,Pacific Northwest,5642,5582,0.1957,0.0231
2023-11-20,New England,4799,4646,0.2172,0.0195
2023-11-27,Colorado Rockies,5083,4894,0.2288,0.0233
2023-11-27,Utah Wasatch,4808,4690,0.2115,0.0219
2023-11-27,Northern California,5207,5141,0.2247,0.0253
2023-11-27,Pacific Northwest,4122,4046,0.2071,0.0244
2023-11-27,New England,3888,3793,0.2044,0.0261
2023-12-04,Colorado Rockies,6103,5913,0.2443,0.0231
2023-12-04,Utah Wasatch,5642,5582,0.2117,0.0287
2023-12-04,Northern California,6484,6322,0.2254,0.0266
2023-12-04,Pacific Northwest,5078,4909,0.2415,0.0244
2023-12-04,New England,5053,4888,0.2395,0.0242
2023-12-11,Colorado Rockies,5577,5423,0.2461,0.0293
2023-12-11,Utah Wasatch,4352,4192,0.2461,0.0269
2023-12-11,Northern California,5300,5237,0.242,0.0275
2023-12-11,Pacific Northwest,4224,4179,0.2342,0.0261
2023-12-11,New England,4170,4086,0.2292,0.0254
2023-12-18,Colorado Rockies,5227,5022,0.2536,0.0286
2023-12-18,Utah Wasatch,4559,4478,0.2309,0.027
2023-12-18,Northern California,4812,4640,0.2503,0.0308
2023-12-18,Pacific Northwest,4691,4615,0.2485,0.0302
2023-12-18,New England,3851,3807,0.2277,0.0272
2023-12-25,Colorado Rockies,5681,5498,0.2567,0.0292
2023-12-25,Utah Wasatch,5258,5048,0.2375,0.0304
2023-12-25,Northern California,5411,5227,0.2218,0.0268
2023-12-25,Pacific Northwest,4520,4429,0.2252,0.0278
2023-12-25,New England,4341,4187,0.2562,0.0266
2024-01-01,Colorado Rockies,7767,7547,0.2253,0.0269
2024-01-01,Utah Wasatch,6821,6638,0.2214,0.0248
2024-01-01,Northern California,7192,7083,0.2533,0.0275
2024-01-01,Pacific Northwest,5900,5759,0.2305,0.027
2024-01-01,New England,5922,5805,0.2294,0.0284
2024-01-08,Colorado Rockies,5334,5254,0.2432,0.0279
2024-01-08,Utah Wasatch,5103,4982,0.2428,0.0243
2024-01-08,Northern California,5158,4985,0.2406,0.0277
2024-01-08,Pacific Northwest,4357,4188,0.2418,0.0244
2024-01-08,New England,4062,4013,0.2418,0.0251
2024-01-15,Colorado Rockies,5409,5200,0.2371,0.0243
2024-01-15,Utah Wasatch,4793,4732,0.2392,0.0219
2024-01-15,Northern California,5074,4937,0.2132,0.0247
2024-01-15,Pacific Northwest,4619,4471,0.2156,0.0247
2024-01-15,New England,4258,4147,0.2428,0.0243
2024-01-22,Colorado Rockies,5694,5636,0.1973,0.0213
2024-01-22,Utah Wasatch,4820,4766,0.2251,0.0196
2024-01-22,Northern California,5194,5038,0.2024,0.0218
2024-01-22,Pacific Northwest,4927,4804,0.2085,0.0247
2024-01-22,New England,4411,4280,0.2264,0.0212
2024-01-29,Colorado Rockies,5759,5566,0.1947,0.0197
2024-01-29,Utah Wasatch,5517,5332,0.2175,0.017
2024-01-29,Northern California,5547,5360,0.185,0.0208
2024-01-29,Pacific Northwest,5119,4963,0.1892,0.0225
2024-01-29,New England,4368,4262,0.2119,0.0194
2024-02-05,Colorado Rockies,7520,7331,0.1734,0.0156
2024-02-05,Utah Wasatch,6865,6776,0.1735,0.0153
2024-02-05,Northern California,7381,7111,0.1932,0.0194
2024-02-05,Pacific Northwest,6520,6348,0.2023,0.0204
2024-02-05,New England,5846,5700,0.1999,0.0202
2024-02-12,Colorado Rockies,5920,5826,0.1702,0.0168
2024-02-12,Utah Wasatch,5784,5580,0.1843,0.015
2024-02-12,Northern California,5833,5659,0.1637,0.0139
2024-02-12,Pacific Northwest,5195,5098,0.1866,0.0192
2024-02-12,New England,5028,4866,0.179,0.0154
2024-02-19,Colorado Rockies,6531,6335,0.1592,0.0176
2024-02-19,Utah Wasatch,5481,5288,0.1557,0.0135
2024-02-19,Northern California,6166,5936,0.1759,0.019
2024-02-19,Pacific Northwest,4986,4929,0.1794,0.0147
2024-02-19,New England,4497,4368,0.1472,0.0146
2024-02-26,Colorado Rockies,6372,6263,0.145,0.0175
2024-02-26,Utah Wasatch,5207,5018,0.1685,0.0181
2024-02-26,Northern California,5834,5701,0.1394,0.0152
2024-02-26,Pacific Northwest,4835,4671,0.174,0.0151
2024-02-26,New England,4772,4717,0.1756,0.014
2024-03-04,Colorado Rockies,6353,6143,0.1625,0.0177
2024-03-04,Utah Wasatch,5054,4859,0.1531,0.0141
2024-03-04,Northern California,5567,5463,0.1403,0.0184
2024-03-04,Pacific Northwest,5163,5089,0.16,0.0168
2024-03-04,New England,4353,4281,0.1488,0.019
2024-03-11,Colorado Rockies,6017,5910,0.1242,0.0191
2024-03-11,Utah Wasatch,5245,5049,0.1369,0.0189
2024-03-11,Northern California,5885,5675,0.1511,0.0186
2024-03-11,Pacific Northwest,4831,4657,0.1505,0.0165
2024-03-11,New England,4765,4623,0.1358,0.0208
2024-03-18,Colorado Rockies,5876,5667,0.1581,0.0183
2024-03-18,Utah Wasatch,5124,4973,0.1382,0.0189
2024-03-18,Northern California,5611,5459,0.1521,0.0172
2024-03-18,Pacific Northwest,5319,5204,0.1299,0.0186
2024-03-18,New England,4249,4180,0.1535,0.0207
2024-03-25,Colorado Rockies,5943,5857,0.1268,0.0196
2024-03-25,Utah Wasatch,5336,5156,0.1243,0.0232
2024-03-25,Northern California,5590,5445,0.1496,0.0246
2024-03-25,Pacific Northwest,4794,4660,0.138,0.0198
2024-03-25,New England,4661,4557,0.1427,0.0195
2024-04-01,Colorado Rockies,5912,5734,0.1243,0.0212
2024-04-01,Utah Wasatch,5360,5229,0.1426,0.0256
2024-04-01,Northern California,5828,5714,0.1277,0.0228
2024-04-01,Pacific Northwest,5229,5170,0.1522,0.0245
2024-04-01,New England,4251,4160,0.1395,0.024
2024-04-08,Colorado Rockies,6224,6062,0.1682,0.0244
2024-04-08,Utah Wasatch,5309,5219,0.1375,0.0246
2024-04-08,Northern California,5438,5318,0.1675,0.0274
2024-04-08,Pacific Northwest,4786,4679,0.1637,0.0284
2024-04-08,New England,4625,4533,0.1556,0.0256
2024-04-15,Colorado Rockies,5755,5540,0.1673,0.0301
2024-04-15,Utah Wasatch,4895,4740,0.1421,0.0266
2024-04-15,Northern California,5455,5240,0.1731,0.0278
2024-04-15,Pacific Northwest,4521,4466,0.1516,0.0254
2024-04-15,New England,4099,3990,0.1383,0.0289
2024-04-22,Colorado Rockies,5662,5510,0.183,0.0302
2024-04-22,Utah Wasatch,5471,5310,0.1601,0.0305
2024-04-22,Northern California,5809,5749,0.1637,0.0254
2024-04-22,Pacific Northwest,4532,4417,0.1846,0.0294
2024-04-22,New England,4296,4207,0.1628,0.0268
2024-04-29,Colorado Rockies,5761,5699,0.1917,0.0295
2024-04-29,Utah Wasatch,5311,5201,0.1651,0.03
2024-04-29,Northern California,5569,5387,0.1676,0.0276
2024-04-29,Pacific Northwest,4497,4447,0.1977,0.0298
2024-04-29,New England,4486,4333,0.1583,0.0305
2024-05-06,Colorado Rockies,5572,5411,0.1766,0.026
2024-05-06,Utah Wasatch,5161,5090,0.179,0.0261
2024-05-06,Northern California,4986,4839,0.1715,0.03
2024-05-06,Pacific Northwest,4355,4258,0.2017,0.0287
2024-05-06,New England,4041,3909,0.1866,0.0271
2024-05-13,Colorado Rockies,5152,4953,0.1843,0.0265
2024-05-13,Utah Wasatch,5033,4972,0.1965,0.0251
2024-05-13,Northern California,5505,5355,0.2013,0.0248
2024-05-13,Pacific Northwest,4539,4436,0.2162,0.0267
2024-05-13,New England,4212,4149,0.2109,0.0238
2024-05-20,Colorado Rockies,5278,5119,0.2294,0.0235
2024-05-20,Utah Wasatch,4555,4431,0.2219,0.0261
2024-05-20,Northern California,5111,4931,0.2303,0.0223
2024-05-20,Pacific Northwest,4409,4293,0.2111,0.0241
2024-05-20,New England,4058,4002,0.2255,0.0257
2024-05-27,Colorado Rockies,5800,5687,0.2178,0.0246
2024-05-27,Utah Wasatch,4945,4813,0.2109,0.0218
2024-05-27,Northern California,5297,5193,0.2133,0.0239
2024-05-27,Pacific Northwest,4474,4355,0.2089,0.0201
2024-05-27,New England,4461,4372,0.2261,0.0236
2024-06-03,Colorado Rockies,5291,5194,0.2218,0.0194
2024-06-03,Utah Wasatch,4644,4485,0.2143,0.0199
2024-06-03,Northern California,5035,4899,0.2185,0.0176
2024-06-03,Pacific Northwest,4364,4245,0.2141,0.0187
2024-06-03,New England,4178,4057,0.2329,0.0173
2024-06-10,Colorado Rockies,5477,5319,0.2553,0.017
2024-06-10,Utah Wasatch,4838,4711,0.2443,0.0152
2024-06-10,Northern California,4759,4589,0.2287,0.0165
2024-06-10,Pacific Northwest,4557,4508,0.2261,0.0182
2024-06-10,New England,3775,3673,0.2513,0.0197
2024-06-17,Colorado Rockies,6320,6139,0.2474,0.0161
2024-06-17,Utah Wasatch,5660,5435,0.2537,0.0181
2024-06-17,Northern California,6360,6210,0.2401,0.0143
2024-06-17,Pacific Northwest,5177,5063,0.2398,0.0171
2024-06-17,New England,4467,4291,0.2499,0.0172
2024-06-24,Colorado Rockies,5139,4951,0.2378,0.0157
2024-06-24,Utah Wasatch,4431,4380,0.2273,0.0172
2024-06-24,Northern California,4828,4667,0.2369,0.0166
2024-06-24,Pacific Northwest,4269,4111,0.2479,0.0164
2024-06-24,New England,3730,3681,0.2481,0.016
2024-07-01,Colorado Rockies,5202,5115,0.2232,0.0143
2024-07-01,Utah Wasatch,4109,4037,0.2475,0.0169
2024-07-01,Northern California,4691,4561,0.2562,0.0176
2024-07-01,Pacific Northwest,4248,4160,0.231,0.0168
2024-07-01,New England,3694,3590,0.2557,0.0178
2024-07-08,Colorado Rockies,5105,5026,0.2241,0.018
2024-07-08,Utah Wasatch,4373,4301,0.2191,0.0197
2024-07-08,Northern California,4474,4322,0.2192,0.0143
2024-07-08,Pacific Northwest,3894,3753,0.2278,0.0174
2024-07-08,New England,3575,3478,0.2414,0.0171
2024-07-15,Colorado Rockies,4460,4309,0.2174,0.0156
2024-07-15,Utah Wasatch,4285,4127,0.2092,0.0187
2024-07-15,Northern California,4636,4522,0.2054,0.0174
2024-07-15,Pacific Northwest,3890,3784,0.2275,0.0195
2024-07-15,New England,3514,3423,0.2146,0.017
2024-07-22,Colorado Rockies,4769,4676,0.2302,0.0223
2024-07-22,Utah Wasatch,3957,3895,0.2192,0.0171
2024-07-22,Northern California,4490,4371,0.2131,0.0196
2024-07-22,Pacific Northwest,3872,3747,0.1974,0.0188
2024-07-22,New England,3357,3286,0.2205,0.0196
2024-07-29,Colorado Rockies,4638,4463,0.1859,0.0238
2024-07-29,Utah Wasatch,4332,4213,0.1864,0.0228
2024-07-29,Northern California,4599,4502,0.1957,0.0209
2024-07-29,Pacific Northwest,3954,3875,0.1826,0.0219
2024-07-29,New England,3353,3225,0.2129,0.0214
2024-08-05,Colorado Rockies,4579,4470,0.1974,0.0248
2024-08-05,Utah Wasatch,3926,3783,0.1757,0.0231
2024-08-05,Northern California,4494,4396,0.1947,0.0244
2024-08-05,Pacific Northwest,3539,3423,0.2088,0.0232
2024-08-05,New England,3555,3421,0.1801,0.026
2024-08-12,Colorado Rockies,4742,4605,0.1973,0.025
2024-08-12,Utah Wasatch,3853,3756,0.1709,0.0242
2024-08-12,Northern California,4381,4336,0.1585,0.0279
2024-08-12,Pacific Northwest,3770,3651,0.1607,0.0257
2024-08-12,New England,3333,3286,0.1911,0.0242
2024-08-19,Colorado Rockies,4273,4212,0.1526,0.0253
2024-08-19,Utah Wasatch,3727,3674,0.1653,0.0302
