week_start,geo,weather_index
2025-06-09,WE,73.825
2025-06-16,NE,74.033
2025-06-16,MA,73.512
2025-06-16,SE,75.889
2025-06-16,MW,71.836
2025-06-16,MT,76.451
2025-06-16,WE,73.926
2025-06-23,NE,73.612
2025-06-23,MA,72.881
2025-06-23,SE,73.089
2025-06-23,MW,71.004
2025-06-23,MT,78.934
2025-06-23,WE,72.604
2025-06-30,NE,72.199
2025-06-30,MA,70.474
2025-06-30,SE,70.651
2025-06-30,MW,74.154
2025-06-30,MT,78.461
2025-06-30,WE,73.605
2025-07-07,NE,73.53
2025-07-07,MA,70.962
2025-07-07,SE,69.668
2025-07-07,MW,70.552
2025-07-07,MT,73.788
2025-07-07,WE,72.181
2025-07-14,NE,69.893
2025-07-14,MA,67.848
2025-07-14,SE,71.435
2025-07-14,MW,72.45
2025-07-14,MT,72.505
2025-07-14,WE,71.12
2025-07-21,NE,70.699
2025-07-21,MA,66.097
2025-07-21,SE,70.467
2025-07-21,MW,66.964
2025-07-21,MT,73.879
2025-07-21,WE,70.244
2025-07-28,NE,65.509
2025-07-28,MA,67.166
2025-07-28,SE,67.086
2025-07-28,MW,66.437
2025-07-28,MT,67.733
2025-07-28,WE,68.854
2025-08-04,NE,63.421
2025-08-04,MA,62.91
2025-08-04,SE,65.152
2025-08-04,MW,62.514
2025-08-04,MT,69.058
2025-08-04,WE,64.697
2025-08-11,NE,60.026
2025-08-11,MA,61.716
2025-08-11,SE,61.54
2025-08-11,MW,60.777
2025-08-11,MT,63.399
2025-08-11,WE,63.695
2025-08-18,NE,61.216
2025-08-18,MA,60.178
2025-08-18,SE,58.648
2025-08-18,MW,60.67
2025-08-18,MT,61.979
2025-08-18,WE,58.655
2025-08-25,NE,55.04
2025-08-25,MA,57.019
2025-08-25,SE,58.29
2025-08-25,MW,59.118
2025-08-25,MT,61.127
2025-08-25,WE,55.162
2025-09-01,NE,53.188
2025-09-01,MA,52.292
2025-09-01,SE,53.47
2025-09-01,MW,56.777
2025-09-01,MT,58.182
2025-09-01,WE,53.942
2025-09-08,NE,51.478
2025-09-08,MA,52.274
2025-09-08,SE,53.518
2025-09-08,MW,53.173
2025-09-08,MT,56.532
2025-09-08,WE,50.179
2025-09-15,NE,47.626
2025-09-15,MA,50.024
2025-09-15,SE,47.322
2025-09-15,MW,47.145
2025-09-15,MT,50.583
2025-09-15,WE,50.279
2025-09-22,NE,48.143
2025-09-22,MA,46.646
2025-09-22,SE,44.376
2025-09-22,MW,47.398
2025-09-22,MT,51.423
2025-09-22,WE,44.778
2025-09-29,NE,46.373
2025-09-29,MA,45.267
2025-09-29,SE,46.41
2025-09-29,MW,45.267
2025-09-29,MT,47.876
2025-09-29,WE,45.436
2025-10-06,NE,44.052
2025-10-06,MA,43.725
2025-10-06,SE,41.518
2025-10-06,MW,39.982
2025-10-06,MT,42.589
2025-10-06,WE,43.884
2025-10-13,NE,40.659
2025-10-13,MA,40.386
2025-10-13,SE,40.09
2025-10-13,MW,41.043
2025-10-13,MT,42.729
2025-10-13,WE,41.795
2025-10-20,NE,35.774
2025-10-20,MA,36.164
2025-10-20,SE,35.865
2025-10-20,MW,35.185
2025-10-20,MT,42.173
2025-10-20,WE,37.427
2025-10-27,NE,35.165
2025-10-27,MA,37.565
2025-10-27,SE,37.146
2025-10-27,MW,35.671
2025-10-27,MT,39.374
2025-10-27,WE,34.078
2025-11-03,NE,32.621
2025-11-03,MA,36.044
2025-11-03,SE,33.38
2025-11-03,MW,32.456
2025-11-03,MT,38.019
2025-11-03,WE,34.326
2025-11-10,NE,32.119
2025-11-10,MA,34.709
2025-11-10,SE,33.006
2025-11-10,MW,30.449
2025-11-10,MT,35.172
2025-11-10,WE,32.55
2025-11-17,NE,32.969
2025-11-17,MA,32.09
2025-11-17,SE,30.581
2025-11-17,MW,33.801
2025-11-17,MT,36.416
2025-11-17,WE,32.946
2025-11-24,NE,29.777
2025-11-24,MA,30.611
2025-11-24,SE,30.154
2025-11-24,MW,31.591
2025-11-24,MT,36.837
2025-11-24,WE,28.973
2025-12-01,NE,28.847
2025-12-01,MA,29.12
2025-12-01,SE,32.072
2025-12-01,MW,32.402
2025-12-01,MT,32.856
2025-12-01,WE,30.472
2025-12-08,NE,30.669
2025-12-08,MA,30.693
2025-12-08,SE,31.097
2025-12-08,MW,31.172
2025-12-08,MT,37.537
2025-12-08,WE,31.665
2025-12-15,NE,30.765
2025-12-15,MA,27.764
2025-12-15,SE,32.253
2025-12-15,MW,31.092
2025-12-15,MT,32.396
2025-12-15,WE,28.634
2025-12-22,NE,29.379
2025-12-22,MA,28.708
2025-12-22,SE,28.741
2025-12-22,MW,32.49
2025-12-22,MT,33.461
2025-12-22,WE,30.299
