week_start_date,geo,sessions,users,organic_sessions,purchase_events
2023-03-20,MT,15211,11875,4188,405
2023-03-20,WE,24228,18163,5896,639
2023-03-27,NE,21927,17160,5423,591
2023-03-27,MA,22366,16012,4819,561
2023-03-27,SE,18578,13949,4314,484
2023-03-27,MW,18096,13278,4682,538
2023-03-27,MT,16922,12990,4239,455
2023-03-27,WE,23202,16878,5722,652
2023-04-03,NE,25611,18252,6357,733
2023-04-03,MA,22554,16065,5402,710
2023-04-03,SE,23081,18231,5318,614
2023-04-03,MW,23280,17743,5552,631
2023-04-03,MT,18326,14120,4293,570
2023-04-03,WE,26769,18749,6270,761
2023-04-10,NE,24207,17862,5768,625
2023-04-10,MA,20859,14784,5372,549
2023-04-10,SE,19470,15196,4453,541
2023-04-10,MW,19131,13560,4552,541
2023-04-10,MT,15823,11311,4163,450
2023-04-10,WE,25075,19336,6060,630
2023-04-17,NE,22026,15751,5584,587
2023-04-17,MA,20089,14951,5542,578
2023-04-17,SE,18705,14358,4411,545
2023-04-17,MW,21579,16998,5084,517
2023-04-17,MT,17150,13050,4283,474
2023-04-17,WE,24866,18884,6206,700
2023-04-24,NE,21912,16663,5542,619
2023-04-24,MA,22278,17102,4964,557
2023-04-24,SE,19397,14098,4521,565
2023-04-24,MW,19865,15259,4917,552
2023-04-24,MT,16704,12071,4413,502
2023-04-24,WE,23481,18296,6028,667
2023-05-01,NE,23375,17996,6045,652
2023-05-01,MA,22764,17127,4941,607
2023-05-01,SE,20732,16366,4561,570
2023-05-01,MW,21910,16864,5141,544
2023-05-01,MT,17276,12615,4100,478
2023-05-01,WE,25813,18154,5592,713
2023-05-08,NE,22308,16488,6039,656
2023-05-08,MA,22846,17830,5468,648
2023-05-08,SE,19776,14842,5014,597
2023-05-08,MW,18965,14260,4979,611
2023-05-08,MT,17137,13015,4308,502
2023-05-08,WE,25194,18788,5833,721
2023-05-15,NE,22710,16379,6076,585
2023-05-15,MA,22650,16802,5753,627
2023-05-15,SE,19936,14677,5103,576
2023-05-15,MW,20066,14697,4956,589
2023-05-15,MT,17959,13484,4373,507
2023-05-15,WE,25518,19349,6150,676
2023-05-22,NE,24940,19035,6043,630
2023-05-22,MA,22656,17321,5789,615
2023-05-22,SE,21358,16076,4757,544
2023-05-22,MW,20970,16183,5010,521
2023-05-22,MT,18854,14724,4296,454
2023-05-22,WE,25160,19749,6466,695
2023-05-29,NE,25352,19267,5857,656
2023-05-29,MA,23241,17353,5354,662
2023-05-29,SE,20712,16028,5166,521
2023-05-29,MW,19916,14152,4679,557
2023-05-29,MT,17657,13631,4390,467
2023-05-29,WE,24162,18571,6136,684
2023-06-05,NE,22590,15894,5488,640
2023-06-05,MA,20719,16125,4714,549
2023-06-05,SE,19088,14002,4542,513
2023-06-05,MW,19244,14730,4951,531
2023-06-05,MT,16047,11576,3772,450
2023-06-05,WE,22973,16490,5423,661
2023-06-12,NE,24755,18578,5982,749
2023-06-12,MA,26219,18669,5781,650
2023-06-12,SE,19130,14641,4492,610
2023-06-12,MW,22709,16068,5054,638
2023-06-12,MT,18146,13785,3949,517
2023-06-12,WE,23781,16936,5932,711
2023-06-19,NE,22512,17188,4932,595
2023-06-19,MA,21388,15313,4944,608
2023-06-19,SE,18915,13455,4172,494
2023-06-19,MW,18581,14474,4633,462
2023-06-19,MT,15889,11572,3650,447
2023-06-19,WE,23469,17468,5264,628
2023-06-26,NE,21648,15169,5152,524
2023-06-26,MA,19971,14628,5242,560
2023-06-26,SE,18932,14064,4454,518
2023-06-26,MW,18938,14939,4707,513
2023-06-26,MT,16977,13274,3861,442
2023-06-26,WE,22158,17290,5468,598
2023-07-03,NE,23390,17033,5067,568
2023-07-03,MA,19517,14595,4740,539
2023-07-03,SE,17861,13867,4167,457
2023-07-03,MW,18821,13403,4262,475
2023-07-03,MT,15056,11677,3759,457
2023-07-03,WE,24230,18442,5626,662
2023-07-10,NE,20844,15585,5091,571
2023-07-10,MA,20643,15709,4571,569
2023-07-10,SE,19102,14655,4654,561
2023-07-10,MW,19370,14092,4893,505
2023-07-10,MT,15116,10713,3979,435
2023-07-10,WE,23504,17850,5977,653
2023-07-17,NE,22400,16735,5255,530
2023-07-17,MA,18961,14464,4905,582
2023-07-17,SE,17361,13400,4096,497
2023-07-17,MW,20064,14396,4855,492
2023-07-17,MT,15605,11417,3911,427
2023-07-17,WE,22473,17503,5602,648
2023-07-24,NE,22899,16940,4802,593
2023-07-24,MA,20951,14674,5138,576
2023-07-24,SE,18568,14367,4079,549
2023-07-24,MW,18473,13549,4778,562
2023-07-24,MT,16458,12207,3550,497
2023-07-24,WE,23682,16867,5743,677
2023-07-31,NE,21596,15120,5315,551
2023-07-31,MA,20338,15585,5164,539
2023-07-31,SE,17554,13779,4290,503
2023-07-31,MW,19868,15536,4719,508
2023-07-31,MT,13763,10062,3709,454
2023-07-31,WE,22702,17866,5495,620
2023-08-07,NE,20774,16245,5365,564
2023-08-07,MA,19357,13577,4739,574
2023-08-07,SE,17024,12163,4014,503
2023-08-07,MW,17473,13298,4303,473
2023-08-07,MT,15677,11113,3577,412
2023-08-07,WE,21786,16880,5300,613
2023-08-14,NE,20611,16244,5384,573
2023-08-14,MA,19763,14383,4500,504
2023-08-14,SE,16381,12595,4117,460
2023-08-14,MW,17163,12640,4484,503
2023-08-14,MT,13664,10490,3466,403
2023-08-14,WE,22201,15675,5349,613
2023-08-21,NE,22571,17088,5053,671
2023-08-21,MA,19428,15213,4890,612
2023-08-21,SE,19523,14587,4850,552
2023-08-21,MW,21203,16747,4867,589
2023-08-21,MT,17604,12603,3986,501
2023-08-21,WE,25750,20086,5522,687
2023-08-28,NE,21173,15360,4844,541
2023-08-28,MA,19976,14608,4615,510
2023-08-28,SE,17439,13000,4189,486
2023-08-28,MW,17615,13815,4445,442
2023-08-28,MT,14614,10297,3750,391
2023-08-28,WE,22923,16963,5503,631
2023-09-04,NE,21199,15529,5138,565
2023-09-04,MA,20662,15151,4814,510
2023-09-04,SE,18502,13138,4160,479
2023-09-04,MW,20855,16230,4848,527
2023-09-04,MT,15538,11328,3715,442
2023-09-04,WE,25043,18939,5684,641
2023-09-11,NE,22472,17126,5403,577
2023-09-11,MA,20030,14574,4847,553
2023-09-11,SE,18199,13702,4389,464
2023-09-11,MW,19277,14163,4633,480
2023-09-11,MT,16202,12758,3902,408
2023-09-11,WE,22898,16550,5169,615
2023-09-18,NE,21230,15179,5339,559
2023-09-18,MA,19072,14076,4861,550
2023-09-18,SE,17586,13350,4122,464
2023-09-18,MW,18545,14454,4348,509
2023-09-18,MT,16399,12670,3877,416
2023-09-18,WE,24091,18723,5442,650
2023-09-25,NE,20648,14861,5004,569
2023-09-25,MA,20818,14767,4452,548
2023-09-25,SE,17587,13306,4226,454
2023-09-25,MW,18777,13556,4477,490
2023-09-25,MT,16534,12532,3956,420
2023-09-25,WE,21743,15480,5291,612
2023-10-02,NE,21075,16531,5309,541
2023-10-02,MA,20350,14943,4926,540
2023-10-02,SE,18269,13301,4014,501
2023-10-02,MW,18025,13189,4307,504
2023-10-02,MT,15176,11509,3703,390
2023-10-02,WE,20883,15320,5040,585
2023-10-09,NE,19938,15217,4893,631
2023-10-09,MA,19336,13551,4365,586
2023-10-09,SE,17955,12955,4187,539
2023-10-09,MW,18477,13838,4014,516
2023-10-09,MT,14804,10995,3840,479
2023-10-09,WE,20864,15759,5093,647
2023-10-16,NE,19171,13860,4817,541
2023-10-16,MA,17811,12671,4433,511
2023-10-16,SE,17076,13329,4145,437
2023-10-16,MW,18986,14030,4537,501
2023-10-16,MT,14225,10455,3589,398
2023-10-16,WE,21936,17185,5489,601
2023-10-23,NE,21846,15695,5151,595
2023-10-23,MA,19874,14567,4947,500
2023-10-23,SE,17358,13055,4314,462
2023-10-23,MW,17631,13774,4102,448
2023-10-23,MT,15213,11695,3723,396
2023-10-23,WE,21716,16653,5237,569
2023-10-30,NE,23204,17882,5341,660
2023-10-30,MA,20529,14518,5183,617
2023-10-30,SE,17685,12739,4608,567
2023-10-30,MW,20289,15516,4615,594
2023-10-30,MT,16399,12103,3875,452
2023-10-30,WE,23735,17450,5788,688
2023-11-06,NE,21392,16288,5746,601
2023-11-06,MA,20457,14823,5032,603
2023-11-06,SE,18300,13032,4564,538
2023-11-06,MW,18587,13207,4519,494
2023-11-06,MT,15780,12101,4109,451
2023-11-06,WE,24229,17783,5930,708
2023-11-13,NE,22685,17304,5602,634
2023-11-13,MA,20696,14950,4895,617
2023-11-13,SE,19309,13750,4470,535
2023-11-13,MW,21879,15813,4797,582
2023-11-13,MT,16609,12256,4029,454
2023-11-13,WE,23287,17900,5545,659
2023-11-20,NE,25642,18648,5543,747
2023-11-20,MA,23108,16494,5562,689
2023-11-20,SE,21714,15346,5223,663
2023-11-20,MW,21633,16159,5558,648
2023-11-20,MT,18429,12917,4655,517
2023-11-20,WE,26226,19307,6124,783
2023-11-27,NE,25585,18070,5662,737
2023-11-27,MA,25900,19846,5743,691
2023-11-27,SE,20916,16095,4996,610
2023-11-27,MW,24347,18845,5569,662
2023-11-27,MT,17439,13405,4431,503
2023-11-27,WE,29075,21850,6767,732
2023-12-04,NE,25784,18789,5919,680
2023-12-04,MA,22490,17284,5564,652
2023-12-04,SE,19446,14189,5153,568
2023-12-04,MW,21691,15774,5007,612
2023-12-04,MT,17161,12121,4536,483
2023-12-04,WE,26520,18720,6422,713
2023-12-11,NE,24461,17652,6270,647
2023-12-11,MA,23695,17434,5731,622
2023-12-11,SE,20368,14953,5086,539
2023-12-11,MW,20300,15773,5254,585
2023-12-11,MT,18200,14103,4457,461
2023-12-11,WE,27132,19386,6061,720
2023-12-18,NE,24961,17917,5817,660
2023-12-18,MA,21813,16021,5278,624
2023-12-18,SE,21450,15434,4859,561
2023-12-18,MW,22350,17599,5590,612
2023-12-18,MT,16180,12769,4407,499
2023-12-18,WE,26161,20375,6583,675
2023-12-25,NE,24582,19325,5653,746
2023-12-25,MA,22371,15945,5394,630
2023-12-25,SE,21299,15115,5381,591
2023-12-25,MW,22070,16365,5044,655
2023-12-25,MT,17366,13084,4473,558
2023-12-25,WE,24593,17347,6391,777
2024-01-01,NE,19930,14257,4371,524
2024-01-01,MA,18897,14097,4204,460
2024-01-01,SE,16175,12567,3848,432
2024-01-01,MW,17120,12385,4265,466
2024-01-01,MT,12615,9346,3159,394
2024-01-01,WE,21235,15301,4891,521
2024-01-08,NE,20232,14999,5163,605
2024-01-08,MA,19539,13990,4980,563
2024-01-08,SE,18395,14394,3994,523
2024-01-08,MW,17130,13302,4119,492
2024-01-08,MT,13310,10139,3891,413
2024-01-08,WE,21461,16176,5110,707
2024-01-15,NE,19016,14282,4744,506
2024-01-15,MA,19443,13938,4564,499
2024-01-15,SE,16528,11651,3852,438
2024-01-15,MW,17700,13432,4051,443
2024-01-15,MT,12967,9255,3403,385
2024-01-15,WE,20355,15456,5067,551
2024-01-22,NE,19234,13912,4620,517
2024-01-22,MA,18718,14351,4664,457
2024-01-22,SE,15864,11979,3926,454
2024-01-22,MW,17749,13741,4066,500
2024-01-22,MT,13456,9666,3452,358
2024-01-22,WE,21267,14905,4834,526
2024-01-29,NE,19558,14877,4894,503
2024-01-29,MA,19748,15459,4217,489
2024-01-29,SE,17840,12777,3893,463
2024-01-29,MW,17943,13365,4286,459
2024-01-29,MT,14286,10357,3267,396
2024-01-29,WE,20611,14969,5452,593
2024-02-05,NE,20462,15083,4794,527
2024-02-05,MA,19686,14775,4792,522
2024-02-05,SE,17285,13637,3981,432
2024-02-05,MW,17038,13359,4439,456
2024-02-05,MT,14435,10297,3326,391
2024-02-05,WE,21028,16604,5168,587
2024-02-12,NE,19624,14893,5073,576
2024-02-12,MA,18445,14532,4342,537
2024-02-12,SE,16931,12413,4112,460
2024-02-12,MW,17444,13447,4488,509
2024-02-12,MT,14690,10408,3580,419
2024-02-12,WE,22576,16836,5578,605
2024-02-19,NE,22070,16551,5210,580
2024-02-19,MA,18186,14364,4525,507
2024-02-19,SE,16405,12547,3998,479
2024-02-19,MW,19043,14275,4283,466
2024-02-19,MT,15523,12080,3731,402
2024-02-19,WE,22844,16115,4995,623
2024-02-26,NE,22179,16250,4750,563
2024-02-26,MA,20288,14519,4613,510
2024-02-26,SE,16338,12406,4010,466
2024-02-26,MW,19023,14624,4678,490
2024-02-26,MT,15934,12242,3505,425
2024-02-26,WE,21965,16222,5025,637
2024-03-04,NE,23643,18580,5677,611
2024-03-04,MA,22193,16214,4874,570
2024-03-04,SE,20858,16034,4834,547
2024-03-04,MW,19239,13517,4449,551
2024-03-04,MT,16230,12377,3932,432
2024-03-04,WE,24957,18399,5556,685
2024-03-11,NE,23575,18568,5881,674
2024-03-11,MA,22845,17217,5624,681
2024-03-11,SE,19401,15115,4728,537
2024-03-11,MW,18878,13676,4810,595
2024-03-11,MT,15555,11765,3987,501
2024-03-11,WE,25285,19304,5949,697
2024-03-18,NE,24628,18310,6576,721
2024-03-18,MA,24322,18848,5879,731
2024-03-18,SE,21173,16150,5075,630
2024-03-18,MW,24181,17243,5648,644
2024-03-18,MT,19994,15488,4584,570
2024-03-18,WE,28016,21563,6467,786
2024-03-25,NE,22871,17061,5758,653
2024-03-25,MA,23680,18556,5103,620
2024-03-25,SE,18882,13988,4449,531
2024-03-25,MW,21653,15963,5101,558
2024-03-25,MT,17216,12415,3960,448
2024-03-25,WE,25454,18120,6483,678
2024-04-01,NE,24758,17400,5447,642
2024-04-01,MA,24454,19302,5723,625
2024-04-01,SE,19363,14459,4542,531
2024-04-01,MW,21623,16165,4944,564
2024-04-01,MT,18103,14053,4342,499
2024-04-01,WE,25274,18995,6135,701
2024-04-08,NE,23331,17071,5954,654
2024-04-08,MA,22288,16673,5176,596
2024-04-08,SE,20691,15011,5246,547
2024-04-08,MW,21461,15818,5214,518
2024-04-08,MT,16858,12493,4480,510
2024-04-08,WE,23795,17434,5929,674
2024-04-15,NE,22892,16570,5494,681
2024-04-15,MA,22998,16561,5891,605
2024-04-15,SE,19791,14103,4676,525
2024-04-15,MW,20658,16287,5057,592
2024-04-15,MT,17684,13359,4333,510
2024-04-15,WE,27254,19397,6640,691
2024-04-22,NE,23791,18795,6252,657
2024-04-22,MA,23833,17303,5690,609
2024-04-22,SE,20532,16085,5331,587
2024-04-22,MW,20404,15669,5252,562
2024-04-22,MT,17083,12030,4139,486
2024-04-22,WE,26363,20640,6649,727
2024-04-29,NE,25738,18490,5576,702
2024-04-29,MA,23665,17008,5913,625
2024-04-29,SE,21581,15694,4994,557
2024-04-29,MW,22158,16429,5522,600
2024-04-29,MT,18234,14368,4143,528
2024-04-29,WE,27598,19341,6408,724
2024-05-06,NE,23056,16386,6430,661
2024-05-06,MA,23326,16804,5594,676
2024-05-06,SE,21042,15715,5272,520
2024-05-06,MW,22684,17530,5575,598
2024-05-06,MT,19656,15178,4659,491
2024-05-06,WE,27951,20865,6532,758
2024-05-13,NE,26514,20481,6050,737
2024-05-13,MA,23628,18165,5620,655
2024-05-13,SE,21459,16584,5199,522
2024-05-13,MW,23101,17450,5402,639
2024-05-13,MT,19860,15567,4511,540
2024-05-13,WE,29377,20790,6683,726
2024-05-20,NE,24505,17558,6004,675
2024-05-20,MA,23629,17687,5932,667
2024-05-20,SE,20617,15996,4768,553
2024-05-20,MW,22964,17497,5513,592
2024-05-20,MT,18474,14024,4739,461
2024-05-20,WE,26991,20749,6641,728
2024-05-27,NE,27454,19241,6450,805
2024-05-27,MA,27282,21446,6233,790
2024-05-27,SE,22358,17042,5519,665
2024-05-27,MW,25248,17960,6131,726
2024-05-27,MT,21229,16421,4710,564
2024-05-27,WE,29367,20723,7016,867
2024-06-03,NE,23292,17710,5949,622
2024-06-03,MA,21787,16158,4929,620
2024-06-03,SE,17516,13439,4398,499
2024-06-03,MW,21429,15408,5240,526
2024-06-03,MT,17403,13524,4280,477
2024-06-03,WE,25150,19490,6404,683
2024-06-10,NE,24182,18213,5538,666
2024-06-10,MA,20247,15749,5589,592
2024-06-10,SE,20456,15059,4577,536
2024-06-10,MW,17964,12710,4712,508
2024-06-10,MT,17261,13037,4371,502
2024-06-10,WE,24618,18645,5804,615
2024-06-17,NE,23147,16317,6009,579
2024-06-17,MA,22145,16062,5088,597
2024-06-17,SE,18908,14730,4564,538
2024-06-17,MW,20603,15271,5019,564
2024-06-17,MT,16309,12604,4094,460
2024-06-17,WE,27218,21336,5916,714
2024-06-24,NE,22768,17458,5735,620
2024-06-24,MA,22388,17159,5600,602
2024-06-24,SE,19535,14696,4582,534
2024-06-24,MW,22246,17289,4654,525
2024-06-24,MT,17306,12962,4286,450
2024-06-24,WE,23242,17817,5494,651
2024-07-01,NE,22038,15895,5838,669
2024-07-01,MA,21238,15033,4871,608
2024-07-01,SE,19329,14456,4386,503
2024-07-01,MW,21390,16210,4800,580
2024-07-01,MT,16795,12667,3874,444
2024-07-01,WE,23884,17066,6159,647
2024-07-08,NE,24046,18744,5866,616
2024-07-08,MA,22339,17220,5435,577
2024-07-08,SE,19830,13919,4963,518
2024-07-08,MW,19981,15659,4810,544
2024-07-08,MT,15551,11284,3974,464
2024-07-08,WE,23118,16317,5816,700
2024-07-15,NE,22891,16169,5336,628
2024-07-15,MA,20896,14687,5163,591
2024-07-15,SE,19101,14087,4677,534
2024-07-15,MW,20627,15461,4896,488
2024-07-15,MT,16033,11237,3880,425
2024-07-15,WE,24810,19189,5505,663
2024-07-22,NE,22929,16995,5560,602
2024-07-22,MA,21218,15611,4816,556
2024-07-22,SE,19705,14008,4500,499
2024-07-22,MW,20583,14873,4833,513
2024-07-22,MT,16197,11610,4237,420
2024-07-22,WE,21203,14988,5461,639
2024-07-29,NE,22955,17239,5193,614
2024-07-29,MA,20047,14740,5382,560
2024-07-29,SE,18785,14648,4323,491
2024-07-29,MW,19536,13854,4792,550
2024-07-29,MT,16019,11829,3976,487
2024-07-29,WE,23295,17966,5795,609
2024-08-05,NE,23762,18684,5533,730
2024-08-05,MA,21562,16331,5241,634
2024-08-05,SE,19118,13779,4530,577
2024-08-05,MW,20186,14985,5159,650
2024-08-05,MT,18985,14726,4327,511
2024-08-05,WE,26668,20673,6059,750
2024-08-12,NE,22134,16015,5531,632
2024-08-12,MA,20958,15496,5171,626
2024-08-12,SE,17650,13568,4697,576
2024-08-12,MW,18667,13413,4425,550
2024-08-12,MT,15630,12215,4025,492
2024-08-12,WE,23252,16541,5878,685
2024-08-19,NE,20033,15791,4932,534
2024-08-19,MA,22401,17257,5076,607
2024-08-19,SE,17454,13120,4502,489
2024-08-19,MW,18166,14099,4354,491
2024-08-19,MT,14980,10939,3556,452
2024-08-19,WE,22580,16000,5483,646
2024-08-26,NE,20858,14705,5261,531
2024-08-26,MA,21151,16655,5167,571
2024-08-26,SE,17458,12225,4022,486
2024-08-26,MW,18514,14584,4369,507
2024-08-26,MT,15069,11296,3910,431
2024-08-26,WE,23475,16486,5708,586
2024-09-02,NE,23794,16690,5814,594
2024-09-02,MA,21912,17261,5290,541
2024-09-02,SE,16811,12270,4329,495
2024-09-02,MW,21173,15616,5161,577
2024-09-02,MT,17423,12381,4080,437
2024-09-02,WE,25832,19381,5455,653
2024-09-09,NE,23311,17002,5779,643
2024-09-09,MA,20775,16005,5391,594
2024-09-09,SE,17915,13689,4750,460
2024-09-09,MW,19192,14720,4930,523
2024-09-09,MT,15929,11227,4169,442
2024-09-09,WE,23600,17011,5528,673
2024-09-16,NE,22190,16573,5714,577
2024-09-16,MA,20189,15931,5355,576
2024-09-16,SE,17650,12990,4697,473
2024-09-16,MW,18730,14267,4879,511
2024-09-16,MT,17053,12465,3732,498
2024-09-16,WE,25148,17618,5937,628
2024-09-23,NE,23067,16211,5199,621
2024-09-23,MA,19644,14288,4795,578
2024-09-23,SE,18671,14175,4368,531
2024-09-23,MW,19905,14392,4437,487
2024-09-23,MT,16158,12348,3874,473
2024-09-23,WE,23599,17328,6107,636
2024-09-30,NE,23260,17207,5248,572
2024-09-30,MA,21296,15768,4897,577
2024-09-30,SE,18159,13646,4541,483
2024-09-30,MW,18841,14441,4816,506
2024-09-30,MT,15802,12015,3686,456
2024-09-30,WE,22225,16389,5321,659
2024-10-07,NE,22127,16260,5320,581
2024-10-07,MA,19888,14898,4608,537
2024-10-07,SE,18231,12991,4500,479
2024-10-07,MW,18870,13909,4495,542
2024-10-07,MT,16041,11261,3582,446
2024-10-07,WE,23195,16475,5773,626
2024-10-14,NE,23068,17439,5755,674
2024-10-14,MA,23043,16143,5086,667
2024-10-14,SE,20868,16083,4782,596
2024-10-14,MW,21201,16504,4623,605
2024-10-14,MT,16894,12713,4294,486
2024-10-14,WE,24846,18827,6107,672
2024-10-21,NE,22246,15792,4836,592
2024-10-21,MA,18599,14267,5225,547
2024-10-21,SE,18073,12948,4498,513
2024-10-21,MW,19991,14368,4840,558
2024-10-21,MT,15093,10821,3728,403
2024-10-21,WE,24284,18415,5122,603
2024-10-28,NE,22005,16647,5373,630
2024-10-28,MA,19599,14791,4842,607
2024-10-28,SE,17013,12327,4240,548
2024-10-28,MW,19195,13973,4373,549
2024-10-28,MT,15012,11754,3888,459
2024-10-28,WE,23894,17464,5150,685
2024-11-04,NE,23892,18426,6127,630
2024-11-04,MA,24564,18519,5370,636
2024-11-04,SE,20590,15271,5078,557
2024-11-04,MW,21135,15899,4739,555
2024-11-04,MT,16552,12562,4040,457
2024-11-04,WE,25371,19997,6538,704
2024-11-11,NE,23074,16322,5837,678
2024-11-11,MA,22134,16179,5399,611
2024-11-11,SE,20934,15488,4666,540
2024-11-11,MW,20635,15644,4673,506
2024-11-11,MT,17511,13335,4041,448
2024-11-11,WE,24198,18562,5859,736
2024-11-18,NE,25609,19936,6543,744
2024-11-18,MA,24717,17771,5469,745
2024-11-18,SE,22733,17103,5184,598
2024-11-18,MW,22842,16889,5095,676
2024-11-18,MT,19264,14140,4931,575
2024-11-18,WE,29051,21462,6234,845
2024-11-25,NE,25725,19220,6653,760
2024-11-25,MA,25683,18851,5540,711
2024-11-25,SE,21345,15660,5277,602
2024-11-25,MW,22535,17480,5707,689
2024-11-25,MT,20102,14874,4834,567
2024-11-25,WE,28805,21527,6655,793
2024-12-02,NE,25461,18402,5876,743
2024-12-02,MA,24149,18742,5478,696
2024-12-02,SE,22208,17355,4901,577
2024-12-02,MW,22406,15987,5328,628
2024-12-02,MT,19191,14410,4682,509
2024-12-02,WE,28619,20730,6308,791
2024-12-09,NE,26743,18938,6493,720
2024-12-09,MA,26389,18504,5648,676
2024-12-09,SE,21415,16660,5299,591
2024-12-09,MW,22409,17536,5131,632
2024-12-09,MT,17651,13573,4870,481
2024-12-09,WE,27880,20598,6206,772
2024-12-16,NE,25086,18949,6308,684
2024-12-16,MA,23500,18345,5884,676
2024-12-16,SE,21036,16293,5008,604
2024-12-16,MW,23398,17925,5187,631
2024-12-16,MT,18095,13253,4928,511
2024-12-16,WE,26954,19316,6634,791
2024-12-23,NE,31050,22961,6921,818
2024-12-23,MA,26438,20068,6167,777
2024-12-23,SE,23197,17729,5674,699
2024-12-23,MW,24286,17443,6311,672
2024-12-23,MT,22871,18032,5222,600
2024-12-23,WE,32342,23544,7275,902
2024-12-30,NE,25827,19937,6534,683
2024-12-30,MA,26145,18748,5707,669
2024-12-30,SE,22327,16339,5508,573
2024-12-30,MW,20706,15435,5286,659
2024-12-30,MT,19095,14392,4418,518
2024-12-30,WE,26350,19726,6500,803
2025-01-06,NE,20284,14925,4700,559
2025-01-06,MA,20349,14850,4448,533
2025-01-06,SE,18081,13025,4382,485
2025-01-06,MW,17613,13509,3960,456
2025-01-06,MT,15769,11077,3420,432
2025-01-06,WE,21650,15699,4956,592
2025-01-13,NE,19933,15226,4610,581
2025-01-13,MA,19137,14644,4868,555
2025-01-13,SE,16714,12969,4209,517
2025-01-13,MW,17351,13349,4097,525
2025-01-13,MT,15649,11778,3517,452
2025-01-13,WE,22049,15450,5012,634
2025-01-20,NE,22804,16848,5136,596
2025-01-20,MA,18779,14233,4682,497
2025-01-20,SE,16725,11738,3965,463
2025-01-20,MW,18238,13052,4494,515
2025-01-20,MT,15236,11846,3435,411
2025-01-20,WE,23100,18013,5183,594
2025-01-27,NE,22737,15918,5251,599
2025-01-27,MA,21399,15641,4983,496
2025-01-27,SE,17567,12461,3913,462
2025-01-27,MW,19540,14862,4451,486
2025-01-27,MT,15802,12461,3882,438
2025-01-27,WE,22677,16313,5432,563
2025-02-03,NE,21098,15602,4826,552
2025-02-03,MA,20014,15116,4658,518
2025-02-03,SE,18541,13708,4208,494
2025-02-03,MW,19896,14985,4578,463
2025-02-03,MT,15525,12189,3928,405
2025-02-03,WE,23227,17632,5202,565
2025-02-10,NE,22342,17185,5379,578
2025-02-10,MA,20328,15860,4518,530
2025-02-10,SE,18962,13716,4341,451
2025-02-10,MW,18482,13109,4728,501
