week_start,geo,orders,net_revenue,average_order_value
2023-07-10,NE,581,69113.83,118.96
2023-07-10,MA,585,68998.79,117.95
2023-07-10,SE,540,63379.78,117.37
2023-07-10,MW,509,59221.95,116.35
2023-07-10,MT,433,51032.1,117.86
2023-07-10,WE,635,76389.58,120.3
2023-07-17,NE,551,68059.21,123.52
2023-07-17,MA,580,70469.99,121.5
2023-07-17,SE,479,57337.96,119.7
2023-07-17,MW,500,61023.85,122.05
2023-07-17,MT,425,52453.24,123.42
2023-07-17,WE,642,76999.25,119.94
2023-07-24,NE,606,71010.0,117.18
2023-07-24,MA,562,69648.49,123.93
2023-07-24,SE,528,64673.16,122.49
2023-07-24,MW,541,66640.87,123.18
2023-07-24,MT,493,57960.2,117.57
2023-07-24,WE,674,83689.79,124.17
2023-07-31,NE,562,67833.03,120.7
2023-07-31,MA,544,65612.23,120.61
2023-07-31,SE,492,58127.47,118.15
2023-07-31,MW,499,59286.57,118.81
2023-07-31,MT,444,52996.42,119.36
2023-07-31,WE,604,72617.86,120.23
2023-08-07,NE,566,69506.18,122.8
2023-08-07,MA,556,69784.37,125.51
2023-08-07,SE,488,58070.25,119.0
2023-08-07,MW,467,56496.31,120.98
2023-08-07,MT,406,51100.51,125.86
2023-08-07,WE,596,74400.2,124.83
2023-08-14,NE,573,70785.56,123.54
2023-08-14,MA,496,59721.13,120.41
2023-08-14,SE,466,58614.56,125.78
2023-08-14,MW,506,62693.91,123.9
2023-08-14,MT,420,50455.02,120.13
2023-08-14,WE,595,74446.37,125.12
2023-08-21,NE,667,78999.13,118.44
2023-08-21,MA,601,73405.69,122.14
2023-08-21,SE,547,65687.76,120.09
2023-08-21,MW,574,69384.34,120.88
2023-08-21,MT,485,59341.12,122.35
2023-08-21,WE,698,84584.05,121.18
2023-08-28,NE,550,66804.41,121.46
2023-08-28,MA,529,62898.8,118.9
2023-08-28,SE,483,59567.87,123.33
2023-08-28,MW,449,54092.24,120.47
2023-08-28,MT,405,48373.48,119.44
2023-08-28,WE,617,76359.22,123.76
2023-09-04,NE,585,70484.58,120.49
2023-09-04,MA,526,65392.25,124.32
2023-09-04,SE,493,59516.88,120.72
2023-09-04,MW,517,60647.63,117.31
2023-09-04,MT,434,53702.62,123.74
2023-09-04,WE,662,81715.2,123.44
2023-09-11,NE,592,70774.85,119.55
2023-09-11,MA,566,70344.88,124.28
2023-09-11,SE,469,58548.13,124.84
2023-09-11,MW,497,58219.2,117.14
2023-09-11,MT,422,52172.15,123.63
2023-09-11,WE,599,70125.96,117.07
2023-09-18,NE,573,70147.91,122.42
2023-09-18,MA,533,62424.92,117.12
2023-09-18,SE,470,54882.2,116.77
2023-09-18,MW,502,61854.27,123.22
2023-09-18,MT,433,53361.49,123.24
2023-09-18,WE,635,76199.21,120.0
2023-09-25,NE,590,69858.1,118.4
2023-09-25,MA,530,64618.59,121.92
2023-09-25,SE,441,50914.98,115.45
2023-09-25,MW,500,61029.84,122.06
2023-09-25,MT,423,49610.13,117.28
2023-09-25,WE,616,74769.4,121.38
2023-10-02,NE,556,67341.62,121.12
2023-10-02,MA,536,63832.21,119.09
2023-10-02,SE,489,58425.17,119.48
2023-10-02,MW,492,59224.36,120.37
2023-10-02,MT,393,47995.95,122.13
2023-10-02,WE,576,67162.43,116.6
2023-10-09,NE,621,71884.9,115.76
2023-10-09,MA,591,68669.8,116.19
2023-10-09,SE,527,60341.88,114.5
2023-10-09,MW,509,60696.07,119.25
2023-10-09,MT,468,56751.55,121.26
2023-10-09,WE,632,75697.22,119.77
2023-10-16,NE,531,60923.9,114.73
2023-10-16,MA,495,59198.03,119.59
2023-10-16,SE,443,51732.69,116.78
2023-10-16,MW,501,60125.86,120.01
2023-10-16,MT,399,47913.98,120.09
2023-10-16,WE,580,67254.65,115.96
2023-10-23,NE,574,67398.19,117.42
2023-10-23,MA,518,62188.42,120.05
2023-10-23,SE,447,50182.6,112.27
2023-10-23,MW,465,55400.55,119.14
2023-10-23,MT,383,45379.38,118.48
2023-10-23,WE,554,66555.04,120.14
2023-10-30,NE,654,76700.97,117.28
2023-10-30,MA,632,71335.11,112.87
2023-10-30,SE,556,64447.01,115.91
2023-10-30,MW,580,65469.45,112.88
2023-10-30,MT,455,50985.21,112.06
2023-10-30,WE,684,77420.37,113.19
2023-11-06,NE,603,70614.93,117.11
2023-11-06,MA,583,68835.48,118.07
2023-11-06,SE,518,61655.99,119.03
2023-11-06,MW,510,58557.11,114.82
2023-11-06,MT,452,50410.92,111.53
2023-11-06,WE,684,78977.5,115.46
2023-11-13,NE,614,71017.34,115.66
2023-11-13,MA,603,68772.8,114.05
2023-11-13,SE,528,62228.73,117.86
2023-11-13,MW,562,65214.13,116.04
2023-11-13,MT,458,53328.06,116.44
2023-11-13,WE,644,73448.33,114.05
2023-11-20,NE,732,85458.17,116.75
2023-11-20,MA,680,78261.6,115.09
2023-11-20,SE,641,75594.82,117.93
2023-11-20,MW,623,72070.23,115.68
2023-11-20,MT,504,57821.05,114.72
2023-11-20,WE,780,92604.99,118.72
2023-11-27,NE,728,85605.42,117.59
2023-11-27,MA,692,81536.58,117.83
2023-11-27,SE,626,72349.23,115.57
2023-11-27,MW,646,76885.23,119.02
2023-11-27,MT,517,59515.5,115.12
2023-11-27,WE,754,84506.38,112.08
2023-12-04,NE,664,77243.26,116.33
2023-12-04,MA,637,74631.37,117.16
2023-12-04,SE,561,65578.75,116.9
2023-12-04,MW,623,71481.77,114.74
2023-12-04,MT,484,54445.8,112.49
2023-12-04,WE,701,78522.99,112.02
2023-12-11,NE,648,74018.22,114.23
2023-12-11,MA,622,71214.45,114.49
2023-12-11,SE,535,62785.41,117.36
2023-12-11,MW,589,66110.48,112.24
2023-12-11,MT,474,53553.16,112.98
2023-12-11,WE,699,83096.23,118.88
2023-12-18,NE,656,77066.96,117.48
2023-12-18,MA,640,76633.36,119.74
2023-12-18,SE,576,66844.38,116.05
2023-12-18,MW,592,66849.54,112.92
2023-12-18,MT,518,59426.96,114.72
2023-12-18,WE,695,80488.52,115.81
2023-12-25,NE,755,90167.73,119.43
2023-12-25,MA,650,77285.09,118.9
2023-12-25,SE,592,68490.01,115.69
2023-12-25,MW,671,76965.57,114.7
2023-12-25,MT,547,64056.25,117.1
2023-12-25,WE,771,89725.56,116.38
2024-01-01,NE,525,61004.56,116.2
2024-01-01,MA,477,55349.41,116.04
2024-01-01,SE,427,49057.31,114.89
2024-01-01,MW,462,54830.71,118.68
2024-01-01,MT,381,44690.82,117.3
2024-01-01,WE,538,65952.61,122.59
2024-01-08,NE,620,75298.74,121.45
2024-01-08,MA,582,70998.4,121.99
2024-01-08,SE,516,63228.22,122.54
2024-01-08,MW,497,57591.49,115.88
2024-01-08,MT,412,49270.31,119.59
2024-01-08,WE,688,79670.09,115.8
2024-01-15,NE,508,63016.92,124.05
2024-01-15,MA,489,60264.56,123.24
2024-01-15,SE,439,52091.53,118.66
2024-01-15,MW,440,52727.15,119.83
2024-01-15,MT,378,46558.3,123.17
2024-01-15,WE,557,68531.11,123.04
2024-01-22,NE,512,60367.57,117.91
2024-01-22,MA,462,54302.36,117.54
2024-01-22,SE,468,56754.2,121.27
2024-01-22,MW,483,56671.18,117.33
2024-01-22,MT,364,44980.77,123.57
2024-01-22,WE,519,61557.13,118.61
2024-01-29,NE,505,60021.76,118.85
2024-01-29,MA,505,61333.8,121.45
2024-01-29,SE,464,58245.02,125.53
2024-01-29,MW,454,55682.06,122.65
2024-01-29,MT,397,49752.76,125.32
2024-01-29,WE,576,71483.98,124.1
2024-02-05,NE,541,63800.53,117.93
2024-02-05,MA,538,67020.58,124.57
2024-02-05,SE,439,53175.7,121.13
2024-02-05,MW,473,56606.31,119.68
2024-02-05,MT,378,45284.56,119.8
2024-02-05,WE,565,68310.59,120.9
2024-02-12,NE,559,70104.49,125.41
2024-02-12,MA,540,64109.79,118.72
2024-02-12,SE,464,57240.36,123.36
2024-02-12,MW,500,60363.17,120.73
2024-02-12,MT,405,50059.22,123.6
2024-02-12,WE,597,72029.09,120.65
2024-02-19,NE,568,67163.86,118.25
2024-02-19,MA,520,62753.47,120.68
2024-02-19,SE,469,56589.4,120.66
2024-02-19,MW,468,57601.41,123.08
2024-02-19,MT,401,49297.02,122.94
2024-02-19,WE,611,75951.32,124.31
2024-02-26,NE,578,69269.38,119.84
2024-02-26,MA,531,66749.4,125.71
2024-02-26,SE,454,56570.5,124.6
2024-02-26,MW,502,59093.82,117.72
2024-02-26,MT,423,53113.86,125.56
2024-02-26,WE,618,76944.96,124.51
2024-03-04,NE,633,79546.76,125.67
2024-03-04,MA,593,70374.26,118.67
2024-03-04,SE,544,65152.72,119.77
2024-03-04,MW,539,65486.54,121.5
2024-03-04,MT,443,53490.14,120.75
2024-03-04,WE,660,79230.93,120.05
2024-03-11,NE,687,80426.14,117.07
2024-03-11,MA,687,84515.89,123.02
2024-03-11,SE,543,67208.56,123.77
2024-03-11,MW,573,68401.39,119.37
2024-03-11,MT,498,61423.97,123.34
2024-03-11,WE,693,83058.6,119.85
2024-03-18,NE,740,91952.68,124.26
2024-03-18,MA,705,87574.81,124.22
2024-03-18,SE,633,74259.36,117.31
2024-03-18,MW,659,81570.29,123.78
2024-03-18,MT,560,66844.86,119.37
2024-03-18,WE,769,92687.34,120.53
2024-03-25,NE,633,75371.09,119.07
2024-03-25,MA,598,73182.87,122.38
2024-03-25,SE,532,62058.91,116.65
2024-03-25,MW,549,65484.19,119.28
2024-03-25,MT,461,56616.62,122.81
2024-03-25,WE,653,79011.19,121.0
2024-04-01,NE,629,74659.03,118.69
2024-04-01,MA,642,77443.56,120.63
2024-04-01,SE,528,63211.19,119.72
2024-04-01,MW,567,65033.34,114.7
2024-04-01,MT,489,58966.65,120.59
2024-04-01,WE,718,84651.83,117.9
2024-04-08,NE,664,79366.59,119.53
2024-04-08,MA,611,69817.95,114.27
2024-04-08,SE,543,63162.08,116.32
2024-04-08,MW,527,63294.59,120.1
2024-04-08,MT,498,57579.22,115.62
2024-04-08,WE,688,80754.19,117.38
2024-04-15,NE,668,79572.77,119.12
2024-04-15,MA,615,70287.62,114.29
2024-04-15,SE,529,60407.14,114.19
2024-04-15,MW,578,67548.34,116.87
2024-04-15,MT,496,56545.59,114.0
2024-04-15,WE,695,79037.94,113.72
2024-04-22,NE,665,76578.01,115.15
2024-04-22,MA,624,73622.91,117.99
2024-04-22,SE,574,64511.97,112.39
2024-04-22,MW,565,64527.49,114.21
2024-04-22,MT,494,59304.88,120.05
2024-04-22,WE,700,79912.72,114.16
2024-04-29,NE,684,80289.78,117.38
2024-04-29,MA,612,73083.55,119.42
2024-04-29,SE,562,63417.85,112.84
2024-04-29,MW,584,65934.78,112.9
2024-04-29,MT,515,61426.3,119.27
2024-04-29,WE,730,84881.39,116.28
2024-05-06,NE,644,75610.01,117.41
2024-05-06,MA,671,79783.13,118.9
2024-05-06,SE,528,60087.83,113.8
2024-05-06,MW,593,67154.76,113.25
2024-05-06,MT,501,56100.91,111.98
2024-05-06,WE,754,86341.08,114.51
2024-05-13,NE,717,83736.47,116.79
2024-05-13,MA,647,76059.53,117.56
2024-05-13,SE,543,64572.42,118.92
2024-05-13,MW,633,73826.96,116.63
2024-05-13,MT,520,58659.25,112.81
2024-05-13,WE,742,84680.29,114.12
2024-05-20,NE,697,78989.28,113.33
2024-05-20,MA,651,75865.72,116.54
2024-05-20,SE,540,63591.31,117.76
2024-05-20,MW,601,67115.12,111.67
2024-05-20,MT,471,53727.3,114.07
2024-05-20,WE,745,87051.43,116.85
2024-05-27,NE,826,98093.49,118.76
2024-05-27,MA,779,88938.36,114.17
2024-05-27,SE,681,77217.35,113.39
2024-05-27,MW,699,80089.36,114.58
2024-05-27,MT,543,63339.47,116.65
2024-05-27,WE,845,100165.56,118.54
2024-06-03,NE,627,70902.8,113.08
2024-06-03,MA,601,70016.12,116.5
2024-06-03,SE,489,54604.87,111.67
2024-06-03,MW,518,57928.83,111.83
2024-06-03,MT,462,55029.18,119.11
2024-06-03,WE,684,77167.41,112.82
2024-06-10,NE,663,76200.25,114.93
2024-06-10,MA,601,69958.52,116.4
2024-06-10,SE,550,62813.51,114.21
2024-06-10,MW,492,55642.15,113.09
2024-06-10,MT,484,56397.23,116.52
2024-06-10,WE,638,73984.79,115.96
2024-06-17,NE,594,69697.01,117.34
2024-06-17,MA,622,73889.92,118.79
2024-06-17,SE,537,63938.44,119.07
2024-06-17,MW,573,67446.75,117.71
2024-06-17,MT,466,55063.92,118.16
2024-06-17,WE,699,80683.8,115.43
2024-06-24,NE,615,70365.86,114.42
2024-06-24,MA,579,69686.6,120.36
2024-06-24,SE,532,62654.08,117.77
2024-06-24,MW,522,61851.69,118.49
2024-06-24,MT,467,55877.31,119.65
2024-06-24,WE,671,77997.46,116.24
2024-07-01,NE,653,76372.71,116.96
2024-07-01,MA,612,72296.87,118.13
2024-07-01,SE,510,59608.25,116.88
2024-07-01,MW,582,68542.79,117.77
2024-07-01,MT,460,54653.25,118.81
2024-07-01,WE,647,77721.38,120.13
2024-07-08,NE,618,72297.64,116.99
2024-07-08,MA,570,68824.91,120.75
2024-07-08,SE,522,63504.54,121.66
2024-07-08,MW,546,66757.75,122.27
2024-07-08,MT,468,56799.86,121.37
2024-07-08,WE,673,82429.26,122.48
2024-07-15,NE,606,71185.87,117.47
2024-07-15,MA,569,66909.2,117.59
2024-07-15,SE,536,66467.19,124.01
2024-07-15,MW,502,61983.51,123.47
2024-07-15,MT,441,53160.8,120.55
2024-07-15,WE,640,77118.49,120.5
2024-07-22,NE,614,71903.77,117.11
2024-07-22,MA,571,69503.54,121.72
2024-07-22,SE,493,60797.67,123.32
2024-07-22,MW,533,64751.83,121.49
2024-07-22,MT,411,50625.2,123.18
2024-07-22,WE,651,76667.85,117.77
2024-07-29,NE,597,70551.93,118.18
2024-07-29,MA,543,66976.22,123.34
2024-07-29,SE,486,58362.85,120.09
2024-07-29,MW,531,65231.55,122.85
2024-07-29,MT,470,57568.61,122.49
2024-07-29,WE,603,74669.09,123.83
2024-08-05,NE,716,87774.22,122.59
2024-08-05,MA,646,76621.69,118.61
2024-08-05,SE,565,67859.51,120.11
2024-08-05,MW,652,79155.96,121.4
2024-08-05,MT,503,61789.38,122.84
2024-08-05,WE,769,92863.74,120.76
2024-08-12,NE,653,80400.37,123.12
2024-08-12,MA,612,72901.19,119.12
2024-08-12,SE,568,69551.38,122.45
2024-08-12,MW,569,68848.11,121.0
2024-08-12,MT,479,56840.65,118.67
2024-08-12,WE,671,79569.24,118.58
2024-08-19,NE,540,67272.88,124.58
2024-08-19,MA,597,73481.0,123.08
2024-08-19,SE,488,59200.8,121.31
2024-08-19,MW,473,58150.52,122.94
2024-08-19,MT,441,53452.44,121.21
2024-08-19,WE,643,76960.45,119.69
2024-08-26,NE,543,67871.39,124.99
2024-08-26,MA,557,68306.72,122.63
2024-08-26,SE,488,59101.89,121.11
2024-08-26,MW,501,60744.07,121.25
2024-08-26,MT,432,52609.89,121.78
2024-08-26,WE,608,75578.65,124.31
2024-09-02,NE,616,72397.02,117.53
2024-09-02,MA,555,65344.81,117.74
2024-09-02,SE,514,61136.65,118.94
2024-09-02,MW,561,66386.76,118.34
2024-09-02,MT,451,54740.35,121.38
2024-09-02,WE,661,80318.17,121.51
2024-09-09,NE,626,76340.87,121.95
2024-09-09,MA,576,70088.14,121.68
2024-09-09,SE,459,55387.21,120.67
2024-09-09,MW,508,63466.98,124.94
2024-09-09,MT,448,53439.89,119.29
2024-09-09,WE,655,81837.0,124.94
2024-09-16,NE,570,66243.39,116.22
2024-09-16,MA,564,67302.55,119.33
2024-09-16,SE,480,57747.41,120.31
2024-09-16,MW,523,63619.45,121.64
2024-09-16,MT,507,61561.33,121.42
2024-09-16,WE,619,75463.71,121.91
2024-09-23,NE,614,72188.48,117.57
2024-09-23,MA,583,68276.21,117.11
2024-09-23,SE,521,62898.78,120.73
2024-09-23,MW,502,61039.77,121.59
2024-09-23,MT,456,54843.71,120.27
2024-09-23,WE,623,73619.74,118.17
2024-09-30,NE,578,69279.99,119.86
2024-09-30,MA,574,66625.52,116.07
2024-09-30,SE,470,57601.31,122.56
2024-09-30,MW,514,62234.06,121.08
2024-09-30,MT,449,54367.6,121.09
2024-09-30,WE,645,75868.02,117.62
2024-10-07,NE,585,70270.93,120.12
2024-10-07,MA,558,67316.17,120.64
2024-10-07,SE,479,55150.65,115.14
2024-10-07,MW,537,64762.72,120.6
2024-10-07,MT,451,54723.71,121.34
2024-10-07,WE,639,75733.61,118.52
2024-10-14,NE,671,78301.59,116.69
2024-10-14,MA,660,76801.31,116.37
2024-10-14,SE,580,66049.81,113.88
2024-10-14,MW,597,69272.52,116.03
2024-10-14,MT,482,58266.25,120.88
2024-10-14,WE,700,80027.55,114.33
2024-10-21,NE,595,71493.52,120.16
2024-10-21,MA,547,63029.01,115.23
2024-10-21,SE,497,58480.65,117.67
2024-10-21,MW,538,61844.67,114.95
2024-10-21,MT,404,46071.87,114.04
2024-10-21,WE,627,70579.57,112.57
2024-10-28,NE,640,73119.48,114.25
2024-10-28,MA,594,67504.55,113.64
2024-10-28,SE,533,59670.84,111.95
2024-10-28,MW,572,64201.71,112.24
2024-10-28,MT,449,52545.34,117.03
2024-10-28,WE,698,82619.8,118.37
2024-11-04,NE,649,75331.8,116.07
2024-11-04,MA,641,71922.42,112.2
2024-11-04,SE,540,62981.74,116.63
2024-11-04,MW,559,62516.51,111.84
2024-11-04,MT,452,52297.19,115.7
2024-11-04,WE,696,78357.79,112.58
2024-11-11,NE,652,76931.9,117.99
2024-11-11,MA,611,69948.4,114.48
2024-11-11,SE,550,62822.44,114.22
2024-11-11,MW,515,60717.15,117.9
2024-11-11,MT,454,52341.94,115.29
2024-11-11,WE,708,81902.02,115.68
2024-11-18,NE,731,85087.61,116.4
2024-11-18,MA,751,87127.5,116.02
2024-11-18,SE,619,71310.31,115.2
2024-11-18,MW,680,79265.46,116.57
2024-11-18,MT,573,64706.03,112.93
2024-11-18,WE,814,94891.69,116.57
2024-11-25,NE,770,85892.48,111.55
2024-11-25,MA,703,81066.16,115.31
2024-11-25,SE,610,70601.61,115.74
2024-11-25,MW,682,80627.28,118.22
2024-11-25,MT,569,64786.56,113.86
2024-11-25,WE,824,96189.97,116.74
2024-12-02,NE,723,81523.38,112.76
2024-12-02,MA,694,83025.87,119.63
2024-12-02,SE,595,67569.93,113.56
2024-12-02,MW,606,72112.91,119.0
2024-12-02,MT,523,59959.94,114.65
2024-12-02,WE,761,90609.46,119.07
2024-12-09,NE,734,83233.46,113.4
2024-12-09,MA,654,75923.74,116.09
2024-12-09,SE,609,72703.61,119.38
2024-12-09,MW,620,73484.96,118.52
2024-12-09,MT,499,56284.66,112.79
2024-12-09,WE,757,88871.09,117.4
2024-12-16,NE,703,82994.93,118.06
2024-12-16,MA,665,78104.62,117.45
2024-12-16,SE,583,69763.42,119.66
2024-12-16,MW,622,71659.28,115.21
2024-12-16,MT,520,59629.59,114.67
2024-12-16,WE,775,92703.87,119.62
2024-12-23,NE,833,101069.2,121.33
2024-12-23,MA,775,93058.9,120.08
2024-12-23,SE,693,79802.52,115.16
2024-12-23,MW,691,83115.52,120.28
2024-12-23,MT,610,71516.38,117.24
2024-12-23,WE,915,106150.51,116.01
2024-12-30,NE,694,80329.78,115.75
2024-12-30,MA,668,79959.23,119.7
2024-12-30,SE,567,68262.2,120.39
2024-12-30,MW,638,77353.62,121.24
2024-12-30,MT,536,63357.77,118.2
2024-12-30,WE,777,91219.55,117.4
2025-01-06,NE,567,68175.26,120.24
2025-01-06,MA,517,62278.87,120.46
2025-01-06,SE,496,59625.61,120.21
2025-01-06,MW,457,52691.73,115.3
2025-01-06,MT,432,52394.16,121.28
2025-01-06,WE,608,74395.8,122.36
2025-01-13,NE,589,69173.02,117.44
2025-01-13,MA,552,68595.24,124.27
2025-01-13,SE,502,62416.6,124.34
2025-01-13,MW,537,64546.76,120.2
2025-01-13,MT,445,51682.01,116.14
2025-01-13,WE,645,77571.46,120.27
2025-01-20,NE,586,69262.46,118.2
2025-01-20,MA,514,61199.84,119.07
2025-01-20,SE,475,56310.23,118.55
2025-01-20,MW,508,61203.2,120.48
2025-01-20,MT,405,49135.36,121.32
2025-01-20,WE,585,69514.55,118.83
2025-01-27,NE,608,73847.43,121.46
2025-01-27,MA,515,60724.67,117.91
2025-01-27,SE,470,58547.81,124.57
2025-01-27,MW,498,59264.02,119.0
2025-01-27,MT,435,53343.4,122.63
2025-01-27,WE,577,69404.09,120.28
2025-02-03,NE,562,68532.06,121.94
2025-02-03,MA,536,67301.23,125.56
2025-02-03,SE,491,61924.1,126.12
2025-02-03,MW,475,57011.93,120.03
2025-02-03,MT,421,52491.28,124.68
2025-02-03,WE,581,70321.52,121.04
2025-02-10,NE,565,66681.2,118.02
2025-02-10,MA,551,69469.91,126.08
2025-02-10,SE,470,57992.84,123.39
2025-02-10,MW,493,61233.08,124.21
