week_start,geo,campaign_name,product_group,impressions,clicks,cost,attributed_sales,roas
2023-03-06,Northeast,SP | Running Shoes,Footwear | Road,20143,547,362.58,1162.34,3.206
2023-04-03,MT,SP | Running Shoes,Footwear | Road,19962,592,359.32,1253.14,3.487
2023-04-03,MT,SP | Running Shoes,Footwear | Trail,12235,363,220.23,768.05,3.487
2023-04-03,MT,SP | Apparel,Apparel | Outerwear,14248,397,235.09,855.97,3.641
2023-04-03,MT,SP | Apparel,Apparel | Layers,11657,325,192.34,700.34,3.641
2023-04-03,West Coast,SP | Running Shoes,Footwear | Road,25300,745,455.4,1215.51,2.669
2023-04-03,West Coast,SP | Running Shoes,Footwear | Trail,15506,457,279.12,744.99,2.669
2023-04-03,West Coast,SP | Apparel,Apparel | Outerwear,22551,604,372.09,1083.9,2.913
2023-04-03,West Coast,SP | Apparel,Apparel | Layers,18451,494,304.44,886.83,2.913
2023-04-10,Northeast,SP | Running Shoes,Footwear | Road,25358,700,456.45,1477.94,3.238
2023-04-10,Northeast,SP | Running Shoes,Footwear | Trail,15542,429,279.76,905.83,3.238
2023-04-10,Northeast,SP | Apparel,Apparel | Outerwear,16090,429,265.48,889.81,3.352
2023-04-10,Northeast,SP | Apparel,Apparel | Layers,13164,351,217.21,728.03,3.352
2023-04-10,MA,SP | Running Shoes,Footwear | Road,22374,647,402.73,1322.51,3.284
2023-04-10,MA,SP | Running Shoes,Footwear | Trail,13713,397,246.83,810.57,3.284
2023-04-10,MA,SP | Apparel,Apparel | Outerwear,15880,431,262.02,960.86,3.667
2023-04-10,MA,SP | Apparel,Apparel | Layers,12993,352,214.38,786.16,3.667
2023-04-10,SE,SP | Running Shoes,Footwear | Road,21484,616,386.71,1335.23,3.453
2023-04-10,SE,SP | Running Shoes,Footwear | Trail,13168,377,237.02,818.37,3.453
2023-04-10,SE,SP | Apparel,Apparel | Outerwear,13333,375,219.99,640.45,2.911
2023-04-10,SE,SP | Apparel,Apparel | Layers,10909,307,179.99,524.0,2.911
2023-04-10,MW,SP | Running Shoes,Footwear | Road,19227,555,346.09,901.24,2.604
2023-04-10,MW,SP | Running Shoes,Footwear | Trail,11785,340,212.12,552.37,2.604
2023-04-10,MW,SP | Apparel,Apparel | Outerwear,16143,466,266.35,673.02,2.527
2023-04-10,MW,SP | Apparel,Apparel | Layers,13208,382,217.93,550.65,2.527
2023-04-10,MT,SP | Running Shoes,Footwear | Road,16191,429,291.44,993.19,3.408
2023-04-10,MT,SP | Running Shoes,Footwear | Trail,9923,263,178.62,608.73,3.408
2023-04-10,MT,SP | Apparel,Apparel | Outerwear,14385,385,237.35,617.75,2.603
2023-04-10,MT,SP | Apparel,Apparel | Layers,11769,315,194.2,505.44,2.603
2023-04-10,West Coast,SP | Running Shoes,Footwear | Road,25427,742,457.68,1210.55,2.645
2023-04-10,West Coast,SP | Running Shoes,Footwear | Trail,15584,455,280.52,741.95,2.645
2023-04-10,West Coast,SP | Apparel,Apparel | Outerwear,17581,478,290.08,1016.78,3.505
2023-04-10,West Coast,SP | Apparel,Apparel | Layers,14384,391,237.34,831.91,3.505
2023-04-17,Northeast,SP | Running Shoes,Footwear | Road,23846,654,429.22,1041.31,2.426
2023-04-17,Northeast,SP | Running Shoes,Footwear | Trail,14615,401,263.07,638.22,2.426
2023-04-17,Northeast,SP | Apparel,Apparel | Outerwear,18309,523,302.1,944.64,3.127
2023-04-17,Northeast,SP | Apparel,Apparel | Layers,14980,428,247.17,772.89,3.127
2023-04-17,MA,SP | Running Shoes,Footwear | Road,23832,639,428.98,1406.42,3.279
2023-04-17,MA,SP | Running Shoes,Footwear | Trail,14607,392,262.92,862.0,3.279
2023-04-17,MA,SP | Apparel,Apparel | Outerwear,17763,475,293.08,922.9,3.149
2023-04-17,MA,SP | Apparel,Apparel | Layers,14533,389,239.79,755.1,3.149
2023-04-17,SE,SP | Running Shoes,Footwear | Road,19293,571,347.27,912.23,2.627
2023-04-17,SE,SP | Running Shoes,Footwear | Trail,11825,350,212.84,559.11,2.627
2023-04-17,SE,SP | Apparel,Apparel | Outerwear,14879,406,245.51,727.82,2.965
2023-04-17,SE,SP | Apparel,Apparel | Layers,12174,333,200.87,595.49,2.965
2023-04-17,MW,SP | Running Shoes,Footwear | Road,20112,573,362.01,937.48,2.59
2023-04-17,MW,SP | Running Shoes,Footwear | Trail,12326,351,221.88,574.58,2.59
2023-04-17,MW,SP | Apparel,Apparel | Outerwear,16909,474,279.0,808.38,2.897
2023-04-17,MW,SP | Apparel,Apparel | Layers,13835,388,228.27,661.4,2.897
2023-04-17,MT,SP | Running Shoes,Footwear | Road,15695,432,282.5,1006.13,3.562
2023-04-17,MT,SP | Running Shoes,Footwear | Trail,9619,265,173.15,616.66,3.562
2023-04-17,MT,SP | Apparel,Apparel | Outerwear,14513,418,239.47,608.41,2.541
2023-04-17,MT,SP | Apparel,Apparel | Layers,11874,342,195.93,497.79,2.541
2023-04-17,West Coast,SP | Running Shoes,Footwear | Road,23000,673,414.0,1552.31,3.749
2023-04-17,West Coast,SP | Running Shoes,Footwear | Trail,14097,413,253.74,951.41,3.749
2023-04-17,West Coast,SP | Apparel,Apparel | Outerwear,20693,575,341.44,1124.95,3.295
2023-04-17,West Coast,SP | Apparel,Apparel | Layers,16931,471,279.36,920.42,3.295
2023-04-24,Northeast,SP | Running Shoes,Footwear | Road,21946,600,395.03,1351.47,3.421
2023-04-24,Northeast,SP | Running Shoes,Footwear | Trail,13451,368,242.11,828.32,3.421
2023-04-24,Northeast,SP | Apparel,Apparel | Outerwear,19467,541,321.21,1185.71,3.691
2023-04-24,Northeast,SP | Apparel,Apparel | Layers,15928,442,262.81,970.12,3.691
2023-04-24,MA,SP | Running Shoes,Footwear | Road,22523,597,405.42,1099.92,2.713
2023-04-24,MA,SP | Running Shoes,Footwear | Trail,13805,366,248.49,674.15,2.713
2023-04-24,MA,SP | Apparel,Apparel | Outerwear,17105,491,282.24,995.05,3.526
2023-04-24,MA,SP | Apparel,Apparel | Layers,13995,402,230.92,814.14,3.526
2023-04-24,SE,SP | Running Shoes,Footwear | Road,18005,494,324.1,1072.0,3.308
2023-04-24,SE,SP | Running Shoes,Footwear | Trail,11036,303,198.64,657.03,3.308
2023-04-24,SE,SP | Apparel,Apparel | Outerwear,16657,494,274.84,734.39,2.672
2023-04-24,SE,SP | Apparel,Apparel | Layers,13628,404,224.87,600.87,2.672
2023-04-24,MW,SP | Running Shoes,Footwear | Road,19471,516,350.48,1039.41,2.966
2023-04-24,MW,SP | Running Shoes,Footwear | Trail,11934,316,214.81,637.06,2.966
2023-04-24,MW,SP | Apparel,Apparel | Outerwear,17019,498,280.82,1043.01,3.714
2023-04-24,MW,SP | Apparel,Apparel | Layers,13925,407,229.76,853.38,3.714
2023-04-24,MT,SP | Running Shoes,Footwear | Road,18462,507,332.31,840.26,2.529
2023-04-24,MT,SP | Running Shoes,Footwear | Trail,11315,311,203.67,515.0,2.529
2023-04-24,MT,SP | Apparel,Apparel | Outerwear,13725,375,226.47,856.91,3.784
2023-04-24,MT,SP | Apparel,Apparel | Layers,11230,307,185.29,701.11,3.784
2023-04-24,West Coast,SP | Running Shoes,Footwear | Road,23336,618,420.05,1518.47,3.615
2023-04-24,West Coast,SP | Running Shoes,Footwear | Trail,14303,379,257.45,930.68,3.615
2023-04-24,West Coast,SP | Apparel,Apparel | Outerwear,18036,488,297.59,1011.25,3.398
2023-04-24,West Coast,SP | Apparel,Apparel | Layers,14756,399,243.48,827.39,3.398
2023-05-01,Northeast,SP | Running Shoes,Footwear | Road,26046,702,468.83,1421.39,3.032
2023-05-01,Northeast,SP | Running Shoes,Footwear | Trail,15964,430,287.35,871.17,3.032
2023-05-01,Northeast,SP | Apparel,Apparel | Outerwear,16967,476,279.95,967.31,3.455
2023-05-01,Northeast,SP | Apparel,Apparel | Layers,13882,390,229.05,791.44,3.455
2023-05-01,MA,SP | Running Shoes,Footwear | Road,23179,619,417.22,1361.17,3.262
2023-05-01,MA,SP | Running Shoes,Footwear | Trail,14206,379,255.71,834.27,3.262
2023-05-01,MA,SP | Apparel,Apparel | Outerwear,17852,505,294.56,808.45,2.745
2023-05-01,MA,SP | Apparel,Apparel | Layers,14606,413,241.0,661.46,2.745
2023-05-01,SE,SP | Running Shoes,Footwear | Road,18144,497,326.59,1233.98,3.778
2023-05-01,SE,SP | Running Shoes,Footwear | Trail,11120,304,200.17,756.31,3.778
2023-05-01,SE,SP | Apparel,Apparel | Outerwear,14937,409,246.45,879.7,3.569
2023-05-01,SE,SP | Apparel,Apparel | Layers,12221,335,201.64,719.75,3.569
2023-05-01,MW,SP | Running Shoes,Footwear | Road,22742,651,409.36,1006.52,2.459
2023-05-01,MW,SP | Running Shoes,Footwear | Trail,13939,399,250.9,616.9,2.459
2023-05-01,MW,SP | Apparel,Apparel | Outerwear,14597,387,240.85,848.91,3.525
2023-05-01,MW,SP | Apparel,Apparel | Layers,11943,316,197.06,694.56,3.525
2023-05-01,MT,SP | Running Shoes,Footwear | Road,18134,483,326.42,791.99,2.426
2023-05-01,MT,SP | Running Shoes,Footwear | Trail,11114,296,200.06,485.41,2.426
2023-05-01,MT,SP | Apparel,Apparel | Outerwear,12504,354,206.32,518.67,2.514
2023-05-01,MT,SP | Apparel,Apparel | Layers,10231,289,168.8,424.37,2.514
2023-05-01,West Coast,SP | Running Shoes,Footwear | Road,25275,747,454.95,1394.57,3.065
2023-05-01,West Coast,SP | Running Shoes,Footwear | Trail,15491,458,278.84,854.74,3.065
2023-05-01,West Coast,SP | Apparel,Apparel | Outerwear,17908,476,295.49,1089.47,3.687
2023-05-01,West Coast,SP | Apparel,Apparel | Layers,14652,389,241.76,891.38,3.687
2023-05-08,Northeast,SP | Running Shoes,Footwear | Road,26023,772,468.42,1432.02,3.057
2023-05-08,Northeast,SP | Running Shoes,Footwear | Trail,15950,473,287.1,877.69,3.057
2023-05-08,Northeast,SP | Apparel,Apparel | Outerwear,17125,501,282.57,889.98,3.15
2023-05-08,Northeast,SP | Apparel,Apparel | Layers,14012,410,231.19,728.16,3.15
2023-05-08,MA,SP | Running Shoes,Footwear | Road,22519,662,405.34,1055.36,2.604
2023-05-08,MA,SP | Running Shoes,Footwear | Trail,13802,406,248.44,646.83,2.604
2023-05-08,MA,SP | Apparel,Apparel | Outerwear,16630,450,274.39,822.67,2.998
2023-05-08,MA,SP | Apparel,Apparel | Layers,13606,368,224.5,673.09,2.998
2023-05-08,SE,SP | Running Shoes,Footwear | Road,22093,654,397.67,1254.37,3.154
2023-05-08,SE,SP | Running Shoes,Footwear | Trail,13541,401,243.73,768.8,3.154
2023-05-08,SE,SP | Apparel,Apparel | Outerwear,15590,451,257.24,855.12,3.324
2023-05-08,SE,SP | Apparel,Apparel | Layers,12755,369,210.47,699.64,3.324
2023-05-08,MW,SP | Running Shoes,Footwear | Road,19258,509,346.64,1043.37,3.01
2023-05-08,MW,SP | Running Shoes,Footwear | Trail,11803,312,212.45,639.49,3.01
2023-05-08,MW,SP | Apparel,Apparel | Outerwear,14760,425,243.54,894.26,3.672
2023-05-08,MW,SP | Apparel,Apparel | Layers,12076,348,199.26,731.67,3.672
2023-05-08,MT,SP | Running Shoes,Footwear | Road,18045,533,324.81,956.56,2.945
2023-05-08,MT,SP | Running Shoes,Footwear | Trail,11060,327,199.08,586.28,2.945
2023-05-08,MT,SP | Apparel,Apparel | Outerwear,14833,402,244.74,850.49,3.475
2023-05-08,MT,SP | Apparel,Apparel | Layers,12136,329,200.24,695.85,3.475
2023-05-08,West Coast,SP | Running Shoes,Footwear | Road,24106,644,433.9,1420.53,3.274
2023-05-08,West Coast,SP | Running Shoes,Footwear | Trail,14774,394,265.94,870.65,3.274
2023-05-08,West Coast,SP | Apparel,Apparel | Outerwear,19693,553,324.94,1163.75,3.581
2023-05-08,West Coast,SP | Apparel,Apparel | Layers,16113,452,265.86,952.16,3.581
2023-05-15,Northeast,SP | Running Shoes,Footwear | Road,21908,606,394.35,1241.15,3.147
2023-05-15,Northeast,SP | Running Shoes,Footwear | Trail,13428,371,241.7,760.7,3.147
2023-05-15,Northeast,SP | Apparel,Apparel | Outerwear,19749,571,325.86,1124.22,3.45
2023-05-15,Northeast,SP | Apparel,Apparel | Layers,16158,467,266.61,919.81,3.45
2023-05-15,MA,SP | Running Shoes,Footwear | Road,21688,579,390.38,982.23,2.516
2023-05-15,MA,SP | Running Shoes,Footwear | Trail,13292,355,239.26,602.01,2.516
2023-05-15,MA,SP | Apparel,Apparel | Outerwear,16886,455,278.62,824.12,2.958
2023-05-15,MA,SP | Apparel,Apparel | Layers,13816,372,227.97,674.28,2.958
2023-05-15,SE,SP | Running Shoes,Footwear | Road,18291,491,329.24,1073.61,3.261
2023-05-15,SE,SP | Running Shoes,Footwear | Trail,11211,301,201.79,658.02,3.261
2023-05-15,SE,SP | Apparel,Apparel | Outerwear,16241,446,267.98,795.81,2.97
2023-05-15,SE,SP | Apparel,Apparel | Layers,13288,365,219.25,651.11,2.97
2023-05-15,MW,SP | Running Shoes,Footwear | Road,20685,555,372.33,1118.95,3.005
2023-05-15,MW,SP | Running Shoes,Footwear | Trail,12678,340,228.2,685.81,3.005
2023-05-15,MW,SP | Apparel,Apparel | Outerwear,14815,439,244.45,659.73,2.699
2023-05-15,MW,SP | Apparel,Apparel | Layers,12121,359,200.0,539.78,2.699
2023-05-15,MT,SP | Running Shoes,Footwear | Road,18158,520,326.84,1200.01,3.671
2023-05-15,MT,SP | Running Shoes,Footwear | Trail,11129,319,200.32,735.49,3.671
2023-05-15,MT,SP | Apparel,Apparel | Outerwear,14353,414,236.82,598.52,2.527
2023-05-15,MT,SP | Apparel,Apparel | Layers,11743,338,193.76,489.7,2.527
2023-05-15,West Coast,SP | Running Shoes,Footwear | Road,23758,670,427.64,1189.99,2.783
2023-05-15,West Coast,SP | Running Shoes,Footwear | Trail,14561,410,262.1,729.35,2.783
2023-05-15,West Coast,SP | Apparel,Apparel | Outerwear,20498,589,338.21,1137.35,3.363
2023-05-15,West Coast,SP | Apparel,Apparel | Layers,16771,482,276.72,930.56,3.363
2023-05-22,Northeast,SP | Running Shoes,Footwear | Road,23855,642,429.38,1586.04,3.694
2023-05-22,Northeast,SP | Running Shoes,Footwear | Trail,14621,394,263.17,972.09,3.694
2023-05-22,Northeast,SP | Apparel,Apparel | Outerwear,18539,509,305.89,986.14,3.224
2023-05-22,Northeast,SP | Apparel,Apparel | Layers,15168,416,250.27,806.85,3.224
2023-05-22,MA,SP | Running Shoes,Footwear | Road,25181,683,453.25,1557.97,3.437
2023-05-22,MA,SP | Running Shoes,Footwear | Trail,15433,418,277.8,954.88,3.437
2023-05-22,MA,SP | Apparel,Apparel | Outerwear,17361,488,286.46,822.92,2.873
2023-05-22,MA,SP | Apparel,Apparel | Layers,14205,399,234.37,673.3,2.873
2023-05-22,SE,SP | Running Shoes,Footwear | Road,22370,626,402.66,1371.43,3.406
2023-05-22,SE,SP | Running Shoes,Footwear | Trail,13711,384,246.79,840.55,3.406
2023-05-22,SE,SP | Apparel,Apparel | Outerwear,15720,433,259.39,753.05,2.903
2023-05-22,SE,SP | Apparel,Apparel | Layers,12862,354,212.22,616.13,2.903
2023-05-22,MW,SP | Running Shoes,Footwear | Road,19590,570,352.62,1008.34,2.86
2023-05-22,MW,SP | Running Shoes,Footwear | Trail,12007,349,216.12,618.02,2.86
2023-05-22,MW,SP | Apparel,Apparel | Outerwear,16572,470,273.44,783.5,2.865
2023-05-22,MW,SP | Apparel,Apparel | Layers,13559,385,223.73,641.05,2.865
2023-05-22,MT,SP | Running Shoes,Footwear | Road,17612,517,317.02,1064.1,3.357
2023-05-22,MT,SP | Running Shoes,Footwear | Trail,10795,317,194.3,652.19,3.357
2023-05-22,MT,SP | Apparel,Apparel | Outerwear,13565,371,223.82,825.34,3.688
2023-05-22,MT,SP | Apparel,Apparel | Layers,11098,303,183.12,675.28,3.688
2023-05-22,West Coast,SP | Running Shoes,Footwear | Road,25923,709,466.61,1400.96,3.002
2023-05-22,West Coast,SP | Running Shoes,Footwear | Trail,15888,434,285.98,858.65,3.002
2023-05-22,West Coast,SP | Apparel,Apparel | Outerwear,20185,583,333.05,1022.1,3.069
2023-05-22,West Coast,SP | Apparel,Apparel | Layers,16515,477,272.5,836.27,3.069
2023-05-29,Northeast,SP | Running Shoes,Footwear | Road,24503,650,441.06,1414.39,3.207
2023-05-29,Northeast,SP | Running Shoes,Footwear | Trail,15018,398,270.33,866.88,3.207
2023-05-29,Northeast,SP | Apparel,Apparel | Outerwear,19447,546,320.88,981.02,3.057
2023-05-29,Northeast,SP | Apparel,Apparel | Layers,15912,447,262.54,802.65,3.057
2023-05-29,MA,SP | Running Shoes,Footwear | Road,21848,595,393.26,993.6,2.527
2023-05-29,MA,SP | Running Shoes,Footwear | Trail,13391,365,241.03,608.98,2.527
2023-05-29,MA,SP | Apparel,Apparel | Outerwear,16762,450,276.57,775.34,2.803
2023-05-29,MA,SP | Apparel,Apparel | Layers,13714,368,226.29,634.37,2.803
2023-05-29,SE,SP | Running Shoes,Footwear | Road,21326,612,383.88,996.94,2.597
2023-05-29,SE,SP | Running Shoes,Footwear | Trail,13071,375,235.28,611.03,2.597
2023-05-29,SE,SP | Apparel,Apparel | Outerwear,14744,393,243.27,739.12,3.038
2023-05-29,SE,SP | Apparel,Apparel | Layers,12063,322,199.04,604.73,3.038
