week_start,geo,send_count,delivered,unique_opens,unique_clicks,open_rate,click_rate
2023-11-06,Northeast,12103,11735,2133,329,0.1818,0.028
2023-11-06,Mid-Atlantic,11176,11060,1896,364,0.1714,0.0329
2023-11-06,Southeast,10626,10430,1765,307,0.1692,0.0294
2023-11-06,Midwest,11152,11024,1668,332,0.1513,0.0301
2023-11-06,Mountain,8615,8355,1279,237,0.1531,0.0284
2023-11-06,West,12945,12531,2096,422,0.1673,0.0337
2023-11-13,Northeast,12513,12301,1851,336,0.1505,0.0273
2023-11-13,Mid-Atlantic,11637,11442,1999,284,0.1747,0.0248
2023-11-13,Southeast,10016,9767,1543,261,0.158,0.0267
2023-11-13,Midwest,10875,10723,1647,306,0.1536,0.0285
2023-11-13,Mountain,8561,8242,1281,227,0.1554,0.0275
2023-11-13,West,13399,13092,1952,368,0.1491,0.0281
2023-11-20,Northeast,15653,15466,2765,342,0.1788,0.0221
2023-11-20,Mid-Atlantic,15759,15586,2350,340,0.1508,0.0218
2023-11-20,Southeast,13852,13606,2178,333,0.1601,0.0245
2023-11-20,Midwest,13299,12985,2131,312,0.1641,0.024
2023-11-20,Mountain,11918,11689,2071,325,0.1772,0.0278
2023-11-20,West,16244,15969,2622,422,0.1642,0.0264
2023-11-27,Northeast,14994,14810,2210,355,0.1492,0.024
2023-11-27,Mid-Atlantic,15836,15510,2280,377,0.147,0.0243
2023-11-27,Southeast,12765,12518,2068,309,0.1652,0.0247
2023-11-27,Midwest,14666,14498,2207,373,0.1522,0.0257
2023-11-27,Mountain,11569,11345,1635,284,0.1441,0.025
2023-11-27,West,16502,16288,2660,353,0.1633,0.0217
2023-12-04,Northeast,12817,12335,1859,278,0.1507,0.0225
2023-12-04,Mid-Atlantic,13154,12652,2241,294,0.1771,0.0232
2023-12-04,Southeast,10797,10583,1675,214,0.1583,0.0202
2023-12-04,Midwest,11588,11291,1730,217,0.1532,0.0192
2023-12-04,Mountain,9111,8928,1512,164,0.1693,0.0184
2023-12-04,West,14897,14431,2315,276,0.1604,0.0191
2023-12-11,Northeast,13042,12599,2128,222,0.1689,0.0176
2023-12-11,Mid-Atlantic,12058,11861,2040,285,0.172,0.024
2023-12-11,Southeast,11571,11167,2142,238,0.1918,0.0213
2023-12-11,Midwest,12005,11868,2166,218,0.1825,0.0184
2023-12-11,Mountain,9585,9212,1499,169,0.1627,0.0183
2023-12-11,West,14325,13955,2330,239,0.167,0.0171
2023-12-18,Northeast,14023,13661,2638,270,0.1931,0.0198
2023-12-18,Mid-Atlantic,12448,12112,2196,276,0.1813,0.0228
2023-12-18,Southeast,11563,11389,2114,251,0.1856,0.022
2023-12-18,Midwest,11888,11753,2232,207,0.1899,0.0176
2023-12-18,Mountain,9440,9231,1722,155,0.1865,0.0168
2023-12-18,West,15141,14749,2987,320,0.2025,0.0217
2023-12-25,Northeast,17076,16739,3423,378,0.2045,0.0226
2023-12-25,Mid-Atlantic,15007,14512,3190,248,0.2198,0.0171
2023-12-25,Southeast,13662,13309,2849,299,0.2141,0.0225
2023-12-25,Midwest,14187,13755,2589,272,0.1882,0.0198
2023-12-25,Mountain,11524,11085,2453,241,0.2213,0.0217
2023-12-25,West,16891,16425,3505,340,0.2134,0.0207
2024-01-01,Northeast,10659,10400,2212,203,0.2127,0.0195
2024-01-01,Mid-Atlantic,9372,9267,1942,195,0.2096,0.021
2024-01-01,Southeast,8221,8049,1664,207,0.2067,0.0257
2024-01-01,Midwest,8986,8672,2000,179,0.2306,0.0206
2024-01-01,Mountain,7636,7361,1678,176,0.228,0.0239
2024-01-01,West,11700,11305,2433,294,0.2152,0.026
2024-01-08,Northeast,13421,13100,3126,322,0.2386,0.0246
2024-01-08,Mid-Atlantic,13405,12914,2952,328,0.2286,0.0254
2024-01-08,Southeast,11814,11662,2578,280,0.2211,0.024
2024-01-08,Midwest,11912,11599,2892,320,0.2493,0.0276
2024-01-08,Mountain,9230,8862,2113,238,0.2384,0.0269
2024-01-08,West,14768,14328,3449,335,0.2407,0.0234
2024-01-15,Northeast,10507,10378,2687,277,0.2589,0.0267
2024-01-15,Mid-Atlantic,9993,9738,2406,276,0.2471,0.0283
2024-01-15,Southeast,8833,8598,2109,259,0.2453,0.0301
2024-01-15,Midwest,8994,8635,2041,231,0.2364,0.0268
2024-01-15,Mountain,7948,7656,1745,245,0.2279,0.032
2024-01-15,West,10540,10142,2323,294,0.229,0.029
2024-01-22,Northeast,10879,10495,2532,325,0.2413,0.031
2024-01-22,Mid-Atlantic,9895,9641,2652,293,0.2751,0.0304
2024-01-22,Southeast,8515,8276,2263,245,0.2735,0.0296
2024-01-22,Midwest,9322,9042,2306,260,0.255,0.0287
2024-01-22,Mountain,8310,8120,2196,257,0.2705,0.0316
2024-01-22,West,10720,10342,2872,298,0.2777,0.0288
2024-01-29,Northeast,10749,10374,2782,352,0.2682,0.0339
2024-01-29,Mid-Atlantic,10072,9686,2449,308,0.2528,0.0318
2024-01-29,Southeast,9591,9305,2502,345,0.2689,0.0371
2024-01-29,Midwest,8898,8656,2322,279,0.2682,0.0322
2024-01-29,Mountain,8060,7917,2018,279,0.2549,0.0353
2024-01-29,West,11974,11814,3392,386,0.2871,0.0327
2024-02-05,Northeast,10699,10309,2997,387,0.2907,0.0375
2024-02-05,Mid-Atlantic,10106,9745,2732,379,0.2803,0.0389
2024-02-05,Southeast,8593,8368,2376,312,0.2839,0.0373
2024-02-05,Midwest,9683,9540,2790,313,0.2925,0.0328
2024-02-05,Mountain,8096,7797,2081,302,0.2669,0.0387
2024-02-05,West,11753,11352,3351,393,0.2952,0.0346
2024-02-12,Northeast,11459,11032,3283,375,0.2976,0.034
2024-02-12,Mid-Atlantic,9698,9403,2649,330,0.2817,0.0351
2024-02-12,Southeast,9590,9276,2756,370,0.2971,0.0399
2024-02-12,Midwest,9348,9106,2727,362,0.2995,0.0397
2024-02-12,Mountain,8063,7879,2066,309,0.2622,0.0392
2024-02-12,West,11085,10677,2876,394,0.2694,0.0369
2024-02-19,Northeast,11246,10829,3093,396,0.2856,0.0366
2024-02-19,Mid-Atlantic,10659,10518,2892,375,0.275,0.0357
2024-02-19,Southeast,9918,9719,2675,332,0.2752,0.0342
2024-02-19,Midwest,9283,9034,2561,339,0.2835,0.0375
2024-02-19,Mountain,8648,8422,2186,309,0.2596,0.0367
2024-02-19,West,11948,11809,3298,470,0.2793,0.0398
2024-02-26,Northeast,10668,10376,3024,369,0.2914,0.0356
2024-02-26,Mid-Atlantic,10597,10341,2844,345,0.275,0.0334
2024-02-26,Southeast,9485,9285,2407,357,0.2592,0.0384
2024-02-26,Midwest,9453,9196,2536,312,0.2758,0.0339
2024-02-26,Mountain,7848,7733,2218,294,0.2868,0.038
2024-02-26,West,12506,12013,3203,419,0.2666,0.0349
2024-03-04,Northeast,12610,12363,3547,401,0.2869,0.0324
2024-03-04,Mid-Atlantic,12279,11820,3391,413,0.2869,0.0349
2024-03-04,Southeast,10465,10166,2615,298,0.2572,0.0293
2024-03-04,Midwest,11091,10751,2845,343,0.2646,0.0319
2024-03-04,Mountain,9679,9432,2400,292,0.2544,0.031
2024-03-04,West,14050,13627,3719,443,0.2729,0.0325
2024-03-11,Northeast,15257,14766,3886,456,0.2632,0.0309
2024-03-11,Mid-Atlantic,14433,14213,3813,472,0.2683,0.0332
2024-03-11,Southeast,12457,12206,3039,328,0.249,0.0269
2024-03-11,Midwest,13135,12928,3277,356,0.2535,0.0275
2024-03-11,Mountain,11307,11109,3022,359,0.272,0.0323
2024-03-11,West,16716,16425,4272,540,0.2601,0.0329
2024-03-18,Northeast,17354,17031,3967,424,0.2329,0.0249
2024-03-18,Mid-Atlantic,15567,14991,3428,418,0.2287,0.0279
2024-03-18,Southeast,13552,13304,3514,321,0.2641,0.0241
2024-03-18,Midwest,13859,13605,3133,343,0.2303,0.0252
2024-03-18,Mountain,11419,10983,2538,312,0.2311,0.0284
2024-03-18,West,17465,17192,4348,476,0.2529,0.0277
2024-03-25,Northeast,12358,12095,2771,336,0.2291,0.0278
2024-03-25,Mid-Atlantic,12582,12098,2670,318,0.2207,0.0263
2024-03-25,Southeast,10908,10699,2565,309,0.2397,0.0289
2024-03-25,Midwest,11610,11283,2760,284,0.2446,0.0252
2024-03-25,Mountain,8835,8692,1977,254,0.2275,0.0292
2024-03-25,West,12996,12560,2811,290,0.2238,0.0231
2024-04-01,Northeast,12868,12422,2906,276,0.2339,0.0222
2024-04-01,Mid-Atlantic,12524,12187,2632,325,0.216,0.0267
2024-04-01,Southeast,10256,10022,2083,198,0.2078,0.0198
2024-04-01,Midwest,11671,11230,2395,234,0.2133,0.0208
2024-04-01,Mountain,10060,9744,2012,219,0.2065,0.0225
2024-04-01,West,14322,13865,3030,281,0.2185,0.0203
2024-04-08,Northeast,13033,12701,2456,243,0.1934,0.0191
2024-04-08,Mid-Atlantic,13254,12972,2441,275,0.1882,0.0212
2024-04-08,Southeast,10640,10216,2233,217,0.2186,0.0212
2024-04-08,Midwest,12223,12084,2284,288,0.189,0.0238
2024-04-08,Mountain,9126,8959,1724,195,0.1924,0.0218
2024-04-08,West,13900,13582,3023,250,0.2226,0.0184
2024-04-15,Northeast,13190,12732,2661,261,0.209,0.0205
2024-04-15,Mid-Atlantic,12124,11738,2177,272,0.1855,0.0232
2024-04-15,Southeast,11780,11631,2008,214,0.1726,0.0184
2024-04-15,Midwest,12157,11749,2169,216,0.1846,0.0184
2024-04-15,Mountain,9665,9385,1930,162,0.2056,0.0173
2024-04-15,West,13412,13121,2748,312,0.2094,0.0238
2024-04-22,Northeast,13014,12530,2118,217,0.169,0.0173
2024-04-22,Mid-Atlantic,12419,12218,2398,209,0.1963,0.0171
2024-04-22,Southeast,11014,10824,2004,249,0.1851,0.023
2024-04-22,Midwest,12469,12050,2094,224,0.1738,0.0186
2024-04-22,Mountain,10294,10089,1789,222,0.1773,0.022
2024-04-22,West,14023,13568,2385,301,0.1758,0.0222
2024-04-29,Northeast,13623,13241,2197,281,0.1659,0.0212
2024-04-29,Mid-Atlantic,12633,12471,2216,249,0.1777,0.02
2024-04-29,Southeast,12053,11914,2217,213,0.1861,0.0179
2024-04-29,Midwest,11753,11617,1817,200,0.1564,0.0172
2024-04-29,Mountain,10487,10123,1853,242,0.183,0.0239
2024-04-29,West,13869,13715,2159,298,0.1574,0.0217
