week_start,geo,competitor_price_index
2023-07-17,WE,104.411
2023-07-24,NE,104.278
2023-07-24,MA,101.954
2023-07-24,SE,102.746
2023-07-24,MW,104.354
2023-07-24,MT,105.023
2023-07-24,WE,103.272
2023-07-31,NE,101.864
2023-07-31,MA,102.23
2023-07-31,SE,102.179
2023-07-31,MW,103.197
2023-07-31,MT,102.41
2023-07-31,WE,104.425
2023-08-07,NE,102.938
2023-08-07,MA,103.532
2023-08-07,SE,103.943
2023-08-07,MW,104.093
2023-08-07,MT,103.658
2023-08-07,WE,102.336
2023-08-14,NE,102.15
2023-08-14,MA,102.409
2023-08-14,SE,103.589
2023-08-14,MW,102.624
2023-08-14,MT,102.935
2023-08-14,WE,103.268
2023-08-21,NE,103.442
2023-08-21,MA,103.24
2023-08-21,SE,103.613
2023-08-21,MW,103.86
2023-08-21,MT,104.762
2023-08-21,WE,104.338
2023-08-28,NE,102.239
2023-08-28,MA,103.776
2023-08-28,SE,103.259
2023-08-28,MW,103.627
2023-08-28,MT,102.34
2023-08-28,WE,103.943
2023-09-04,NE,103.764
2023-09-04,MA,103.675
2023-09-04,SE,103.919
2023-09-04,MW,103.899
2023-09-04,MT,103.877
2023-09-04,WE,103.672
2023-09-11,NE,103.477
2023-09-11,MA,103.115
2023-09-11,SE,104.087
2023-09-11,MW,103.773
2023-09-11,MT,103.846
2023-09-11,WE,103.433
2023-09-18,NE,102.551
2023-09-18,MA,104.653
2023-09-18,SE,104.335
2023-09-18,MW,103.714
2023-09-18,MT,104.53
2023-09-18,WE,103.808
2023-09-25,NE,103.543
2023-09-25,MA,104.815
2023-09-25,SE,103.459
2023-09-25,MW,102.965
2023-09-25,MT,103.603
2023-09-25,WE,104.495
2023-10-02,NE,103.865
2023-10-02,MA,105.388
2023-10-02,SE,105.084
2023-10-02,MW,104.305
2023-10-02,MT,103.271
2023-10-02,WE,104.037
2023-10-09,NE,103.791
2023-10-09,MA,104.402
2023-10-09,SE,104.348
2023-10-09,MW,105.246
2023-10-09,MT,104.296
2023-10-09,WE,104.568
2023-10-16,NE,103.556
2023-10-16,MA,104.97
2023-10-16,SE,103.452
2023-10-16,MW,105.496
2023-10-16,MT,104.482
2023-10-16,WE,103.507
2023-10-23,NE,104.709
2023-10-23,MA,104.982
2023-10-23,SE,105.218
2023-10-23,MW,104.801
2023-10-23,MT,106.423
2023-10-23,WE,104.975
2023-10-30,NE,106.603
2023-10-30,MA,105.411
2023-10-30,SE,105.041
2023-10-30,MW,107.084
2023-10-30,MT,106.02
2023-10-30,WE,106.365
2023-11-06,NE,109.918
2023-11-06,MA,109.221
2023-11-06,SE,111.504
2023-11-06,MW,109.82
2023-11-06,MT,109.304
2023-11-06,WE,109.748
2023-11-13,NE,111.506
2023-11-13,MA,110.1
2023-11-13,SE,111.333
2023-11-13,MW,110.35
2023-11-13,MT,111.979
2023-11-13,WE,111.909
2023-11-20,NE,112.24
2023-11-20,MA,111.483
2023-11-20,SE,111.631
2023-11-20,MW,110.438
2023-11-20,MT,111.243
2023-11-20,WE,111.22
2023-11-27,NE,111.885
2023-11-27,MA,114.304
2023-11-27,SE,113.349
2023-11-27,MW,113.57
2023-11-27,MT,112.346
2023-11-27,WE,112.358
2023-12-04,NE,112.536
2023-12-04,MA,112.222
2023-12-04,SE,112.297
2023-12-04,MW,113.677
2023-12-04,MT,113.235
2023-12-04,WE,112.745
2023-12-11,NE,114.871
2023-12-11,MA,113.589
2023-12-11,SE,114.383
2023-12-11,MW,112.671
2023-12-11,MT,113.362
2023-12-11,WE,112.655
2023-12-18,NE,113.887
2023-12-18,MA,113.945
2023-12-18,SE,114.944
2023-12-18,MW,113.234
2023-12-18,MT,113.121
2023-12-18,WE,114.806
2023-12-25,NE,113.986
2023-12-25,MA,114.164
2023-12-25,SE,115.456
2023-12-25,MW,113.956
2023-12-25,MT,113.855
2023-12-25,WE,113.362
2024-01-01,NE,110.207
2024-01-01,MA,109.326
2024-01-01,SE,110.444
2024-01-01,MW,110.504
2024-01-01,MT,109.434
2024-01-01,WE,109.255
2024-01-08,NE,111.623
2024-01-08,MA,110.507
2024-01-08,SE,110.872
2024-01-08,MW,111.15
2024-01-08,MT,110.663
2024-01-08,WE,111.491
2024-01-15,NE,110.576
2024-01-15,MA,111.305
2024-01-15,SE,110.674
2024-01-15,MW,111.672
2024-01-15,MT,111.093
2024-01-15,WE,110.454
2024-01-22,NE,110.084
2024-01-22,MA,111.626
2024-01-22,SE,109.452
2024-01-22,MW,111.227
2024-01-22,MT,110.12
2024-01-22,WE,111.671
2024-01-29,NE,110.926
2024-01-29,MA,111.027
2024-01-29,SE,110.613
2024-01-29,MW,111.216
2024-01-29,MT,110.06
2024-01-29,WE,111.314
2024-02-05,NE,112.291
2024-02-05,MA,110.328
2024-02-05,SE,111.375
2024-02-05,MW,111.737
2024-02-05,MT,112.031
2024-02-05,WE,111.341
2024-02-12,NE,110.251
2024-02-12,MA,110.99
2024-02-12,SE,110.977
2024-02-12,MW,111.183
2024-02-12,MT,112.051
2024-02-12,WE,111.092
2024-02-19,NE,111.179
2024-02-19,MA,112.62
2024-02-19,SE,111.234
2024-02-19,MW,111.645
2024-02-19,MT,110.733
2024-02-19,WE,112.625
2024-02-26,NE,112.547
2024-02-26,MA,112.71
2024-02-26,SE,111.733
2024-02-26,MW,112.123
2024-02-26,MT,111.243
2024-02-26,WE,111.584
2024-03-04,NE,113.221
2024-03-04,MA,112.478
2024-03-04,SE,113.516
2024-03-04,MW,112.636
2024-03-04,MT,111.991
2024-03-04,WE,111.593
2024-03-11,NE,112.316
2024-03-11,MA,111.191
2024-03-11,SE,113.05
2024-03-11,MW,111.904
2024-03-11,MT,113.58
2024-03-11,WE,111.688
2024-03-18,NE,113.098
2024-03-18,MA,113.114
2024-03-18,SE,112.822
2024-03-18,MW,113.112
2024-03-18,MT,112.956
2024-03-18,WE,113.349
2024-03-25,NE,111.731
2024-03-25,MA,111.633
2024-03-25,SE,113.231
2024-03-25,MW,113.376
2024-03-25,MT,112.729
2024-03-25,WE,111.965
2024-04-01,NE,111.778
2024-04-01,MA,112.709
2024-04-01,SE,112.954
2024-04-01,MW,112.12
2024-04-01,MT,110.644
2024-04-01,WE,112.58
2024-04-08,NE,111.016
2024-04-08,MA,111.269
2024-04-08,SE,110.886
2024-04-08,MW,111.899
2024-04-08,MT,112.19
2024-04-08,WE,111.011
2024-04-15,NE,111.649
2024-04-15,MA,110.327
2024-04-15,SE,111.803
2024-04-15,MW,110.737
2024-04-15,MT,110.998
2024-04-15,WE,112.115
2024-04-22,NE,110.055
2024-04-22,MA,111.557
2024-04-22,SE,111.093
2024-04-22,MW,110.495
2024-04-22,MT,110.483
2024-04-22,WE,111.131
2024-04-29,NE,111.356
2024-04-29,MA,109.25
2024-04-29,SE,110.029
2024-04-29,MW,110.08
2024-04-29,MT,110.238
2024-04-29,WE,109.789
2024-05-06,NE,108.678
2024-05-06,MA,111.492
2024-05-06,SE,108.684
2024-05-06,MW,111.029
2024-05-06,MT,109.873
2024-05-06,WE,110.448
2024-05-13,NE,109.921
2024-05-13,MA,108.112
2024-05-13,SE,109.516
2024-05-13,MW,109.094
2024-05-13,MT,109.43
2024-05-13,WE,110.188
2024-05-20,NE,109.027
2024-05-20,MA,109.318
2024-05-20,SE,107.939
2024-05-20,MW,108.531
2024-05-20,MT,109.082
2024-05-20,WE,109.396
2024-05-27,NE,109.87
2024-05-27,MA,109.951
2024-05-27,SE,110.043
2024-05-27,MW,109.772
2024-05-27,MT,108.767
2024-05-27,WE,108.025
2024-06-03,NE,107.688
2024-06-03,MA,107.047
2024-06-03,SE,105.811
2024-06-03,MW,107.908
2024-06-03,MT,106.295
2024-06-03,WE,108.25
2024-06-10,NE,108.073
2024-06-10,MA,106.475
2024-06-10,SE,106.8
2024-06-10,MW,106.349
2024-06-10,MT,107.081
2024-06-10,WE,107.218
2024-06-17,NE,106.714
2024-06-17,MA,107.357
2024-06-17,SE,104.897
2024-06-17,MW,105.94
2024-06-17,MT,104.377
2024-06-17,WE,107.016
2024-06-24,NE,105.088
2024-06-24,MA,106.734
2024-06-24,SE,105.117
2024-06-24,MW,106.369
2024-06-24,MT,106.446
2024-06-24,WE,105.682
2024-07-01,NE,105.486
2024-07-01,MA,104.879
2024-07-01,SE,106.711
2024-07-01,MW,105.562
2024-07-01,MT,105.687
2024-07-01,WE,105.993
2024-07-08,NE,105.437
2024-07-08,MA,105.515
2024-07-08,SE,104.741
2024-07-08,MW,105.552
2024-07-08,MT,105.454
2024-07-08,WE,104.382
2024-07-15,NE,104.616
2024-07-15,MA,104.165
2024-07-15,SE,104.744
2024-07-15,MW,104.647
2024-07-15,MT,104.293
2024-07-15,WE,105.125
2024-07-22,NE,104.977
2024-07-22,MA,103.53
2024-07-22,SE,104.627
2024-07-22,MW,103.423
2024-07-22,MT,103.082
2024-07-22,WE,103.066
2024-07-29,NE,103.894
2024-07-29,MA,104.801
2024-07-29,SE,103.886
2024-07-29,MW,103.348
2024-07-29,MT,104.382
2024-07-29,WE,103.795
2024-08-05,NE,103.292
2024-08-05,MA,104.247
2024-08-05,SE,105.095
2024-08-05,MW,104.962
2024-08-05,MT,105.455
2024-08-05,WE,105.003
2024-08-12,NE,103.733
2024-08-12,MA,102.726
2024-08-12,SE,102.555
2024-08-12,MW,104.304
2024-08-12,MT,103.118
2024-08-12,WE,104.723
2024-08-19,NE,101.92
2024-08-19,MA,103.048
2024-08-19,SE,102.181
2024-08-19,MW,102.627
2024-08-19,MT,102.527
2024-08-19,WE,104.307
2024-08-26,NE,102.524
2024-08-26,MA,102.522
2024-08-26,SE,103.688
2024-08-26,MW,102.598
2024-08-26,MT,102.082
2024-08-26,WE,103.912
2024-09-02,NE,103.664
2024-09-02,MA,102.833
2024-09-02,SE,102.896
2024-09-02,MW,105.052
2024-09-02,MT,103.805
2024-09-02,WE,103.85
2024-09-09,NE,103.802
2024-09-09,MA,103.275
2024-09-09,SE,103.601
2024-09-09,MW,104.444
2024-09-09,MT,102.964
2024-09-09,WE,102.899
2024-09-16,NE,103.51
2024-09-16,MA,104.679
2024-09-16,SE,104.455
2024-09-16,MW,104.487
2024-09-16,MT,103.96
2024-09-16,WE,103.927
2024-09-23,NE,104.81
2024-09-23,MA,105.464
2024-09-23,SE,104.143
2024-09-23,MW,103.743
2024-09-23,MT,105.526
2024-09-23,WE,103.286
2024-09-30,NE,103.326
2024-09-30,MA,104.821
2024-09-30,SE,103.845
2024-09-30,MW,103.982
2024-09-30,MT,103.501
2024-09-30,WE,103.745
2024-10-07,NE,104.903
2024-10-07,MA,105.015
2024-10-07,SE,103.606
2024-10-07,MW,104.706
2024-10-07,MT,105.099
2024-10-07,WE,105.586
2024-10-14,NE,104.861
2024-10-14,MA,107.021
2024-10-14,SE,105.261
2024-10-14,MW,106.876
2024-10-14,MT,104.824
2024-10-14,WE,105.944
2024-10-21,NE,106.031
2024-10-21,MA,106.123
2024-10-21,SE,104.881
2024-10-21,MW,104.599
2024-10-21,MT,104.427
2024-10-21,WE,104.889
2024-10-28,NE,105.919
2024-10-28,MA,105.526
2024-10-28,SE,105.227
2024-10-28,MW,104.732
2024-10-28,MT,106.244
2024-10-28,WE,105.945
2024-11-04,NE,110.244
2024-11-04,MA,111.394
2024-11-04,SE,109.201
2024-11-04,MW,111.287
2024-11-04,MT,111.622
2024-11-04,WE,110.806
2024-11-11,NE,110.778
2024-11-11,MA,110.151
2024-11-11,SE,111.262
2024-11-11,MW,110.01
2024-11-11,MT,110.199
2024-11-11,WE,111.724
2024-11-18,NE,111.907
2024-11-18,MA,111.814
2024-11-18,SE,112.994
2024-11-18,MW,111.837
2024-11-18,MT,111.676
2024-11-18,WE,112.466
2024-11-25,NE,112.156
2024-11-25,MA,113.023
2024-11-25,SE,113.329
2024-11-25,MW,112.701
2024-11-25,MT,112.526
2024-11-25,WE,113.386
2024-12-02,NE,114.494
2024-12-02,MA,113.6
2024-12-02,SE,112.544
2024-12-02,MW,114.053
2024-12-02,MT,113.991
2024-12-02,WE,114.551
2024-12-09,NE,114.502
2024-12-09,MA,113.477
2024-12-09,SE,113.619
2024-12-09,MW,113.222
2024-12-09,MT,113.923
2024-12-09,WE,114.114
2024-12-16,NE,113.942
2024-12-16,MA,114.448
2024-12-16,SE,115.389
2024-12-16,MW,114.696
2024-12-16,MT,113.891
2024-12-16,WE,115.399
2024-12-23,NE,115.698
2024-12-23,MA,115.779
2024-12-23,SE,116.931
2024-12-23,MW,116.651
2024-12-23,MT,116.793
2024-12-23,WE,115.622
2024-12-30,NE,114.71
2024-12-30,MA,115.238
2024-12-30,SE,115.149
2024-12-30,MW,113.899
2024-12-30,MT,115.107
2024-12-30,WE,115.954
2025-01-06,NE,110.495
2025-01-06,MA,111.147
2025-01-06,SE,111.465
2025-01-06,MW,110.623
2025-01-06,MT,109.929
2025-01-06,WE,110.18
2025-01-13,NE,110.999
2025-01-13,MA,110.48
2025-01-13,SE,110.435
2025-01-13,MW,110.868
2025-01-13,MT,112.388
2025-01-13,WE,110.098
2025-01-20,NE,110.548
2025-01-20,MA,110.824
2025-01-20,SE,110.676
2025-01-20,MW,112.223
2025-01-20,MT,112.27
2025-01-20,WE,111.318
2025-01-27,NE,111.955
2025-01-27,MA,112.456
2025-01-27,SE,112.419
2025-01-27,MW,111.637
2025-01-27,MT,112.467
2025-01-27,WE,111.861
2025-02-03,NE,111.278
2025-02-03,MA,112.11
2025-02-03,SE,111.424
2025-02-03,MW,112.943
2025-02-03,MT,112.595
2025-02-03,WE,110.751
2025-02-10,NE,110.803
2025-02-10,MA,112.437
2025-02-10,SE,112.8
2025-02-10,MW,111.638
2025-02-10,MT,112.052
2025-02-10,WE,112.636
2025-02-17,NE,112.813
2025-02-17,MA,112.201
2025-02-17,SE,112.856
2025-02-17,MW,112.146
2025-02-17,MT,112.121
2025-02-17,WE,111.943
2025-02-24,NE,111.357
2025-02-24,MA,112.894
2025-02-24,SE,112.642
2025-02-24,MW,111.183
2025-02-24,MT,111.336
2025-02-24,WE,112.857
2025-03-03,NE,113.039
2025-03-03,MA,113.954
2025-03-03,SE,112.932
2025-03-03,MW,114.025
2025-03-03,MT,113.144
2025-03-03,WE,113.112
2025-03-10,NE,112.869
2025-03-10,MA,112.186
2025-03-10,SE,112.42
2025-03-10,MW,112.878
2025-03-10,MT,113.149
2025-03-10,WE,112.312
2025-03-17,NE,112.131
2025-03-17,MA,112.653
2025-03-17,SE,112.305
2025-03-17,MW,112.016
2025-03-17,MT,113.717
2025-03-17,WE,112.252
2025-03-24,NE,111.981
2025-03-24,MA,113.101
2025-03-24,SE,113.858
2025-03-24,MW,112.25
2025-03-24,MT,112.045
2025-03-24,WE,113.885
2025-03-31,NE,112.338
2025-03-31,MA,111.963
2025-03-31,SE,112.852
2025-03-31,MW,113.176
2025-03-31,MT,111.015
2025-03-31,WE,113.052
2025-04-07,NE,111.962
2025-04-07,MA,112.151
2025-04-07,SE,111.347
2025-04-07,MW,112.888
2025-04-07,MT,112.438
2025-04-07,WE,113.123
2025-04-14,NE,111.501
2025-04-14,MA,113.212
2025-04-14,SE,111.307
2025-04-14,MW,112.789
2025-04-14,MT,112.214
2025-04-14,WE,110.971
2025-04-21,NE,111.726
2025-04-21,MA,110.098
2025-04-21,SE,110.892
2025-04-21,MW,111.279
2025-04-21,MT,110.923
2025-04-21,WE,110.334
2025-04-28,NE,111.506
2025-04-28,MA,110.533
2025-04-28,SE,111.339
2025-04-28,MW,109.531
2025-04-28,MT,110.284
2025-04-28,WE,111.066
2025-05-05,NE,109.711
2025-05-05,MA,110.928
2025-05-05,SE,108.823
2025-05-05,MW,110.853
2025-05-05,MT,110.498
2025-05-05,WE,109.941
2025-05-12,NE,110.99
2025-05-12,MA,111.385
2025-05-12,SE,111.411
2025-05-12,MW,110.286
2025-05-12,MT,110.036
2025-05-12,WE,110.44
2025-05-19,NE,109.505
2025-05-19,MA,109.045
2025-05-19,SE,109.243
2025-05-19,MW,109.512
2025-05-19,MT,111.094
2025-05-19,WE,109.836
2025-05-26,NE,108.699
2025-05-26,MA,108.801
2025-05-26,SE,109.065
2025-05-26,MW,109.715
2025-05-26,MT,108.24
2025-05-26,WE,107.838
2025-06-02,NE,108.894
2025-06-02,MA,108.169
2025-06-02,SE,107.809
2025-06-02,MW,108.683
2025-06-02,MT,108.117
2025-06-02,WE,108.238
2025-06-09,NE,106.844
2025-06-09,MA,107.584
2025-06-09,SE,106.873
2025-06-09,MW,106.327
2025-06-09,MT,107.213
2025-06-09,WE,106.082
2025-06-16,NE,106.274
2025-06-16,MA,106.634
2025-06-16,SE,105.504
2025-06-16,MW,106.366
2025-06-16,MT,107.094
2025-06-16,WE,106.088
2025-06-23,NE,106.123
2025-06-23,MA,106.944
2025-06-23,SE,107.26
2025-06-23,MW,106.008
2025-06-23,MT,106.185
2025-06-23,WE,105.929
2025-06-30,NE,105.678
2025-06-30,MA,105.731
2025-06-30,SE,105.395
2025-06-30,MW,104.827
2025-06-30,MT,105.664
2025-06-30,WE,105.478
2025-07-07,NE,104.431
2025-07-07,MA,105.289
2025-07-07,SE,105.845
2025-07-07,MW,106.184
2025-07-07,MT,106.215
2025-07-07,WE,105.221
2025-07-14,NE,104.939
2025-07-14,MA,104.937
2025-07-14,SE,105.683
2025-07-14,MW,106.353
2025-07-14,MT,104.141
2025-07-14,WE,104.64
2025-07-21,NE,105.146
2025-07-21,MA,105.843
2025-07-21,SE,106.325
2025-07-21,MW,105.059
2025-07-21,MT,105.802
2025-07-21,WE,105.135
2025-07-28,NE,103.382
2025-07-28,MA,105.408
2025-07-28,SE,103.466
2025-07-28,MW,105.225
2025-07-28,MT,103.866
2025-07-28,WE,103.904
2025-08-04,NE,104.019
2025-08-04,MA,104.78
2025-08-04,SE,102.758
2025-08-04,MW,104.612
2025-08-04,MT,103.361
2025-08-04,WE,103.635
2025-08-11,NE,104.233
2025-08-11,MA,104.843
2025-08-11,SE,104.062
2025-08-11,MW,103.653
2025-08-11,MT,104.918
2025-08-11,WE,102.514
2025-08-18,NE,104.283
2025-08-18,MA,102.943
2025-08-18,SE,103.851
2025-08-18,MW,102.266
2025-08-18,MT,103.486
2025-08-18,WE,102.277
2025-08-25,NE,102.672
2025-08-25,MA,103.37
2025-08-25,SE,102.701
2025-08-25,MW,103.268
2025-08-25,MT,102.913
2025-08-25,WE,103.17
2025-09-01,NE,103.685
2025-09-01,MA,103.827
2025-09-01,SE,104.063
2025-09-01,MW,104.031
2025-09-01,MT,105.297
2025-09-01,WE,105.03
2025-09-08,NE,104.623
2025-09-08,MA,104.579
2025-09-08,SE,103.936
2025-09-08,MW,104.899
2025-09-08,MT,104.508
2025-09-08,WE,104.45
2025-09-15,NE,104.464
2025-09-15,MA,104.35
2025-09-15,SE,105.613
2025-09-15,MW,103.146
2025-09-15,MT,104.044
2025-09-15,WE,104.117
2025-09-22,NE,105.477
2025-09-22,MA,103.557
2025-09-22,SE,104.394
2025-09-22,MW,103.923
2025-09-22,MT,105.039
2025-09-22,WE,104.693
2025-09-29,NE,104.993
2025-09-29,MA,105.444
2025-09-29,SE,106.562
2025-09-29,MW,106.756
2025-09-29,MT,104.887
2025-09-29,WE,104.87
2025-10-06,NE,105.305
2025-10-06,MA,105.638
2025-10-06,SE,105.401
2025-10-06,MW,105.994
2025-10-06,MT,104.568
2025-10-06,WE,106.266
2025-10-13,NE,106.048
2025-10-13,MA,106.003
2025-10-13,SE,104.528
2025-10-13,MW,104.04
2025-10-13,MT,106.589
2025-10-13,WE,106.792
2025-10-20,NE,105.967
2025-10-20,MA,105.186
2025-10-20,SE,107.029
2025-10-20,MW,106.176
2025-10-20,MT,105.289
2025-10-20,WE,105.187
2025-10-27,NE,107.075
2025-10-27,MA,106.505
2025-10-27,SE,106.706
2025-10-27,MW,106.072
2025-10-27,MT,107.076
2025-10-27,WE,106.812
2025-11-03,NE,110.562
2025-11-03,MA,109.845
2025-11-03,SE,112.136
2025-11-03,MW,110.256
2025-11-03,MT,111.333
2025-11-03,WE,110.418
2025-11-10,NE,111.392
2025-11-10,MA,112.699
2025-11-10,SE,110.74
2025-11-10,MW,111.108
2025-11-10,MT,112.614
2025-11-10,WE,112.641
2025-11-17,NE,112.567
2025-11-17,MA,111.93
2025-11-17,SE,111.2
2025-11-17,MW,112.73
2025-11-17,MT,112.416
2025-11-17,WE,112.363
2025-11-24,NE,114.706
2025-11-24,MA,112.422
2025-11-24,SE,113.144
2025-11-24,MW,113.478
2025-11-24,MT,113.207
2025-11-24,WE,113.077
2025-12-01,NE,113.85
2025-12-01,MA,114.164
2025-12-01,SE,113.671
2025-12-01,MW,113.434
2025-12-01,MT,114.192
2025-12-01,WE,114.064
2025-12-08,NE,114.818
2025-12-08,MA,115.842
2025-12-08,SE,115.042
2025-12-08,MW,114.385
2025-12-08,MT,115.496
2025-12-08,WE,114.929
2025-12-15,NE,114.363
2025-12-15,MA,115.935
2025-12-15,SE,114.695
2025-12-15,MW,116.473
2025-12-15,MT,114.848
2025-12-15,WE,115.382
2025-12-22,NE,115.425
2025-12-22,MA,116.148
2025-12-22,SE,116.148
2025-12-22,MW,115.664
2025-12-22,MT,115.889
2025-12-22,WE,115.74
