time,geo,kpi_orders,kpi_revenue,revenue_per_kpi,population,paid_search_impressions,paid_search_spend,shopping_impressions,shopping_spend,paid_social_impressions,paid_social_spend,organic_sessions,consumer_sentiment_index,competitor_discount_index,music_center_promo
2024-05-20,CA,1120,314242.97,280.57,39000000,389693,2870.58,204632,1473.35,273151,3072.42,10250,103.087,0.0859,0
2024-05-20,TX,940,273895.9,291.38,30500000,318231,2300.94,154688,1113.75,227599,2570.2,8773,101.973,0.0969,0
2024-05-20,FL,779,220073.49,282.51,22900000,279248,2000.27,133832,963.59,197652,2223.25,7620,102.46,0.0718,0
2024-05-20,NY,809,234890.38,290.35,19600000,299798,2199.69,154203,1110.26,209911,2369.73,7056,101.707,0.0837,0
2024-05-27,CA,1125,316280.37,281.14,39000000,379640,2809.07,193466,1392.95,271800,3067.14,10301,102.868,0.0823,0
2024-05-27,TX,920,266069.16,289.21,30500000,313948,2317.15,178282,1283.63,210507,2378.68,8538,102.704,0.0775,0
2024-05-27,FL,807,229470.7,284.35,22900000,273686,1969.13,125189,901.36,188701,2130.21,6951,102.247,0.0843,0
2024-05-27,NY,800,226104.34,282.63,19600000,286961,2092.78,153316,1103.88,205332,2314.71,7513,101.4,0.0999,0
2024-06-03,CA,1103,301597.28,273.43,39000000,366092,2690.88,200680,1444.9,273542,3091.92,9767,101.187,0.1185,0
2024-06-03,TX,934,257565.0,275.77,30500000,296188,2158.44,173299,1247.76,229820,2596.5,8454,103.186,0.0927,0
2024-06-03,FL,814,222560.04,273.42,22900000,285374,2075.01,134050,965.16,168500,1901.77,7503,102.056,0.1009,0
2024-06-03,NY,811,229481.46,282.96,19600000,283151,2094.2,159003,1144.82,192984,2177.24,6975,102.269,0.1159,0
2024-06-10,CA,1157,320034.8,276.61,39000000,412910,3014.41,183506,1321.24,282977,3185.57,9858,102.01,0.1331,0
2024-06-10,TX,969,280898.76,289.89,30500000,324282,2329.37,171559,1235.22,219511,2484.57,8104,101.074,0.1239,0
2024-06-10,FL,808,223723.35,276.89,22900000,279150,2005.27,135672,976.84,183110,2060.54,7320,102.755,0.1175,0
2024-06-10,NY,831,234001.27,281.59,19600000,299030,2189.49,137558,990.42,188343,2118.34,7396,101.519,0.1391,0
2024-06-17,CA,1122,317904.64,283.34,39000000,373009,2720.16,190748,1373.38,265169,2997.13,9453,100.615,0.1146,0
2024-06-17,TX,949,260231.63,274.22,30500000,325706,2356.49,146555,1055.2,230685,2594.76,7937,102.226,0.1201,0
2024-06-17,FL,752,209647.47,278.79,22900000,259348,1878.6,146542,1055.1,188704,2130.89,7070,102.201,0.1484,0
2024-06-17,NY,762,214572.12,281.59,19600000,252049,1821.42,128175,922.86,190603,2147.04,7008,102.715,0.1473,0
2024-06-24,CA,1117,321890.5,288.17,39000000,414666,3017.29,173149,1246.68,261304,2938.54,10546,100.829,0.1328,0
2024-06-24,TX,925,261512.06,282.72,30500000,326361,2374.22,173619,1250.05,211252,2381.58,8236,100.856,0.1312,0
2024-06-24,FL,802,219982.41,274.29,22900000,295293,2150.72,136108,979.98,181646,2053.06,7208,101.368,0.1498,0
2024-06-24,NY,791,219398.62,277.37,19600000,289253,2102.4,125140,901.01,191515,2162.92,7331,102.195,0.1239,0
2024-07-01,CA,1063,290278.38,273.07,39000000,404673,2955.35,173806,1251.4,263389,2976.71,9956,102.28,0.1673,0
2024-07-01,TX,851,243917.85,286.62,30500000,314360,2318.98,142753,1027.82,218555,2469.41,8768,100.694,0.1656,0
2024-07-01,FL,800,221919.94,277.4,22900000,265193,1947.12,124748,898.18,178894,2016.8,7093,101.387,0.1413,0
2024-07-01,NY,803,223130.54,277.87,19600000,246836,1789.87,135670,976.82,184715,2084.15,7052,102.277,0.1373,0
2024-07-08,CA,1042,291130.53,279.4,39000000,395154,2850.34,175309,1262.23,247416,2804.27,10032,101.295,0.1531,0
2024-07-08,TX,915,261504.58,285.8,30500000,299565,2181.3,155594,1120.27,234917,2646.53,7701,101.689,0.1447,0
2024-07-08,FL,771,215161.84,279.07,22900000,246088,1791.18,137196,987.81,179908,2032.95,7314,101.974,0.1734,0
2024-07-08,NY,792,227693.37,287.49,19600000,255179,1838.16,150979,1087.05,191850,2159.98,7392,101.056,0.1641,0
2024-07-15,CA,1071,309833.86,289.29,39000000,376913,2754.54,177614,1278.82,235104,2658.62,10278,101.604,0.1689,0
2024-07-15,TX,931,270250.91,290.28,30500000,337554,2447.82,167755,1207.83,223602,2521.22,8547,101.274,0.1543,0
2024-07-15,FL,687,193391.37,281.5,22900000,232167,1693.65,125883,906.35,182737,2063.52,6754,100.911,0.1653,0
2024-07-15,NY,840,230600.43,274.52,19600000,242870,1762.52,139174,1002.05,188321,2125.23,6755,100.029,0.153,0
2024-07-22,CA,1034,291259.62,281.68,39000000,350775,2581.21,170387,1226.79,256633,2888.86,9230,100.867,0.1814,0
2024-07-22,TX,877,244142.41,278.38,30500000,292486,2094.29,142388,1025.2,215787,2437.74,8474,99.424,0.1584,0
2024-07-22,FL,728,211678.32,290.77,22900000,240880,1743.67,134328,967.16,185870,2100.54,7010,100.176,0.1708,0
2024-07-22,NY,771,216560.19,280.88,19600000,269495,1958.54,131773,948.76,200424,2256.59,7305,101.143,0.1546,0
2024-07-29,CA,1091,321119.65,294.34,39000000,359363,2554.02,176181,1268.51,260238,2938.59,9566,99.343,0.1672,0
2024-07-29,TX,948,275459.56,290.57,30500000,316288,2278.78,159038,1145.08,207814,2343.83,7653,99.45,0.1571,0
2024-07-29,FL,841,239279.38,284.52,22900000,260902,1936.99,135989,979.12,186233,2104.55,7176,100.109,0.1757,0
2024-07-29,NY,804,233536.53,290.47,19600000,281627,2044.37,148615,1070.03,189188,2129.35,7430,101.194,0.1635,0
2024-08-05,CA,1444,424370.08,293.89,39000000,488854,3550.17,233242,1679.34,333824,3764.8,11182,100.628,0.1617,1
2024-08-05,TX,1139,323273.42,283.82,30500000,367991,2701.64,187562,1350.45,252736,2856.91,10286,99.179,0.1593,1
2024-08-05,FL,975,282617.39,289.86,22900000,308043,2228.82,169428,1219.88,219411,2474.82,8511,98.997,0.1849,1
2024-08-05,NY,1093,324280.77,296.69,19600000,326612,2357.3,158846,1143.69,236598,2654.47,8697,99.652,0.1555,1
2024-08-12,CA,1186,335575.4,282.95,39000000,423748,3071.18,185406,1334.93,291124,3291.17,9969,99.526,0.1679,0
2024-08-12,TX,952,269294.07,282.87,30500000,323915,2366.34,151240,1088.93,221146,2498.2,9068,99.437,0.1787,0
2024-08-12,FL,847,250914.78,296.24,22900000,255513,1853.69,134975,971.82,196638,2226.71,7646,100.837,0.1552,0
2024-08-12,NY,881,255212.31,289.68,19600000,294442,2110.55,156162,1124.36,207951,2339.25,7719,98.592,0.1744,0
2024-08-19,CA,1179,344008.23,291.78,39000000,395454,2840.91,224399,1615.67,277665,3126.54,10641,100.259,0.1358,0
2024-08-19,TX,974,280294.7,287.78,30500000,297844,2159.02,184049,1325.16,209786,2370.12,8993,99.759,0.1537,0
2024-08-19,FL,796,227327.35,285.59,22900000,303196,2202.0,154910,1115.35,205121,2318.77,7491,99.404,0.1436,0
2024-08-19,NY,863,249632.94,289.26,19600000,262182,1907.92,162696,1171.41,195921,2211.75,7869,100.549,0.1477,0
2024-08-26,CA,1239,364354.7,294.07,39000000,391322,2781.43,212618,1530.85,295339,3323.08,10717,98.919,0.1325,0
2024-08-26,TX,1003,292975.34,292.1,30500000,335321,2445.24,173772,1251.16,216070,2442.7,9066,98.945,0.1328,0
2024-08-26,FL,851,253814.09,298.25,22900000,306843,2236.76,130805,941.8,208821,2352.3,7450,98.92,0.1466,0
2024-08-26,NY,856,255529.84,298.52,19600000,292805,2100.58,131436,946.34,194208,2193.22,7751,99.795,0.1558,0
2024-09-02,CA,1113,328375.82,295.04,39000000,358509,2630.82,188375,1356.3,256973,2900.74,10729,97.759,0.1388,0
2024-09-02,TX,954,276641.0,289.98,30500000,316999,2340.14,154754,1114.23,227792,2571.78,8292,99.748,0.1353,0
2024-09-02,FL,761,219964.76,289.05,22900000,264947,1951.85,143010,1029.67,192020,2161.94,7205,98.128,0.1171,0
2024-09-02,NY,867,261717.46,301.87,19600000,300369,2155.62,139175,1002.06,202758,2293.8,7806,99.409,0.1166,0
2024-09-09,CA,1085,312232.87,287.77,39000000,386723,2766.35,179348,1291.31,277422,3127.45,10641,97.58,0.112,0
2024-09-09,TX,978,286361.92,292.8,30500000,333081,2446.41,181373,1305.89,218186,2470.46,8328,98.544,0.1131,0
2024-09-09,FL,809,234340.49,289.67,22900000,266099,1944.49,130604,940.35,182835,2066.91,7405,99.374,0.1268,0
2024-09-09,NY,824,236123.35,286.56,19600000,257955,1868.41,158026,1137.79,189155,2129.41,7561,97.637,0.1008,0
2024-09-16,CA,1128,328912.85,291.59,39000000,379401,2769.23,188840,1359.65,272951,3070.58,10839,97.397,0.1138,0
2024-09-16,TX,911,262201.02,287.82,30500000,316865,2343.67,146425,1054.26,235062,2641.82,8137,98.774,0.1123,0
2024-09-16,FL,800,236630.32,295.79,22900000,251053,1830.13,145399,1046.87,190564,2144.34,7030,98.584,0.1128,0
2024-09-16,NY,836,250707.57,299.89,19600000,286011,2038.55,144921,1043.43,211785,2391.47,7476,97.467,0.0896,0
2024-09-23,CA,1138,325988.74,286.46,39000000,374400,2701.28,189779,1366.41,282997,3193.75,10460,99.322,0.0987,0
2024-09-23,TX,911,273761.73,300.51,30500000,297001,2154.82,151871,1093.47,226290,2546.98,8469,97.404,0.0828,0
2024-09-23,FL,780,232350.63,297.89,22900000,271846,1947.41,127795,920.13,195897,2213.84,7053,97.244,0.1165,0
2024-09-23,NY,847,248893.05,293.85,19600000,264068,1907.46,158815,1143.47,212633,2396.86,7779,97.314,0.1031,0
2024-09-30,CA,1053,311993.22,296.29,39000000,386445,2851.82,193144,1390.63,254191,2862.6,9939,96.866,0.0965,0
2024-09-30,TX,892,265370.91,297.5,30500000,284381,2070.01,167858,1208.58,212107,2388.2,7974,99.175,0.087,0
2024-09-30,FL,813,233157.13,286.79,22900000,271307,1967.4,126044,907.52,176643,1991.49,7091,97.541,0.1033,0
2024-09-30,NY,807,230501.84,285.63,19600000,260688,1893.26,141874,1021.49,193576,2181.7,7743,99.016,0.0936,0
2024-10-07,CA,979,289040.3,295.24,39000000,344724,2500.46,166442,1198.38,229412,2595.14,9043,96.881,0.0669,0
2024-10-07,TX,817,243135.53,297.6,30500000,290171,2118.76,146737,1056.51,196296,2212.27,7199,97.214,0.0767,0
2024-10-07,FL,681,205074.59,301.14,22900000,229194,1688.8,123678,890.48,173192,1954.68,6559,97.514,0.0749,0
2024-10-07,NY,789,234930.26,297.76,19600000,254281,1840.25,137641,991.01,184976,2081.55,6736,98.769,0.064,0
2024-10-14,CA,1046,307012.45,293.51,39000000,354607,2580.51,189797,1366.54,215571,2433.31,8755,96.651,0.0631,0
2024-10-14,TX,814,244754.26,300.68,30500000,292151,2124.39,155733,1121.28,208217,2350.49,7856,98.343,0.0749,0
2024-10-14,FL,699,200593.78,286.97,22900000,246070,1797.74,129971,935.79,176401,1985.37,6620,98.02,0.0826,0
2024-10-14,NY,725,217869.3,300.51,19600000,251287,1822.63,123856,891.76,182218,2052.98,6858,98.734,0.0807,0
2024-10-21,CA,965,278095.83,288.18,39000000,325662,2335.24,155727,1121.23,226084,2555.16,8891,98.69,0.0815,0
2024-10-21,TX,826,241870.84,292.82,30500000,264513,1941.93,144966,1043.76,189653,2143.95,7362,96.712,0.068,0
2024-10-21,FL,674,194359.12,288.37,22900000,219518,1596.89,123081,886.18,176334,1988.22,6643,96.586,0.0631,0
2024-10-21,NY,770,224012.88,290.93,19600000,244252,1808.54,136074,979.73,175164,1978.98,6289,97.204,0.086,0
2024-10-28,CA,1000,298248.8,298.25,39000000,333093,2387.69,158388,1140.4,225363,2542.56,8948,97.175,0.0822,0
2024-10-28,TX,877,253401.59,288.94,30500000,295328,2151.51,144507,1040.45,193592,2182.0,7370,96.608,0.0624,0
2024-10-28,FL,706,204657.29,289.88,22900000,241681,1732.67,132233,952.08,182182,2052.79,6509,96.482,0.0882,0
2024-10-28,NY,744,222286.53,298.77,19600000,238230,1729.4,132569,954.5,171955,1936.39,6970,96.619,0.0864,0
2024-11-04,CA,1473,410338.64,278.57,39000000,444109,3246.12,241435,1738.33,311328,3531.95,13173,97.189,0.0773,1
2024-11-04,TX,1284,367145.7,285.94,30500000,388962,2792.51,222629,1602.93,284948,3217.07,11129,97.781,0.0807,1
2024-11-04,FL,1095,314074.89,286.83,22900000,321037,2320.32,187204,1347.87,244987,2766.43,9204,97.825,0.0888,1
2024-11-04,NY,1160,336712.17,290.27,19600000,353646,2622.22,196493,1414.75,260425,2942.3,9219,98.175,0.0915,1
2024-11-11,CA,1334,386709.49,289.89,39000000,442505,3211.23,239124,1721.69,304217,3415.83,10997,97.84,0.0813,0
2024-11-11,TX,1028,297442.28,289.34,30500000,375045,2689.61,198295,1427.73,246449,2791.72,10097,96.924,0.0884,0
2024-11-11,FL,957,267275.06,279.28,22900000,337213,2450.42,149735,1078.09,229948,2595.37,7963,97.632,0.0983,0
2024-11-11,NY,948,271385.93,286.27,19600000,323711,2351.27,162854,1172.55,223426,2524.95,7941,97.49,0.0716,0
2024-11-18,CA,1475,417565.74,283.1,39000000,475866,3457.58,262108,1887.18,325644,3673.48,12617,98.581,0.0863,1
2024-11-18,TX,1249,353775.52,283.25,30500000,354930,2577.49,216139,1556.2,294141,3323.84,10231,96.906,0.0951,1
2024-11-18,FL,1066,295650.71,277.35,22900000,334089,2405.54,166989,1202.32,237396,2685.43,8873,98.833,0.0743,1
2024-11-18,NY,1154,325272.57,281.87,19600000,376392,2750.55,173804,1251.39,249374,2810.87,9138,96.71,0.0915,1
2024-11-25,CA,1555,443360.12,285.12,39000000,440234,3201.35,271106,1951.96,334966,3765.87,12618,98.815,0.0823,1
2024-11-25,TX,1252,358726.42,286.52,30500000,395392,2901.43,185292,1334.1,284061,3202.02,10317,97.491,0.0978,1
2024-11-25,FL,1043,299312.59,286.97,22900000,321995,2359.07,159602,1149.13,242842,2736.4,9186,98.797,0.0911,1
2024-11-25,NY,1080,307182.69,284.43,19600000,314876,2282.87,166403,1198.1,263535,2968.01,9336,96.655,0.0919,1
2024-12-02,CA,1346,369800.67,274.74,39000000,476274,3407.03,229765,1654.31,322603,3646.88,12655,98.896,0.1222,0
2024-12-02,TX,1158,323559.48,279.41,30500000,415636,3010.68,209914,1511.38,247786,2794.49,9899,98.836,0.0987,0
2024-12-02,FL,959,268775.84,280.27,22900000,315177,2317.37,178448,1284.83,235590,2669.09,9020,98.461,0.1108,0
2024-12-02,NY,1093,312409.53,285.83,19600000,365846,2668.36,183183,1318.92,268450,3026.62,9798,97.302,0.098,0
2024-12-09,CA,1410,389195.32,276.03,39000000,485459,3532.4,270769,1949.54,319041,3598.67,12211,99.058,0.1008,0
2024-12-09,TX,1183,332308.3,280.9,30500000,388824,2783.06,199232,1434.47,268665,3037.32,9941,97.271,0.1028,0
2024-12-09,FL,957,268785.68,280.86,22900000,335929,2434.54,150942,1086.78,228138,2565.63,8595,97.759,0.124,0
2024-12-09,NY,1036,284232.42,274.36,19600000,321360,2340.58,178643,1286.23,228095,2579.22,8830,96.996,0.1099,0
2024-12-16,CA,1396,401380.84,287.52,39000000,485758,3486.03,234389,1687.6,340441,3833.14,12188,98.542,0.1203,0
2024-12-16,TX,1093,309529.36,283.19,30500000,357164,2606.17,191137,1376.19,284110,3213.73,10771,99.311,0.116,0
2024-12-16,FL,1012,291729.93,288.27,22900000,369676,2698.25,175049,1260.36,238590,2683.23,9247,98.268,0.127,0
2024-12-16,NY,1031,281174.62,272.72,19600000,372983,2746.15,179691,1293.77,237254,2670.55,9862,97.918,0.1414,0
2024-12-23,CA,1383,399474.86,288.85,39000000,517964,3742.82,215838,1554.03,322470,3636.12,12784,98.785,0.147,0
2024-12-23,TX,1182,334580.58,283.06,30500000,389027,2840.21,226391,1630.01,281992,3179.91,10849,98.026,0.1393,0
2024-12-23,FL,1032,298228.04,288.98,22900000,360863,2654.35,179558,1292.81,254787,2875.94,8888,99.137,0.15,0
2024-12-23,NY,1044,301973.19,289.25,19600000,366512,2660.26,199179,1434.09,234792,2645.83,9899,99.243,0.1444,0
2024-12-30,CA,1410,402954.75,285.78,39000000,483267,3462.1,223435,1608.73,342677,3860.76,13140,99.747,0.1402,0
2024-12-30,TX,1156,323071.03,279.47,30500000,392388,2841.63,190358,1370.58,256226,2893.97,10314,97.973,0.1379,0
2024-12-30,FL,992,279109.82,281.36,22900000,330562,2424.56,176660,1271.95,219460,2474.58,9376,97.58,0.1443,0
2024-12-30,NY,1089,308702.65,283.47,19600000,350758,2510.81,202448,1457.63,265247,2982.14,9445,99.807,0.1528,0
2025-01-06,CA,1069,299973.83,280.61,39000000,351881,2529.86,176856,1273.36,250224,2808.5,9137,99.263,0.161,0
2025-01-06,TX,858,235613.55,274.61,30500000,266811,1933.61,169180,1218.1,201436,2271.11,7797,97.762,0.1697,0
2025-01-06,FL,782,222917.54,285.06,22900000,252699,1840.78,113657,818.33,188594,2126.73,6814,98.535,0.1769,0
2025-01-06,NY,791,227347.63,287.42,19600000,276046,2009.49,150492,1083.54,173607,1958.5,7436,98.503,0.1696,0
2025-01-13,CA,1094,302189.05,276.22,39000000,349266,2534.21,189189,1362.16,267539,3012.21,9978,100.272,0.1849,0
2025-01-13,TX,931,260045.05,279.32,30500000,291711,2146.32,168682,1214.51,223736,2515.96,8317,98.384,0.1719,0
2025-01-13,FL,721,208889.13,289.72,22900000,249517,1800.05,124224,894.41,169370,1911.94,6431,100.176,0.1726,0
2025-01-13,NY,884,243233.22,275.15,19600000,260196,1869.79,134271,966.75,198065,2229.92,6891,99.866,0.1645,0
2025-01-20,CA,1054,308380.2,292.58,39000000,381897,2787.1,206476,1486.62,255106,2871.98,9741,100.178,0.1609,0
2025-01-20,TX,901,249843.06,277.3,30500000,316215,2332.27,167751,1207.8,214226,2410.94,8186,98.703,0.1829,0
2025-01-20,FL,726,208341.94,286.97,22900000,233027,1693.18,119811,862.64,174390,1968.81,6604,99.074,0.1501,0
2025-01-20,NY,855,243022.2,284.24,19600000,262007,1867.49,143025,1029.78,204133,2296.09,7484,99.077,0.1562,0
2025-01-27,CA,1098,319151.35,290.67,39000000,392519,2836.49,175046,1260.33,265606,2998.61,9746,100.354,0.1753,0
2025-01-27,TX,913,259358.46,284.07,30500000,314881,2293.61,149106,1073.56,214189,2413.52,8028,99.41,0.1617,0
2025-01-27,FL,706,207428.49,293.81,22900000,254910,1824.35,143624,1034.09,175232,1976.77,7256,99.961,0.1614,0
2025-01-27,NY,766,216550.93,282.7,19600000,250042,1811.46,148091,1066.26,187438,2120.99,6983,99.237,0.1886,0
2025-02-03,CA,1283,368814.53,287.46,39000000,397580,2851.1,208183,1498.92,274578,3105.49,10545,98.839,0.1866,1
2025-02-03,TX,1048,293795.28,280.34,30500000,302338,2199.86,185980,1339.06,247471,2781.95,9374,99.067,0.1567,1
2025-02-03,FL,1020,292957.8,287.21,22900000,311127,2258.7,149536,1076.66,192020,2162.14,7884,99.469,0.1536,1
2025-02-03,NY,1022,298112.0,291.69,19600000,322887,2353.15,173261,1247.48,217571,2449.95,7988,99.201,0.1829,1
2025-02-10,CA,1144,331257.57,289.56,39000000,354919,2599.33,173900,1252.08,253234,2854.14,10385,100.085,0.1673,0
2025-02-10,TX,905,259533.62,286.78,30500000,344875,2511.67,167153,1203.5,198560,2236.93,8874,100.827,0.1675,0
2025-02-10,FL,802,230572.59,287.5,22900000,265455,1899.55,145075,1044.54,190018,2146.99,7040,100.54,0.1705,0
2025-02-10,NY,821,230565.74,280.84,19600000,245869,1790.19,130182,937.31,208142,2343.56,7193,100.047,0.1622,0
2025-02-17,CA,1095,313939.86,286.7,39000000,371170,2664.44,215221,1549.59,259275,2920.75,10238,101.25,0.135,0
2025-02-17,TX,930,269178.83,289.44,30500000,314305,2277.45,165142,1189.02,206592,2326.56,7923,101.247,0.1346,0
